NEMS-RHG,REGEN-EPRI,RIO-REPEAT,MARKAL-NETL,EPS-EI,GCAM-CGS
0.27607941,0.350174427,0.39479823,0.488652068,0.583934368,0.636273328
1.538195602,1.951021133,2.19964575,2.722558922,3.253430873,3.545041025
1.33374681,1.691701764,1.907280517,2.360690847,2.821002116,3.073852995
0.845454125,1.072359629,1.209013711,1.496427807,1.788216367,1.948497027
1.805699097,2.290318015,2.582180276,3.196031884,3.81922636,4.161549655
1.558250001,1.976457792,2.22832388,2.758054593,3.295847846,3.591259898
0.909222549,1.153242413,1.300203637,1.609295957,1.923092686,2.095462523
2.079909541,2.638121878,2.974305854,3.68137594,4.399207686,4.793515624
2.445669127,3.102045114,3.497348253,4.328759161,5.172824206,5.636472615
1.519660969,1.92751212,2.173140912,2.689753193,3.214228352,3.502324719
0.628082738,0.79664946,0.898168948,1.111687135,1.328455086,1.447526615
0.821034754,1.041386514,1.174093597,1.453206271,1.736567061,1.892218311
6.627126062,8.405733954,9.476902455,11.72980937,14.01700571,15.27337208
0.59516236,0.754893813,0.851092251,1.053419079,1.258825338,1.371655842
3.239522907,4.108955744,4.632572597,5.733855944,6.851900907,7.466047616
0.380117405,0.48213445,0.543574325,0.672796121,0.803984682,0.8760471
5.829551156,7.394103512,8.336356839,10.31812631,12.33005847,13.4352211
1.392645297,1.766407603,1.99150635,2.464939358,2.945578052,3.209594869
1.847097817,2.342827448,2.641381147,3.269306346,3.906788614,4.256960253
1.029410835,1.30568719,1.47207492,1.822025528,2.17730241,2.372457467
2.762046292,3.503332528,3.949772954,4.888737015,5.84199218,6.365619173
1.603735232,2.034150485,2.29336853,2.838562052,3.392053461,3.696088574
0.952220398,1.207780153,1.361691289,1.685400828,2.014037251,2.194558593
1.134529572,1.439018008,1.622396494,2.008082461,2.399638597,2.614721998
2.095509604,2.657908733,2.996614208,3.708987572,4.432203312,4.829468701
1.522723975,1.931397185,2.177521061,2.695174618,3.220706901,3.509383952
1.517371437,1.924608116,2.169866841,2.68570079,3.209385771,3.497048091
1.381926742,1.752812369,1.976178634,2.445967844,2.922907282,3.184892081
2.794347115,3.544302342,3.995963678,4.945908479,5.910311512,6.440062074
1.008204512,1.278789451,1.441749519,1.784490988,2.132449008,2.323583783
1.348079161,1.709880674,1.927776022,2.386058668,2.851316411,3.106884408
1.109573123,1.407363673,1.58670835,1.963910314,2.34685332,2.557205493
1.949210447,2.47234537,2.787403936,3.450042561,4.122766596,4.492296682
1.014948116,1.287342924,1.451392988,1.796426961,2.146712377,2.3391256
