2015 Observed,2030 Baseline,2030 Net Zero,2030 Net Zero Mandates,2050 Baseline,2050 Net Zero,2050 Net Zero Mandates
18.43,21.796,25.142,25.251,28.598,33.5,34.675
19.93,22.444,25.735,25.847,29.042,33.904,35.009
21.41,23.711,26.626,26.743,29.563,34.432,35.51
21.59,23.886,26.809,26.929,29.975,34.891,36.112
21.34,23.369,26.139,26.26,27.524,31.695,32.691
20.51,22.276,24.666,24.783,26.969,30.83,32.078
19.76,21.392,23.669,23.783,26.734,30.439,31.673
19.3,21.232,23.496,23.61,26.398,30.036,31.234
18.9,21.052,23.299,23.411,26.26,29.863,31.054
18.6,20.977,23.199,23.311,26.08,29.651,30.847
18.6,20.744,22.961,23.072,25.902,29.474,30.694
18.25,20.407,22.623,22.733,25.506,29.079,30.297
18.24,21.489,24.322,24.43,27.885,32.193,33.624
19.15,21.59,24.509,24.619,28.17,32.62,34.137
20.55,22.529,25.459,25.572,29.312,34.027,35.564
21.21,23.421,26.303,26.416,29.953,34.859,36.399
21.74,24.107,27.248,27.362,30.42,35.477,36.987
20.48,23.287,26.648,26.76,30.338,35.517,37.044
19.19,22.364,25.963,26.072,30.064,35.352,36.83
18.65,22.121,26.162,26.269,30.053,35.583,36.994
18.09,21.992,25.785,25.893,29.715,35.109,36.39
18.05,21.882,25.48,25.587,29.337,34.482,35.716
18.06,21.868,25.416,25.523,29.195,34.256,35.443
18.69,22.107,25.572,25.68,29.151,34.105,35.178
19.26,22.355,25.727,25.836,29.205,34.055,35.044
20.73,23.385,26.417,26.529,29.598,34.399,35.324
22.19,24.668,27.665,27.783,30.142,34.947,35.842
22.25,24.692,27.649,27.769,30.564,35.377,36.398
21.68,23.713,26.413,26.533,27.739,31.721,31.987
20.54,22.204,24.508,24.623,26.251,29.996,31.206
19.62,20.958,23.044,23.156,25.732,29.336,30.594
18.94,20.49,22.697,22.807,25.256,28.801,30.066
18.32,20.184,22.375,22.485,24.965,28.484,29.748
18.02,19.859,22.066,22.174,24.694,28.188,29.462
17.79,19.64,21.815,21.923,24.563,28.059,29.363
17.63,19.305,21.47,21.577,24.2,27.696,29
17.61,21.454,24.237,24.343,27.463,31.681,33.051
18.7,21.698,24.563,24.671,27.907,32.246,33.65
20.16,22.295,25.328,25.438,28.874,33.449,34.849
20.82,22.834,25.924,26.035,29.575,34.328,35.724
21.41,23.55,26.568,26.679,30.047,34.949,36.316
20.25,22.848,26.161,26.271,30.04,35.062,36.437
19.08,22.369,25.911,26.021,29.881,35.011,36.333
18.67,22.353,26.137,26.246,30.052,35.421,36.661
18.25,21.775,25.485,25.587,29.249,34.433,35.573
18.34,21.784,25.253,25.359,29.013,33.945,35.023
18.39,21.822,25.239,25.344,28.938,33.785,34.812
18.93,22.033,25.368,25.474,28.871,33.611,34.538
19.49,22.376,25.535,25.642,28.956,33.602,34.46
20.95,23.597,26.558,26.669,29.356,33.963,34.763
22.34,24.787,27.703,27.82,29.813,34.423,35.2
22.11,24.398,27.255,27.373,29.898,34.51,35.421
21.08,22.863,25.449,25.565,26.364,30.177,30.698
19.45,20.662,22.847,22.958,24.908,28.511,29.713
18.28,19.827,21.932,22.04,24.422,27.892,29.149
18,19.743,21.846,21.953,24.353,27.772,29.019
17.95,19.781,21.859,21.965,24.427,27.829,29.07
18.05,19.829,21.886,21.991,24.48,27.863,29.111
18.06,19.688,21.746,21.85,24.402,27.791,29.066
17.9,19.301,21.359,21.463,24.008,27.401,28.674
17.6,21.019,23.69,23.794,26.971,31.058,32.406
17.87,20.701,23.455,23.561,26.67,30.88,32.277
19.35,21.396,24.325,24.433,27.679,32.123,33.535
19.92,21.761,24.829,24.937,28.233,32.848,34.263
20.32,22.058,25.177,25.285,28.548,33.298,34.697
18.98,21.526,24.82,24.927,28.414,33.275,34.697
17.73,21.088,24.497,24.603,28.169,33.13,34.503
17.37,21.057,24.703,24.808,28.286,33.483,34.769
17.04,20.739,24.333,24.436,27.815,32.903,34.147
17.22,20.763,24.165,24.268,27.599,32.438,33.606
17.36,20.792,24.142,24.246,27.517,32.273,33.38
17.98,21.007,24.282,24.386,27.499,32.152,33.149
18.57,21.224,24.421,24.527,27.54,32.103,33.035
20.05,22.354,25.222,25.33,27.952,32.478,33.354
21.46,23.594,26.426,26.541,28.454,32.991,33.847
21.38,23.412,26.211,26.328,28.716,33.286,34.293
20.47,22.07,24.651,24.766,25.916,29.772,30.85
19.17,20.566,22.829,22.94,25.348,28.996,30.184
18.93,20.641,22.804,22.914,25.41,28.932,30.137
18.89,20.754,22.892,23.001,25.429,28.905,30.091
18.91,20.83,22.961,23.069,25.478,28.935,30.119
18.9,20.8,22.916,23.023,25.444,28.881,30.074
18.83,20.678,22.794,22.901,25.378,28.821,30.037
18.63,20.403,22.519,22.626,25.103,28.547,29.761
18.35,21.187,23.881,23.986,27.095,31.195,32.578
18.23,20.765,23.537,23.642,26.885,31.106,32.55
19.23,21.161,24.097,24.204,27.381,31.829,33.34
19.63,21.454,24.527,24.635,27.842,32.458,33.996
20.05,21.829,24.899,25.008,28.282,33.041,34.545
18.82,21.285,24.59,24.698,28.206,33.083,34.606
17.61,20.845,24.271,24.378,27.955,32.939,34.42
17.24,20.788,24.455,24.56,28.041,33.262,34.662
16.87,20.766,24.421,24.526,28.014,33.188,34.543
17.04,20.764,24.228,24.333,27.767,32.693,33.978
17.17,20.803,24.216,24.32,27.688,32.536,33.76
17.82,21.065,24.4,24.506,27.707,32.457,33.568
18.4,21.298,24.554,24.66,27.749,32.411,33.453
19.94,22.267,25.185,25.294,28.197,32.821,33.802
21.45,23.635,26.521,26.637,28.768,33.407,34.357
21.5,23.637,26.498,26.616,29.173,33.833,34.917
20.68,22.371,24.999,25.116,26.5,30.411,31.518
19.52,21.091,23.39,23.503,26.048,29.742,30.924
19.3,21.178,23.378,23.49,26.12,29.686,30.878
19.26,21.298,23.471,23.581,26.104,29.621,30.795
19.28,21.341,23.506,23.616,26.111,29.609,30.78
19.23,21.27,23.419,23.529,26.028,29.505,30.687
19.12,21.079,23.228,23.337,25.889,29.37,30.578
18.87,20.706,22.856,22.963,25.516,28.999,30.207
18.53,21.37,24.113,24.219,27.383,31.541,32.945
18.63,21.139,23.957,24.064,27.354,31.631,33.103
19.44,21.464,24.446,24.555,27.837,32.343,33.885
20.1,21.895,24.975,25.084,28.489,33.174,34.711
20.61,22.524,25.526,25.636,28.878,33.702,35.202
19.37,21.761,25.116,25.225,28.802,33.739,35.249
18.13,21.322,24.794,24.902,28.555,33.594,35.05
17.64,21.21,24.919,25.026,28.581,33.855,35.238
15.35,18.1,20.732,20.812,23.462,27.237,28.091
15.24,17.991,20.469,20.547,23.165,26.737,27.543
15.12,17.937,20.357,20.435,23.042,26.527,27.284
15.37,18.013,20.366,20.444,22.915,26.307,26.987
15.58,18.076,20.362,20.439,22.831,26.137,26.769
16.38,18.448,20.62,20.699,22.979,26.231,26.821
17.13,19.077,21.031,21.109,23.208,26.436,27.012
17.13,18.921,20.984,21.064,23.361,26.617,27.314
16.72,18.184,19.939,20.018,20.969,23.677,24.248
16.01,17.127,18.624,18.701,20.483,23.078,23.909
15.51,16.733,18.181,18.257,20.375,22.9,23.734
15.13,16.73,18.147,18.221,20.309,22.783,23.606
15.06,16.679,18.08,18.153,20.274,22.717,23.545
14.87,16.585,17.973,18.045,20.167,22.586,23.422
14.72,16.373,17.76,17.832,20.011,22.425,23.278
14.71,16.14,17.533,17.604,19.777,22.195,23.047
14.72,17.602,19.456,19.53,21.966,24.877,25.82
15.33,17.557,19.466,19.541,22.021,25.015,25.998
16.52,18.05,20.079,20.156,22.504,25.662,26.693
17.03,18.329,20.463,20.54,22.997,26.285,27.309
17.48,18.818,20.845,20.921,23.277,26.664,27.673
16.68,18.404,20.661,20.74,23.309,26.813,27.832
15.85,18.079,20.525,20.605,23.271,26.888,27.862
15.45,17.996,20.635,20.715,23.327,27.134,28.057
14.99,17.649,20.237,20.316,22.857,26.608,27.524
14.78,17.463,19.894,19.972,22.47,26.017,26.893
14.56,17.315,19.687,19.763,22.211,25.672,26.511
14.72,17.316,19.619,19.695,22.002,25.366,26.136
14.9,17.357,19.593,19.668,21.898,25.176,25.902
15.72,17.691,19.868,19.945,22.07,25.294,25.98
16.54,18.308,20.235,20.313,22.341,25.548,26.216
16.58,18.232,20.357,20.435,22.608,25.839,26.612
16.17,17.489,19.202,19.279,20.476,23.158,23.921
15.41,16.638,18.111,18.185,20.188,22.733,23.551
15.13,16.547,17.955,18.028,20.122,22.598,23.424
15,16.543,17.922,17.994,20.019,22.445,23.256
14.92,16.557,17.92,17.992,20.045,22.445,23.249
14.95,16.534,17.884,17.956,20.009,22.385,23.195
14.92,16.415,17.764,17.835,19.95,22.318,23.144
14.91,16.215,17.568,17.639,19.736,22.106,22.931
14.81,17.305,19.106,19.179,21.51,24.382,25.346
15.36,17.36,19.218,19.291,21.667,24.624,25.637
16.03,17.623,19.6,19.675,22.019,25.136,26.197
16.6,17.931,20.013,20.089,22.377,25.618,26.697
17.06,18.342,20.342,20.418,22.738,26.075,27.118
16.36,18.004,20.273,20.35,22.782,26.235,27.276
15.58,17.776,20.167,20.245,22.766,26.326,27.313
15.22,17.723,20.3,20.378,22.848,26.593,27.519
16.54,20.242,23.819,23.923,27.291,32.388,33.69
16.44,20.093,23.473,23.576,26.875,31.718,32.977
16.26,19.953,23.276,23.378,26.598,31.352,32.583
16.67,20.055,23.293,23.396,26.401,31.045,32.187
17.06,20.172,23.324,23.428,26.295,30.836,31.924
18.41,20.721,23.819,23.926,26.602,31.1,32.139
19.76,21.373,24.382,24.492,27.042,31.543,32.559
20.05,21.71,24.647,24.758,27.508,32.049,33.185
20.22,21.758,24.321,24.436,25.548,29.396,30.424
19.82,21.226,23.444,23.556,25.412,29.062,30.118
19.49,20.77,22.948,23.059,25.266,28.796,29.848
19.19,20.74,22.894,23.004,25.111,28.593,29.616
18.91,20.681,22.83,22.939,25.004,28.47,29.487
18.71,20.564,22.698,22.807,24.894,28.34,29.365
18.55,20.425,22.56,22.669,24.815,28.268,29.32
18.45,20.24,22.378,22.486,24.63,28.088,29.142
18.55,21.093,23.785,23.891,26.829,30.954,32.245
19.35,21.408,24.179,24.286,27.401,31.653,32.998
20.36,22.245,24.906,25.015,28.369,32.853,34.228
20.87,22.902,25.673,25.782,28.902,33.562,34.955
21.35,23.477,26.498,26.609,29.277,34.079,35.445
20.21,22.798,26.046,26.155,29.293,34.217,35.594
19.02,22.022,25.517,25.623,29.131,34.167,35.489
18.55,21.812,25.791,25.896,29.168,34.447,35.701
18.03,22.061,25.782,25.89,29.663,34.966,36.164
17.99,21.906,25.43,25.537,29.231,34.279,35.427
17.91,21.79,25.256,25.362,28.968,33.931,35.036
18.37,21.884,25.266,25.373,28.76,33.614,34.625
18.84,22.014,25.313,25.42,28.678,33.439,34.393
20.24,22.652,25.822,25.933,29.001,33.724,34.625
21.67,23.913,26.808,26.924,29.497,34.234,35.115
21.66,23.815,26.68,26.798,29.82,34.577,35.602
21.15,22.973,25.619,25.737,26.739,30.654,31.475
20.17,21.669,23.946,24.06,25.972,29.723,30.891
19.45,20.726,22.902,23.014,25.594,29.224,30.437
18.9,20.475,22.692,22.803,25.204,28.786,30.008
18.53,20.238,22.447,22.558,25.037,28.6,29.815
18.17,20.06,22.289,22.398,24.909,28.452,29.673
18.01,19.949,22.149,22.258,24.826,28.373,29.62
17.89,19.73,21.924,22.032,24.58,28.13,29.376
18.04,21.579,24.367,24.475,27.695,31.963,33.353
18.9,21.797,24.667,24.776,28.15,32.552,33.993
20.35,22.425,25.479,25.59,29.189,33.866,35.326
20.97,23.076,26.016,26.128,29.776,34.648,36.119
21.55,23.832,26.949,27.062,30.284,35.313,36.754
20.47,23.265,26.617,26.729,30.354,35.527,36.982
19.34,22.562,26.16,26.269,30.199,35.494,36.903
18.96,22.496,26.584,26.692,30.329,35.879,37.22
18.53,22.668,26.497,26.607,30.652,36.19,37.509
18.6,22.604,26.244,26.354,30.351,35.646,36.92
18.64,22.572,26.158,26.267,30.204,35.422,36.658
19.21,22.752,26.253,26.363,30.097,35.21,36.354
19.77,22.964,26.379,26.49,30.104,35.123,36.207
21.23,24.068,27.141,27.255,30.489,35.467,36.5
22.66,25.324,28.348,28.468,31.004,35.991,36.999
22.5,25.077,28.031,28.153,31.367,36.34,37.43
21.69,23.731,26.455,26.576,27.778,31.842,32.407
20.27,21.806,24.123,24.239,26.342,30.134,31.401
19.38,20.741,22.992,23.104,25.903,29.556,30.866
18.78,20.598,22.82,22.931,25.593,29.19,30.472
18.43,20.542,22.752,22.863,25.528,29.101,30.38
18.4,20.405,22.595,22.705,25.431,28.979,30.266
18.26,20.213,22.4,22.509,25.304,28.853,30.168
18.11,19.884,22.07,22.178,24.963,28.513,29.826
17.8,22.066,24.891,24.999,28.416,32.748,34.182
18.51,21.963,24.867,24.977,28.479,32.935,34.433
20.1,22.54,25.629,25.741,29.461,34.189,35.718
20.87,23.037,26.279,26.392,30.177,35.104,36.632
21.54,23.812,26.916,27.029,30.715,35.797,37.28
20.56,23.347,26.688,26.799,30.821,36.033,37.512
19.52,22.859,26.478,26.59,30.722,36.052,37.471
19.17,22.843,26.825,26.934,30.902,36.487,37.828
18.78,22.402,26.411,26.516,30.321,35.735,36.97
18.92,22.406,26.036,26.141,30.092,35.263,36.441
19.03,22.49,26.014,26.119,30.034,35.13,36.262
19.59,22.921,26.28,26.386,30.001,34.994,36.02
20.13,23.325,26.514,26.622,29.996,34.895,35.855
21.55,24.508,27.584,27.698,30.349,35.204,36.105
22.93,25.689,28.713,28.833,30.805,35.66,36.529
22.4,24.893,27.844,27.965,30.805,35.619,36.615
21.31,23.178,25.837,25.956,27.002,30.932,31.568
19.65,21.087,23.333,23.446,25.504,29.179,30.442
18.74,20.324,22.483,22.593,25.284,28.818,30.089
18.57,20.388,22.511,22.619,25.189,28.667,29.92
18.48,20.389,22.499,22.607,25.108,28.559,29.816
18.43,20.31,22.4,22.507,25.052,28.478,29.745
18.34,20.135,22.222,22.328,24.913,28.339,29.636
18.18,19.803,21.888,21.993,24.571,27.998,29.295
17.97,21.676,24.36,24.467,27.869,32.047,33.431
18.17,21.406,24.168,24.276,27.761,32.056,33.483
19.12,21.629,24.572,24.682,28.2,32.735,34.228
20,22.219,25.307,25.418,29.028,33.745,35.215
20.76,22.708,25.922,26.034,29.636,34.494,35.906
19.64,22.384,25.705,25.816,29.643,34.612,36.021
18.46,22.005,25.443,25.553,29.485,34.557,35.904
18.06,21.956,25.631,25.74,29.592,34.899,36.168
17.66,21.098,24.675,24.778,28.247,33.323,34.508
17.78,21.078,24.466,24.57,27.998,32.83,33.953
17.8,21.071,24.406,24.509,27.903,32.652,33.724
18.28,21.209,24.463,24.567,27.758,32.401,33.377
18.78,21.403,24.536,24.641,27.708,32.257,33.173
20.21,22.592,25.482,25.591,28.055,32.564,33.425
21.58,23.772,26.618,26.733,28.487,33.002,33.839
21.22,23.226,26.001,26.117,28.577,33.088,34.067
20.21,21.713,24.239,24.353,25.353,29.113,30.17
18.68,20.109,22.278,22.386,24.645,28.185,29.363
18.56,20.316,22.378,22.485,24.849,28.256,29.459
18.72,20.498,22.534,22.639,24.948,28.306,29.494
18.84,20.593,22.622,22.726,25.039,28.377,29.558
18.95,20.619,22.632,22.736,25.062,28.379,29.565
18.98,20.478,22.488,22.592,25.018,28.339,29.549
18.8,20.127,22.136,22.239,24.651,27.971,29.181
18.4,21.111,23.708,23.81,26.846,30.838,32.194
17.99,20.564,23.232,23.335,26.414,30.52,31.932
18.3,20.456,23.295,23.4,26.618,30.954,32.418
18.94,20.826,23.809,23.914,27.085,31.591,33.077
19.58,21.272,24.378,24.484,27.573,32.216,33.659
18.55,21.004,24.217,24.323,27.608,32.362,33.801
17.41,20.63,23.96,24.064,27.442,32.298,33.678
17.04,20.582,24.147,24.251,27.548,32.636,33.933
14.84,17.19,19.894,19.972,22.051,25.609,26.412
14.78,17.11,19.458,19.533,21.805,25.165,25.919
14.67,17.057,19.316,19.389,21.702,24.979,25.691
14.94,17.136,19.332,19.406,21.6,24.786,25.427
15.15,17.26,19.331,19.404,21.528,24.632,25.228
15.96,17.911,19.852,19.926,21.688,24.737,25.293
16.73,18.552,20.416,20.492,21.905,24.928,25.464
16.36,17.907,19.824,19.898,21.851,24.888,25.554
15.43,16.513,18.104,18.177,19.274,21.782,22.546
14.84,16.126,17.466,17.536,19.328,21.703,22.513
15.12,16.486,17.758,17.827,19.643,21.945,22.775
15.31,16.662,17.906,17.974,19.757,22.011,22.825
15.44,16.772,18.005,18.072,19.906,22.136,22.946
15.45,16.752,17.975,18.041,19.852,22.06,22.874
15.34,16.586,17.808,17.874,19.706,21.91,22.739
15.26,16.306,17.531,17.597,19.406,21.609,22.439
15.07,17.141,18.802,18.87,21.09,23.779,24.706
15.14,16.859,18.571,18.64,20.802,23.568,24.537
15.26,16.574,18.4,18.47,20.627,23.549,24.557
15.45,16.689,18.616,18.687,20.858,23.898,24.917
15.8,16.901,18.915,18.987,21.021,24.154,25.16
15.08,16.618,18.735,18.807,21.003,24.247,25.265
14.24,16.425,18.652,18.725,20.857,24.203,25.191
13.86,16.348,18.758,18.831,20.993,24.521,25.44
13.5,15.773,18.152,18.224,20.236,23.669,24.576
13.12,15.505,17.673,17.743,19.654,22.798,23.636
13.45,15.638,17.745,17.814,19.609,22.662,23.417
13.79,15.79,17.834,17.904,19.638,22.61,23.307
14.72,16.198,18.187,18.257,19.895,22.815,23.455
15.65,17.016,18.767,18.839,20.242,23.142,23.75
16.37,17.861,19.627,19.702,20.88,23.845,24.509
16.17,17.374,18.998,19.074,19.605,22.124,22.705
14.76,15.706,17.056,17.127,18.91,21.296,22.097
14.64,16.04,17.317,17.386,19.304,21.613,22.435
15.08,16.506,17.754,17.821,19.749,22.007,22.82
15.37,16.815,18.048,18.116,20.046,22.279,23.088
15.6,16.954,18.175,18.242,20.174,22.38,23.197
15.62,16.894,18.112,18.178,20.176,22.378,23.209
15.64,16.746,17.965,18.03,20.014,22.215,23.046
15.46,17.366,18.998,19.064,21.158,23.785,24.745
15.67,17.142,18.814,18.882,20.959,23.65,24.658
15.36,16.608,18.39,18.458,20.573,23.413,24.468
15.24,16.136,18.033,18.102,20.013,22.991,24.046
15.85,16.52,18.366,18.436,20.326,23.4,24.439
15.05,16.244,18.33,18.401,20.324,23.51,24.564
14.16,15.939,18.143,18.214,20.275,23.565,24.571
13.78,15.845,18.232,18.304,20.325,23.798,24.755
15.2,18.482,21.858,21.955,24.81,29.626,30.982
15.39,18.501,21.695,21.792,24.565,29.139,30.437
15.61,18.628,21.775,21.872,24.604,29.102,30.332
16.31,18.914,21.986,22.084,24.641,29.042,30.16
16.96,19.196,22.192,22.291,24.739,29.049,30.093
18.51,20.297,23.003,23.106,25.212,29.485,30.462
20.03,21.704,24.38,24.49,25.833,30.119,31.059
20.62,22.429,25.124,25.238,26.459,30.807,31.85
20.15,21.622,24.123,24.237,24.926,28.634,29.658
18.48,19.687,21.817,21.924,24.11,27.592,28.737
18.2,19.905,21.931,22.036,24.361,27.712,28.881
18.64,20.371,22.37,22.474,24.776,28.077,29.231
19,20.678,22.671,22.775,25.094,28.377,29.524
19.23,20.9,22.876,22.979,25.287,28.55,29.701
19.36,20.892,22.866,22.968,25.312,28.576,29.752
19.22,20.66,22.63,22.732,25.075,28.336,29.51
18.88,20.848,23.342,23.44,26.221,30.074,31.466
18.79,20.496,23.044,23.143,26.027,29.975,31.433
18.23,19.877,22.571,22.671,25.64,29.79,31.319
17.89,19.376,22.22,22.32,25.164,29.496,31.041
18.37,19.599,22.538,22.639,25.374,29.842,31.365
17.13,19.17,22.241,22.342,25.299,29.876,31.418
16.09,18.709,21.897,21.996,25.03,29.709,31.209
15.67,18.728,22.151,22.249,25.056,29.964,31.401
15.3,18.629,22.003,22.1,24.969,29.779,31.138
15.49,18.674,21.865,21.962,24.754,29.327,30.626
15.71,18.834,21.98,22.077,24.836,29.336,30.57
16.38,19.117,22.189,22.287,24.867,29.269,30.396
16.99,19.367,22.36,22.459,24.93,29.241,30.299
18.5,20.299,23.014,23.117,25.357,29.631,30.623
20.01,21.654,24.331,24.44,25.902,30.185,31.141
20.58,22.367,25.059,25.172,26.538,30.878,31.927
19.99,21.396,23.889,24.002,24.891,28.584,29.619
18.42,19.77,21.888,21.994,24.135,27.602,28.751
18.32,20.068,22.081,22.185,24.471,27.806,28.976
18.8,20.533,22.519,22.623,24.898,28.182,29.333
19.12,20.856,22.835,22.938,25.181,28.446,29.594
19.42,21.007,22.97,23.072,25.374,28.62,29.773
19.55,21.028,22.989,23.091,25.432,28.681,29.855
19.48,20.801,22.759,22.86,25.194,28.442,29.615
19.19,20.9,23.38,23.478,26.276,30.116,31.507
19.09,20.459,22.992,23.09,25.996,29.926,31.387
18.41,19.795,22.471,22.569,25.541,29.666,31.197
17.96,19.379,22.196,22.296,25.197,29.495,31.039
18.31,19.558,22.466,22.567,25.393,29.827,31.354
17.05,19.122,22.164,22.263,25.283,29.828,31.373
15.58,18.629,21.785,21.884,24.918,29.561,31.062
15.08,18.401,21.788,21.886,24.775,29.645,31.078
14.73,18.014,21.385,21.481,24.23,28.988,30.371
14.86,18.087,21.275,21.37,23.921,28.438,29.773
15.15,18.22,21.359,21.454,24,28.437,29.688
15.88,18.543,21.607,21.704,24.075,28.413,29.539
16.47,18.785,21.769,21.867,24.121,28.364,29.418
17.96,19.53,22.368,22.468,24.55,28.754,29.742
19.45,20.866,23.471,23.578,25.108,29.323,30.281
20.05,21.608,24.232,24.343,25.761,30.037,31.095
19.42,20.622,23.058,23.169,24.713,28.367,29.428
18.17,19.948,22.069,22.175,24.249,27.694,28.848
18.53,20.313,22.337,22.441,24.655,27.976,29.151
19.19,20.86,22.861,22.964,25.126,28.402,29.554
19.66,21.193,23.187,23.29,25.447,28.705,29.851
19.95,21.415,23.396,23.498,25.664,28.906,30.054
19.99,21.365,23.343,23.445,25.659,28.902,30.071
19.73,21.046,23.021,23.122,25.338,28.578,29.747
19.33,20.67,22.999,23.097,25.763,29.583,30.969
19.34,20.57,22.866,22.965,25.665,29.582,31.04
18.79,20.13,22.642,22.741,25.564,29.679,31.206
18.4,19.796,22.551,22.651,25.456,29.742,31.283
18.51,19.893,22.73,22.83,25.602,30.021,31.541
17.14,19.258,22.332,22.432,25.378,29.904,31.442
15.81,18.757,21.943,22.041,25.033,29.654,31.15
15.09,18.578,21.992,22.09,24.943,29.791,31.222
14.55,17.894,21.246,21.342,24.261,29.017,30.428
14.53,17.781,20.946,21.041,23.858,28.371,29.734
14.51,17.732,20.846,20.941,23.581,28.013,29.333
15.02,17.89,20.926,21.022,23.47,27.798,29.027
15.7,18.067,21.025,21.121,23.461,27.698,28.868
17.12,18.646,21.554,21.653,23.821,28.019,29.138
18.54,19.827,22.411,22.517,24.299,28.509,29.609
19.1,20.504,23.108,23.217,24.872,29.14,30.349
19.03,20.321,22.76,22.871,24.446,28.11,29.202
18.66,20.039,22.209,22.316,24.494,27.955,29.108
18.85,20.437,22.511,22.616,24.825,28.163,29.334
19.24,20.767,22.818,22.922,25.095,28.388,29.538
19.45,21.005,23.05,23.154,25.284,28.558,29.699
19.47,21.06,23.089,23.192,25.342,28.597,29.744
19.41,20.974,23.001,23.104,25.318,28.575,29.745
19.17,20.74,22.764,22.865,25.091,28.346,29.516
18.79,20.38,22.683,22.781,25.487,29.315,30.733
18.71,19.974,22.502,22.6,25.373,29.294,30.78
18.45,19.77,22.31,22.409,25.292,29.409,30.969
18.22,19.616,22.108,22.208,25.044,29.339,30.914
18.53,19.895,22.623,22.723,25.262,29.693,31.248
17.05,18.825,21.893,21.993,25.01,29.549,31.12
15.76,18.362,21.543,21.641,24.571,29.208,30.736
15.42,18.23,21.641,21.739,24.583,29.447,30.911
14.97,18.164,21.532,21.628,24.303,29.074,30.47
15.03,18.109,21.292,21.387,24.076,28.607,29.931
15.09,18.09,21.22,21.316,23.937,28.383,29.662
15.66,18.284,21.337,21.433,23.851,28.197,29.378
16.23,18.527,21.502,21.6,23.879,28.132,29.252
17.68,19.195,22.111,22.211,24.301,28.517,29.582
19.14,20.526,23.146,23.254,24.913,29.139,30.169
19.72,21.234,23.873,23.985,25.569,29.855,30.988
19.29,20.544,22.99,23.101,24.141,27.799,28.899
18.19,19.686,21.788,21.894,24.015,27.458,28.619
18.51,20.193,22.195,22.299,24.566,27.882,29.062
18.87,20.61,22.588,22.691,24.915,28.185,29.34
19.22,20.936,22.907,23.01,25.219,28.471,29.621
19.51,21.105,23.061,23.163,25.413,28.648,29.803
19.66,21.131,23.086,23.187,25.477,28.713,29.889
19.58,20.916,22.867,22.968,25.25,28.485,29.66
19.3,20.975,23.464,23.562,26.271,30.085,31.486
19.3,20.629,23.17,23.268,26.071,29.976,31.448
18.92,20.298,22.844,22.942,25.795,29.891,31.43
18.72,20.06,22.62,22.719,25.557,29.823,31.383
18.79,20.199,22.883,22.983,25.639,30.04,31.584
17.12,19.18,22.225,22.323,25.264,29.772,31.333
15.45,18.514,21.671,21.769,24.692,29.3,30.816
14.97,18.246,21.634,21.731,24.609,29.444,30.896
12.71,15.185,17.594,17.664,19.642,23.016,23.976
12.57,15.053,17.315,17.384,19.345,22.525,23.447
12.61,15.031,17.239,17.307,19.149,22.244,23.135
12.87,15.091,17.236,17.304,18.978,21.983,22.808
13.15,15.151,17.232,17.3,18.991,21.911,22.671
13.96,15.452,17.476,17.545,19.133,21.997,22.716
14.77,15.882,17.775,17.845,19.36,22.205,22.907
15.32,16.48,18.18,18.252,19.813,22.716,23.493
14.9,15.896,17.439,17.511,18.86,21.315,22.063
14.59,15.912,17.217,17.285,19.045,21.366,22.17
15.28,16.574,17.816,17.884,19.737,21.992,22.808
15.63,17.044,18.261,18.327,20.124,22.333,23.134
15.97,17.376,18.581,18.647,20.48,22.669,23.464
16.24,17.576,18.77,18.836,20.695,22.865,23.662
16.33,17.603,18.797,18.862,20.799,22.965,23.78
16.38,17.512,18.698,18.762,20.659,22.824,23.641
16.23,17.463,19.144,19.21,21.338,23.927,24.9
16.41,17.446,18.935,19.001,21.135,23.784,24.805
16.22,17.144,18.528,18.594,20.704,23.485,24.554
15.63,16.532,18.096,18.161,20.083,22.988,24.067
15.64,16.566,18.308,18.373,20.076,23.077,24.141
14.61,15.815,17.79,17.859,19.96,23.073,24.147
13.43,15.294,17.518,17.587,19.663,22.879,23.921
13.01,15.093,17.498,17.568,19.632,23.032,24.029
12.59,14.888,17.269,17.338,19.26,22.606,23.556
12.64,14.763,16.995,17.063,18.959,22.109,23.02
12.54,14.806,16.984,17.052,18.767,21.833,22.713
12.83,14.883,16.997,17.064,18.748,21.722,22.509
13.07,14.969,17.018,17.085,18.676,21.564,22.305
13.87,15.308,17.298,17.366,18.827,21.66,22.362
14.71,15.802,17.664,17.733,19.156,21.968,22.642
15.35,16.519,18.189,18.261,19.697,22.57,23.311
14.69,15.645,17.109,17.18,18.766,21.195,21.944
14.4,15.782,17.107,17.174,18.935,21.231,22.037
14.97,16.401,17.664,17.731,19.608,21.842,22.663
15.4,16.855,18.097,18.163,20.073,22.271,23.074
15.88,17.325,18.56,18.626,20.533,22.714,23.516
16.33,17.601,18.827,18.893,20.869,23.032,23.841
16.55,17.807,18.97,19.035,21.012,23.173,24
16.77,17.967,19.033,19.095,20.924,23.084,23.909
16.56,17.82,19.222,19.287,21.387,23.967,24.939
16.64,17.698,18.89,18.956,21.054,23.691,24.708
15.93,16.911,18.3,18.365,20.437,23.205,24.268
15.01,15.833,17.705,17.772,19.733,22.618,23.688
15.28,16.031,17.879,17.946,19.83,22.81,23.868
14.4,15.646,17.739,17.807,19.845,22.936,24.003
13.29,15.316,17.519,17.587,19.612,22.808,23.843
