2015 Observed,2030 Baseline,2030 Net Zero,2030 Net Zero Mandates,2050 Baseline,2050 Net Zero,2050 Net Zero Mandates
30.24,31.627,33.776,33.873,35.421,38.89,40.125
27.84,29.465,31.87,31.967,33.693,37.469,39.168
24.56,26.311,28.944,29.04,31.302,36.013,37.793
22.03,24.128,26.958,27.051,30.52,35.333,37.135
19.98,22.335,25.382,25.472,29.788,34.692,36.452
18.67,21.251,24.756,24.848,29.353,34.481,36.174
17.44,20.764,24.221,24.311,28.735,33.727,35.41
16.9,20.379,23.64,23.73,28.073,32.808,34.439
16.59,20.164,23.367,23.456,27.712,32.356,33.941
16.93,20.192,23.308,23.398,27.424,31.948,33.434
17.22,20.225,23.254,23.345,27.222,31.644,33.066
18.28,20.639,23.612,23.706,27.358,31.727,33.096
19.37,21.094,24.044,24.141,27.668,32.035,33.383
20.72,22.975,25.637,25.74,29.907,33.581,34.735
23.73,26.05,28.581,28.687,31.847,35.382,36.616
26.34,28.556,30.787,30.892,33.313,36.681,37.959
28.37,30.458,32.426,32.532,34.431,37.705,38.984
30.03,31.396,33.352,33.458,35.231,38.477,39.726
31.39,32.432,34.223,34.324,35.852,39.091,40.327
32.2,33.071,34.84,34.94,36.188,39.413,40.65
32.52,33.375,35.143,35.243,36.355,39.587,40.842
32.35,33.22,34.982,35.08,36.136,39.366,40.615
31.71,32.734,34.511,34.607,35.842,39.1,40.405
31.08,32.2,34.081,34.177,35.376,38.575,40.283
29.88,31.279,33.424,33.52,35.065,38.523,40.156
27.61,29.22,31.619,31.715,33.416,37.468,39.282
24.88,26.583,29.207,29.303,31.612,36.278,38.088
22.53,24.544,27.364,27.457,30.801,35.57,37.403
20.51,22.77,25.805,25.896,30.072,34.932,36.725
19.22,21.715,25.204,25.292,29.627,34.71,36.437
17.96,21.075,24.505,24.595,28.739,33.467,35.014
17.34,20.654,23.889,23.978,28.055,32.526,34.023
16.93,20.379,23.556,23.645,27.642,32.023,33.477
17.13,20.407,23.5,23.59,27.323,31.587,32.944
17.32,20.459,23.467,23.557,27.128,31.287,32.583
18.44,20.893,23.845,23.938,27.342,31.453,32.696
19.59,21.337,24.265,24.361,27.682,31.792,33.016
20.9,23.092,25.749,25.851,29.195,32.871,34.215
23.34,25.654,28.181,28.287,30.702,34.341,35.77
25.52,27.823,29.849,29.952,31.986,35.462,36.941
26.99,28.822,30.697,30.799,32.847,36.231,37.724
27.74,29.304,31.169,31.271,33.233,36.589,38.067
28.02,29.504,31.372,31.474,33.419,36.769,38.252
28.03,29.525,31.382,31.484,33.471,36.81,38.303
27.89,29.406,31.264,31.365,33.418,36.763,38.283
27.61,29.134,30.99,31.089,33.138,36.482,37.997
27.06,28.694,30.557,30.656,32.824,36.196,37.76
26.68,28.263,30.153,30.248,32.102,36.055,37.684
26.12,27.826,29.975,30.071,31.95,36.084,37.775
24.83,26.573,28.972,29.068,31.359,35.642,37.345
23.53,25.26,27.88,27.976,30.763,35.166,36.849
21.54,23.606,26.42,26.513,30.247,34.752,36.455
19.76,22.098,25.225,25.317,29.672,34.267,35.928
18.82,21.601,25.075,25.167,29.402,34.218,35.815
17.94,20.856,24.258,24.347,28.368,32.951,34.456
17.43,20.493,23.701,23.79,27.721,32.05,33.507
16.84,20.107,23.257,23.345,27.23,31.468,32.882
16.78,19.924,22.989,23.078,26.701,30.823,32.14
16.78,19.803,22.784,22.873,26.345,30.364,31.621
17.69,20.126,23.05,23.142,26.432,30.403,31.603
18.8,20.542,23.444,23.54,26.724,30.694,31.875
20.11,22.184,24.836,24.938,27.952,31.764,33.062
22.18,24.364,26.885,26.99,29.322,33.097,34.472
23.79,25.951,28.173,28.278,30.344,33.95,35.367
25.21,27.166,29.093,29.196,31.211,34.722,36.139
26.49,27.995,29.91,30.013,31.939,35.421,36.807
27.42,28.601,30.43,30.533,32.382,35.856,37.233
27.94,29.085,30.843,30.943,32.639,36.099,37.475
27.98,29.161,30.92,31.018,32.657,36.122,37.522
27.58,28.773,30.528,30.624,32.356,35.819,37.224
26.9,28.209,29.979,30.074,32.071,35.565,37.031
26.34,27.779,29.652,29.747,31.643,35.445,36.989
25.53,27.108,29.241,29.336,31.363,35.346,36.967
24.32,26.012,28.396,28.492,30.799,34.935,36.581
22.74,24.376,26.983,27.078,29.998,34.252,35.885
20.55,22.511,25.312,25.405,29.248,33.604,35.258
18.57,21.034,24.254,24.347,28.523,32.969,34.583
17.38,20.511,23.958,24.049,28.091,32.758,34.306
14.39,16.519,18.914,18.98,22.368,25.59,26.729
13.76,16.041,18.283,18.347,21.731,24.751,25.856
13.21,15.718,17.902,17.965,21.22,24.148,25.221
13.13,15.575,17.691,17.754,20.9,23.73,24.739
13.11,15.481,17.528,17.591,20.658,23.4,24.366
13.63,15.644,17.629,17.693,20.649,23.33,24.26
14.23,15.869,17.815,17.879,20.78,23.433,24.349
15.11,16.985,18.751,18.816,21.528,24.231,25.226
16.83,18.789,20.447,20.514,22.763,25.451,26.356
18.31,20.113,21.402,21.469,23.844,26.438,27.378
19.87,21.187,22.43,22.498,24.865,27.415,28.357
21.15,22.387,23.462,23.527,25.599,28.118,29.04
22.24,23.414,24.477,24.542,26.173,28.678,29.593
23,24.181,25.228,25.291,26.593,29.081,29.996
23.47,24.652,25.699,25.762,26.808,29.295,30.222
23.7,24.859,25.911,25.973,26.922,29.268,30.193
23.58,24.778,25.847,25.909,27.005,29.167,30.279
23.54,24.736,25.878,25.94,27.126,29.142,30.227
23.1,24.365,25.7,25.763,27.115,29.401,30.172
22.02,23.319,24.836,24.898,26.268,28.766,29.602
20.14,21.424,23.102,23.165,24.514,27.408,28.645
18.5,20.01,21.884,21.948,23.959,26.959,28.211
17.06,18.799,20.883,20.948,23.47,26.568,27.794
16.07,17.964,20.403,20.468,23.16,26.435,27.617
15.08,17.142,19.541,19.607,23.079,26.566,27.694
14.4,16.73,18.974,19.038,22.423,25.701,26.795
13.87,16.423,18.608,18.67,22.013,25.202,26.264
13.8,16.33,18.445,18.508,21.701,24.789,25.783
13.84,16.277,18.323,18.386,21.518,24.515,25.466
14.39,16.476,18.461,18.524,21.488,24.422,25.334
14.84,16.654,18.6,18.664,21.553,24.459,25.357
15.81,17.798,19.561,19.626,22.883,25.377,26.359
18.09,20.101,21.758,21.826,24.434,26.917,27.957
20.43,22.351,23.647,23.716,25.884,28.274,29.347
22.22,23.477,24.727,24.795,26.941,29.289,30.363
23.5,24.702,25.78,25.845,27.661,29.979,31.032
24.63,25.769,26.836,26.9,28.24,30.543,31.588
25.41,26.472,27.522,27.586,28.571,30.859,31.905
25.84,26.912,27.964,28.027,28.911,31.035,32.094
26.09,27.134,28.19,28.253,29.096,30.999,32.058
25.92,27.019,28.093,28.155,29.151,31.064,31.959
25.81,26.914,28.062,28.125,29.234,31.269,31.928
25.26,26.439,27.779,27.842,29.096,31.399,32.182
23.7,24.985,26.506,26.569,27.902,30.417,31.24
21.34,22.618,24.301,24.364,25.655,28.722,29.951
19.37,20.933,22.812,22.875,24.917,28.181,29.425
17.65,19.501,21.589,21.654,24.326,27.687,28.904
16.48,18.434,20.879,20.944,23.915,27.455,28.626
17.12,20.294,23.734,23.825,28.205,32.86,34.395
16.49,19.857,23.103,23.193,27.495,31.896,33.378
16,19.535,22.723,22.813,27.024,31.334,32.772
16.16,19.5,22.605,22.695,26.67,30.864,32.203
16.43,19.557,22.576,22.667,26.481,30.572,31.852
17.67,19.997,22.959,23.053,26.713,30.754,31.981
18.86,20.49,23.429,23.526,27.064,31.104,32.309
19.8,21.992,24.649,24.752,28.308,32.125,33.452
22.16,24.484,27.013,27.118,29.95,33.731,35.146
24.12,26.46,28.691,28.796,31.172,34.789,36.255
25.6,27.742,29.704,29.808,32.052,35.575,37.049
26.8,28.489,30.439,30.543,32.697,36.192,37.639
27.88,29.26,31.059,31.163,33.256,36.744,38.182
28.73,30.066,31.838,31.938,33.669,37.145,38.58
29.19,30.491,32.263,32.362,33.856,37.338,38.794
29.2,30.476,32.242,32.339,33.735,37.214,38.665
28.76,30.11,31.889,31.984,33.524,37.03,38.535
28.33,29.745,31.625,31.721,33.142,36.882,38.462
27.5,29.11,31.256,31.352,33.081,36.8,38.457
26.09,27.784,30.183,30.279,32.068,36.216,37.897
24.14,25.862,28.484,28.579,31.004,35.343,37.011
21.94,23.975,26.791,26.884,30.276,34.717,36.405
20.08,22.397,25.427,25.517,29.634,34.164,35.807
18.86,21.354,24.835,24.923,29.243,33.996,35.575
17.69,20.733,24.141,24.231,28.239,32.824,34.351
17.11,20.318,23.531,23.621,27.555,31.885,33.364
16.68,20.034,23.19,23.279,27.13,31.371,32.805
16.82,19.981,23.052,23.142,26.766,30.889,32.229
16.99,19.989,22.977,23.067,26.519,30.542,31.821
17.95,20.366,23.298,23.391,26.646,30.618,31.845
19,20.811,23.719,23.815,26.968,30.939,32.145
20.09,22.274,24.929,25.031,28.127,31.974,33.301
22.3,24.584,27.111,27.217,29.628,33.439,34.854
24.13,26.453,28.614,28.717,30.818,34.465,35.926
25.57,27.594,29.481,29.583,31.688,35.24,36.705
26.68,28.289,30.164,30.266,32.266,35.79,37.232
27.37,28.736,30.575,30.677,32.652,36.17,37.606
27.54,28.914,30.688,30.788,32.734,36.238,37.684
27.31,28.738,30.513,30.612,32.618,36.13,37.606
26.64,28.126,29.983,30.083,32.161,35.67,37.15
25.94,27.627,29.499,29.599,31.806,35.344,36.879
25.62,27.239,29.125,29.221,31.44,35.253,36.861
25.07,26.784,28.933,29.029,31.275,35.272,36.953
23.92,25.707,28.106,28.202,30.729,34.878,36.577
22.64,24.382,27.003,27.099,30.086,34.356,36.036
20.62,22.674,25.489,25.582,29.472,33.842,35.54
18.85,21.34,24.572,24.665,28.883,33.343,34.996
17.82,20.902,24.359,24.45,28.576,33.257,34.846
16.91,20.242,23.677,23.768,28.216,32.761,34.372
16.56,19.944,23.184,23.274,27.643,31.932,33.492
16.24,19.708,22.892,22.981,27.253,31.452,32.967
16.4,19.685,22.785,22.875,26.907,30.991,32.409
16.55,19.677,22.692,22.783,26.659,30.641,31.999
17.65,20.084,23.044,23.138,26.844,30.778,32.082
18.8,20.558,23.494,23.591,27.182,31.116,32.4
19.75,21.912,24.566,24.669,28.025,32.016,33.421
21.22,23.526,26.053,26.159,29.124,33.082,34.34
22.7,24.98,27.209,27.314,30.047,33.838,35.143
24.22,26.373,28.33,28.435,30.938,34.633,35.942
25.51,27.12,29.065,29.17,31.578,35.246,36.527
26.69,28.036,29.828,29.929,32.144,35.805,37.077
27.66,28.992,30.76,30.86,32.639,36.287,37.557
28.36,29.631,31.399,31.498,32.955,36.607,37.898
28.63,29.872,31.634,31.731,32.973,36.624,37.909
28.53,29.837,31.61,31.706,32.94,36.619,38.188
28.43,29.773,31.649,31.744,33.11,36.638,38.282
27.8,29.369,31.523,31.619,33.334,36.803,38.477
26.11,27.796,30.205,30.302,32.115,36.117,37.883
24.66,26.393,29.026,29.122,31.303,35.549,37.3
22.66,24.707,27.537,27.63,30.726,35.076,36.847
20.76,23.114,26.16,26.251,30.088,34.528,36.256
19.57,22.076,25.577,25.665,29.733,34.396,36.057
18.32,21.375,24.836,24.927,29.591,34.606,36.157
17.59,20.885,24.15,24.24,28.833,33.59,35.094
16.94,20.515,23.722,23.812,28.333,32.999,34.46
17.02,20.404,23.526,23.616,27.911,32.461,33.825
17.21,20.376,23.411,23.502,27.644,32.09,33.39
18.22,20.757,23.736,23.83,27.755,32.148,33.396
19.2,21.18,24.136,24.233,28.031,32.424,33.65
20.52,22.766,25.431,25.534,29.714,33.591,34.942
23.07,25.423,27.96,28.065,31.712,35.233,36.673
25.88,28.18,30.415,30.52,33.28,36.635,38.116
28.33,30.472,32.443,32.549,34.494,37.753,39.227
30.1,31.403,33.361,33.467,35.278,38.507,39.945
31.44,32.434,34.228,34.329,35.833,39.055,40.478
32.29,33.217,34.987,35.088,36.183,39.392,40.812
32.71,33.608,35.379,35.478,36.305,39.521,40.96
32.67,33.543,35.308,35.406,36.127,39.34,40.775
32.07,33.059,34.838,34.935,35.857,39.098,40.593
31.52,32.61,34.493,34.59,35.773,38.975,40.55
30.53,31.855,34.017,34.113,35.637,39.132,40.575
28.14,29.734,32.155,32.252,33.973,38.033,39.745
26.1,27.806,30.454,30.551,32.535,37.248,38.95
23.94,26.026,28.873,28.967,31.956,36.775,38.499
21.96,24.34,27.405,27.496,31.273,36.183,37.863
20.67,23.248,26.771,26.86,30.844,35.979,37.594
19.45,22.447,25.926,26.016,30.484,35.524,37.124
18.75,22.036,25.317,25.407,29.796,34.574,36.122
18.15,21.665,24.888,24.977,29.303,33.99,35.493
18.09,21.506,24.641,24.731,28.794,33.361,34.767
18.1,21.415,24.464,24.554,28.484,32.946,34.288
18.99,21.721,24.711,24.805,28.544,32.951,34.239
19.96,22.078,25.044,25.14,28.767,33.173,34.439
21.25,23.519,26.193,26.296,30.53,34.436,35.754
24.41,26.725,29.269,29.375,32.788,36.327,37.729
27.3,29.528,31.768,31.873,34.405,37.775,39.217
29.75,31.791,33.774,33.881,35.659,38.935,40.37
31.59,32.779,34.75,34.857,36.48,39.726,41.129
32.96,33.831,35.628,35.73,37.135,40.375,41.76
33.91,34.646,36.419,36.52,37.522,40.748,42.131
34.33,34.981,36.755,36.855,37.515,40.746,42.151
34.24,34.87,36.639,36.737,37.342,40.571,41.972
33.64,34.378,36.161,36.258,37.155,40.415,41.877
32.95,33.888,35.775,35.872,36.943,40.164,41.778
31.72,32.939,35.098,35.195,36.635,40.129,41.657
29.14,30.697,33.115,33.212,34.884,39.013,40.755
26.33,28.026,30.672,30.769,33.096,37.813,39.557
23.92,26.022,28.867,28.961,32.378,37.201,38.969
21.69,24.082,27.145,27.236,31.561,36.476,38.197
20.27,22.877,26.407,26.499,31.041,36.18,37.837
17.17,19.24,21.678,21.743,25.323,28.937,30.225
16.3,18.631,20.898,20.962,24.615,28.016,29.268
15.6,18.19,20.395,20.458,24.086,27.394,28.613
15.3,17.952,20.087,20.149,23.579,26.782,27.932
15.07,17.778,19.841,19.904,23.255,26.365,27.469
15.46,17.869,19.868,19.931,23.171,26.213,27.279
15.92,18.011,19.97,20.034,23.208,26.222,27.274
17.04,19.113,20.885,20.95,24.973,27.445,28.308
19.57,21.711,23.382,23.45,26.598,29.063,29.986
22.79,24.779,26.253,26.325,28.357,30.727,31.674
25.6,26.687,27.802,27.868,29.832,32.158,33.095
27.67,28.512,29.594,29.66,30.789,33.085,33.993
29.29,29.978,31.048,31.113,31.629,33.843,34.735
30.42,30.899,31.953,32.018,32.409,34.303,35.151
30.95,31.356,32.411,32.474,31.755,33.897,34.819
31.09,31.165,32.225,32.288,31.103,33.371,34.304
30.68,31.12,32.197,32.259,31.736,33.676,34.544
30.23,30.771,31.924,31.987,32.665,34.726,35.337
29.23,30.038,31.383,31.447,32.393,34.722,35.456
26.65,27.751,29.283,29.346,30.494,33.04,33.843
23.99,25.205,26.9,26.964,28.14,31.089,32.459
21.94,23.452,25.345,25.409,27.193,30.575,31.964
20.21,22.028,24.133,24.198,26.645,30.126,31.49
18.97,20.985,23.45,23.516,26.227,29.887,31.207
17.72,19.794,22.228,22.293,25.544,29.122,30.368
16.82,19.028,21.291,21.355,24.824,28.191,29.4
15.99,18.57,20.772,20.835,24.254,27.528,28.706
15.65,18.293,20.425,20.487,23.755,26.925,28.037
15.39,18.098,20.159,20.221,23.369,26.446,27.514
15.7,18.161,20.158,20.222,23.258,26.27,27.3
16.06,18.269,20.226,20.29,23.269,26.251,27.267
17.22,19.307,21.078,21.144,24.765,27.285,28.29
19.65,21.779,23.45,23.518,26.301,28.813,29.877
21.97,24.036,25.366,25.435,27.722,30.141,31.242
24.13,25.384,26.647,26.716,28.978,31.355,32.461
25.96,27.042,28.13,28.196,29.88,32.225,33.307
27.51,28.482,29.557,29.622,30.623,32.953,34.02
28.65,29.418,30.476,30.54,31.226,33.387,34.45
29.32,30.007,31.064,31.128,31.83,33.724,34.705
29.71,30.299,31.361,31.424,32.061,33.954,34.705
29.53,30.174,31.254,31.317,32.091,34.028,34.603
29.23,29.969,31.124,31.187,32.066,34.129,34.777
28.34,29.257,30.602,30.665,31.704,34.029,34.797
25.97,27.107,28.635,28.699,29.897,32.435,33.29
23.08,24.312,26.005,26.068,27.412,30.651,31.988
21.06,22.648,24.538,24.602,26.83,30.176,31.527
19.29,21.122,23.224,23.289,26.224,29.668,30.994
18.05,20.078,22.54,22.605,25.822,29.445,30.728
18.62,21.754,25.209,25.299,29.652,34.503,36.073
17.9,21.275,24.533,24.622,28.894,33.487,35.004
17.38,20.945,24.145,24.234,28.412,32.912,34.385
17.48,20.855,23.968,24.058,28.048,32.431,33.806
17.69,20.86,23.887,23.977,27.815,32.091,33.404
18.83,21.28,24.249,24.342,27.95,32.175,33.432
19.93,21.736,24.681,24.777,28.263,32.486,33.722
21.02,23.275,25.943,26.046,29.785,33.544,34.905
23.28,25.634,28.174,28.28,31.288,35.012,36.46
25.29,27.608,29.847,29.953,32.536,36.094,37.593
27.14,29.31,31.29,31.396,33.603,37.068,38.576
28.68,30.252,32.22,32.326,34.439,37.875,39.356
29.96,31.193,32.994,33.096,35.064,38.494,39.97
30.85,32.051,33.829,33.929,35.524,38.941,40.417
31.39,32.562,34.34,34.439,35.784,39.206,40.706
31.57,32.687,34.459,34.557,35.721,39.142,40.636
31.32,32.501,34.287,34.383,35.557,39.007,40.556
30.95,32.222,34.112,34.208,35.529,38.873,40.496
29.92,31.405,33.557,33.654,35.27,38.745,40.358
27.9,29.545,31.95,32.046,33.776,37.851,39.568
25.32,27.046,29.674,29.77,32.239,36.761,38.466
22.8,24.844,27.67,27.763,31.446,36.072,37.8
20.55,22.935,26.042,26.135,30.649,35.366,37.055
19.1,22.105,25.604,25.696,30.09,35.028,36.652
17.76,20.766,24.217,24.307,28.647,33.56,35.125
16.94,20.236,23.491,23.581,27.85,32.507,34.019
16.29,19.803,23.001,23.09,27.265,31.83,33.295
16.37,19.692,22.805,22.894,26.839,31.287,32.654
16.66,19.716,22.745,22.835,26.636,30.982,32.287
17.67,20.091,23.064,23.157,26.766,31.061,32.315
18.63,20.477,23.428,23.524,26.984,31.281,32.513
19.73,21.96,24.63,24.733,28.638,32.333,33.684
22.11,24.45,26.984,27.09,30.325,33.983,35.423
24.24,26.547,28.781,28.886,31.681,35.173,36.665
26.12,28.36,30.329,30.435,32.754,36.151,37.651
27.83,29.312,31.269,31.374,33.583,36.953,38.426
29.33,30.592,32.387,32.488,34.325,37.688,39.151
30.44,31.622,33.394,33.495,34.843,38.193,39.658
31.19,32.329,34.101,34.2,35.196,38.553,40.037
31.42,32.507,34.273,34.371,35.183,38.52,40.001
31.01,32.186,33.966,34.062,35.12,38.349,39.886
30.42,31.711,33.593,33.69,35.003,38.147,39.759
29.29,30.756,32.904,33,34.603,38.067,39.534
27.01,28.675,31.076,31.172,32.916,36.889,38.601
24.19,25.895,28.52,28.616,31.032,35.623,37.322
21.73,23.832,26.653,26.746,30.267,34.959,36.679
19.69,21.99,25.026,25.117,29.526,34.31,35.985
18.44,21.112,24.609,24.701,29.086,34.091,35.701
17.23,20.358,23.804,23.895,28.278,33.155,34.706
16.64,19.933,23.185,23.275,27.576,32.197,33.696
16.02,19.613,22.81,22.899,27.097,31.627,33.084
16.13,19.488,22.6,22.691,26.692,31.109,32.47
16.44,19.516,22.543,22.634,26.448,30.762,32.059
17.61,19.951,22.922,23.016,26.63,30.896,32.138
18.56,20.309,23.258,23.355,26.85,31.117,32.34
19.3,21.424,24.092,24.195,28.302,32.037,33.38
21.75,24.01,26.542,26.648,29.967,33.663,35.092
23.83,26.131,28.363,28.468,31.246,34.776,36.255
25.77,27.997,29.96,30.066,32.335,35.77,37.255
27.47,28.949,30.9,31.005,33.168,36.574,38.031
28.96,30.199,31.992,32.093,33.869,37.269,38.716
30.03,31.229,32.999,33.099,34.399,37.786,39.232
30.74,31.913,33.683,33.782,34.723,38.117,39.583
30.87,32.009,33.773,33.87,34.705,38.005,39.469
30.44,31.664,33.442,33.538,34.621,37.787,39.307
29.87,31.187,33.068,33.164,34.487,37.574,39.151
28.76,30.263,32.413,32.509,34.127,37.593,38.982
26.38,28.044,30.447,30.543,32.319,36.345,38.048
23.83,25.538,28.166,28.262,30.668,35.232,36.922
21.65,23.709,26.533,26.626,30.034,34.698,36.41
19.67,22.055,25.095,25.185,29.338,34.094,35.763
18.53,21.028,24.519,24.607,28.945,33.924,35.528
17.35,20.467,23.913,24.003,28.327,33.186,34.735
16.71,20.012,23.263,23.352,27.57,32.173,33.667
16.18,19.664,22.858,22.947,27.07,31.581,33.033
16.19,19.576,22.684,22.774,26.672,31.069,32.424
16.47,19.548,22.571,22.661,26.443,30.736,32.031
17.65,20.024,22.991,23.084,26.609,30.849,32.088
18.87,20.527,23.472,23.568,26.971,31.213,32.431
19.75,21.836,24.498,24.601,28.481,32.178,33.516
21.9,24.199,26.731,26.837,30.035,33.695,35.117
24.01,26.285,28.518,28.623,31.353,34.846,36.317
25.97,28.183,30.149,30.255,32.523,35.923,37.402
27.62,29.155,31.11,31.215,33.379,36.752,38.206
29,30.307,32.103,32.204,34.071,37.437,38.884
30.03,31.257,33.03,33.13,34.569,37.923,39.374
30.68,31.893,33.666,33.765,34.891,38.252,39.724
30.87,32.045,33.812,33.91,34.859,38.218,39.687
30.4,31.659,33.441,33.537,34.662,37.997,39.521
29.79,31.149,33.033,33.129,34.5,37.751,39.354
28.66,30.232,32.383,32.48,34.173,37.643,39.18
26.3,27.99,30.394,30.491,32.275,36.477,38.184
23.75,25.506,28.135,28.231,30.849,35.391,37.085
21.45,23.519,26.344,26.437,30.144,34.789,36.504
19.41,21.788,24.828,24.92,29.4,34.136,35.809
18.2,21.013,24.509,24.601,28.998,33.956,35.561
17.06,20.328,23.772,23.862,28.227,33.034,34.579
16.55,19.916,23.166,23.255,27.539,32.089,33.58
16.19,19.625,22.817,22.906,27.097,31.556,33.001
16.39,19.605,22.713,22.802,26.729,31.072,32.418
16.57,19.617,22.64,22.731,26.507,30.746,32.031
17.65,20.021,22.987,23.081,26.681,30.87,32.102
18.68,20.439,23.382,23.479,26.993,31.183,32.395
19.69,21.799,24.461,24.564,28.396,32.142,33.475
22.2,24.479,27.012,27.118,30.079,33.79,35.209
24.14,26.459,28.693,28.798,31.363,34.908,36.378
25.89,28.074,30.041,30.147,32.401,35.852,37.33
27.43,28.994,30.95,31.055,33.207,36.631,38.083
28.75,30.075,31.872,31.974,33.937,37.355,38.799
29.72,30.967,32.742,32.843,34.407,37.812,39.261
30.25,31.507,33.282,33.382,34.696,38.108,39.578
30.29,31.54,33.31,33.408,34.58,37.988,39.456
29.89,31.215,32.998,33.094,34.347,37.785,39.305
29.43,30.798,32.684,32.78,34.18,37.568,39.165
28.38,29.964,32.115,32.211,33.919,37.386,39.001
26.44,28.122,30.524,30.62,32.398,36.449,38.144
24.23,25.947,28.572,28.668,30.98,35.47,37.152
21.92,23.999,26.819,26.912,30.349,34.94,36.642
19.82,22.218,25.253,25.343,29.633,34.314,35.974
18.55,21.183,24.675,24.767,29.21,34.112,35.707
15.53,17.577,19.98,20.046,23.527,26.994,28.148
14.73,17.077,19.324,19.388,22.826,26.084,27.201
14.09,16.69,18.876,18.939,22.319,25.485,26.569
13.91,16.533,18.652,18.714,21.916,24.981,25.997
13.89,16.396,18.445,18.508,21.651,24.626,25.6
14.44,16.563,18.551,18.614,21.639,24.551,25.485
14.94,16.738,18.688,18.752,21.665,24.551,25.469
15.77,17.681,19.45,19.515,22.71,25.288,26.291
17.69,19.745,21.41,21.477,24.059,26.625,27.689
19.57,21.558,22.863,22.931,25.331,27.804,28.906
21.34,22.654,23.914,23.983,26.379,28.81,29.918
22.83,24.087,25.173,25.238,27.176,29.578,30.668
24.09,25.297,26.371,26.436,27.828,30.214,31.299
25.09,26.244,27.301,27.365,28.308,30.678,31.764
25.68,26.78,27.838,27.901,28.834,30.907,32.008
26,27.086,28.148,28.211,29.105,30.989,32.013
25.9,27.033,28.112,28.175,29.215,31.141,31.94
25.83,26.939,28.094,28.156,29.281,31.332,32.028
25.19,26.425,27.769,27.832,29.13,31.441,32.246
23.37,24.646,26.17,26.233,27.562,30.082,30.917
21.15,22.415,24.099,24.162,25.446,28.44,29.688
19.32,20.871,22.751,22.815,24.827,28.067,29.33
17.64,19.412,21.501,21.566,24.301,27.639,28.874
16.48,18.437,20.882,20.947,23.888,27.403,28.594
15.37,17.388,19.792,19.858,23.416,26.931,28.091
14.67,16.96,19.21,19.274,22.77,26.077,27.199
14.08,16.629,18.819,18.882,22.312,25.527,26.618
13.96,16.494,18.615,18.677,21.967,25.082,26.105
13.78,16.376,18.427,18.489,21.686,24.71,25.691
14.22,16.446,18.435,18.499,21.611,24.573,25.514
14.69,16.61,18.561,18.625,21.649,24.582,25.508
15.59,17.597,19.366,19.432,22.877,25.453,26.461
17.71,19.738,21.402,21.47,24.326,26.892,27.958
19.93,21.932,23.31,23.379,25.712,28.184,29.287
22.05,23.35,24.536,24.605,26.931,29.363,30.47
23.64,24.867,25.953,26.019,27.74,30.142,31.23
24.97,26.134,27.208,27.273,28.374,30.763,31.842
25.84,26.929,27.986,28.051,28.907,31.091,32.168
26.3,27.367,28.425,28.488,29.368,31.252,32.329
26.46,27.492,28.554,28.617,29.448,31.331,32.219
26.15,27.252,28.331,28.393,29.383,31.308,32.045
25.92,27.04,28.193,28.256,29.357,31.406,32.064
25.3,26.463,27.808,27.871,29.108,31.421,32.199
23.47,24.75,26.276,26.339,27.671,30.195,31.01
21.33,22.612,24.299,24.362,25.645,28.571,29.818
19.33,20.912,22.794,22.858,24.792,28.084,29.347
17.67,19.49,21.582,21.647,24.227,27.615,28.852
16.46,18.481,20.931,20.996,23.832,27.399,28.593
17.15,20.404,23.848,23.939,28.468,33.131,34.672
16.64,20.04,23.29,23.38,27.817,32.225,33.715
16.24,19.776,22.968,23.058,27.383,31.701,33.147
16.45,19.76,22.867,22.957,27.055,31.257,32.608
16.7,19.803,22.825,22.915,26.871,30.967,32.257
17.81,20.237,23.202,23.295,27.045,31.092,32.327
18.96,20.705,23.647,23.743,27.37,31.417,32.632
19.83,21.986,24.65,24.752,28.428,32.318,33.65
21.94,24.27,26.805,26.911,29.964,33.818,35.238
23.97,26.318,28.555,28.661,31.234,34.923,36.395
25.62,27.821,29.792,29.898,32.234,35.828,37.313
26.99,28.663,30.623,30.728,32.976,36.543,38.005
28.12,29.514,31.316,31.418,33.573,37.135,38.592
29.13,30.489,32.268,32.368,34.092,37.64,39.1
29.84,31.143,32.921,33.021,34.407,37.964,39.444
29.99,31.274,33.046,33.144,34.334,37.887,39.362
29.61,30.965,32.751,32.847,34.102,37.683,39.211
29.21,30.611,32.499,32.595,34.021,37.509,39.11
28.32,29.933,32.084,32.18,33.898,37.378,39.053
26.45,28.156,30.559,30.655,32.443,36.578,38.275
24.69,26.445,29.069,29.165,31.457,35.804,37.483
22.7,24.764,27.582,27.676,30.905,35.352,37.053
20.85,23.203,26.235,26.325,30.268,34.805,36.463
19.56,22.121,25.603,25.691,29.854,34.612,36.205
18.38,21.304,24.701,24.791,28.54,33.053,34.619
17.86,20.881,24.084,24.173,27.862,32.121,33.637
17.29,20.556,23.702,23.79,27.364,31.532,33.005
17.29,20.44,23.501,23.59,26.948,31,32.379
17.36,20.364,23.34,23.43,26.65,30.6,31.919
18.32,20.691,23.611,23.704,26.737,30.637,31.9
19.42,21.132,24.029,24.125,27.028,30.93,32.174
20.11,22.331,24.992,25.094,27.767,31.729,33.095
21.7,24.041,26.483,26.586,28.899,32.829,34.202
23.03,25.219,27.201,27.303,29.737,33.502,34.929
23.91,25.821,27.727,27.83,30.305,33.978,35.422
24.6,26.289,28.185,28.287,30.69,34.336,35.762
