2015 Observed,2030 Baseline,2030 Net Zero,2030 Net Zero Mandates,2050 Baseline,2050 Net Zero,2050 Net Zero Mandates
18.356,16.258,17.122,17.283,20.0319,21.7417,23.6432
19.295,16.417,17.301,17.462,20.1908,21.9597,23.8874
19.024,16.557,17.5,17.661,20.3658,22.3013,24.2543
18.479,16.42,17.415,17.573,20.2568,22.329,24.269
17.911,16.292,17.342,17.497,20.1538,22.3693,24.2959
17.308,15.824,16.935,17.082,19.912,22.2659,24.1802
16.437,15.328,16.513,16.65,19.5784,22.0946,23.9654
15.348,15.058,16.372,16.5,19.4027,22.2464,24.0655
14.584,14.417,15.681,15.79,18.7364,21.4282,23.0205
13.986,14.203,15.369,15.474,18.3649,20.808,22.3699
13.557,13.96,15.093,15.195,18.0171,20.3915,21.9191
13.396,13.828,14.922,15.027,17.7256,19.9896,21.4769
13.384,13.814,14.864,14.973,17.585,19.7303,21.1919
13.525,14.077,15.085,15.207,17.6899,19.7208,21.1843
13.869,14.408,15.386,15.521,17.9136,19.8691,21.3504
14.488,14.709,15.672,15.821,18.2933,20.2289,21.7863
15.05,15.033,15.83,16.035,17.3846,18.6162,19.9476
15.572,15.019,15.669,15.877,17.4749,18.5104,19.857
16.113,14.919,15.504,15.714,17.2025,18.1385,19.4737
16.425,14.618,15.19,15.385,16.9322,17.836,19.1273
16.564,14.587,15.163,15.336,16.9145,17.8058,19.0698
16.583,14.612,15.185,15.353,16.937,17.8209,19.0756
16.549,14.651,15.227,15.389,17.0125,17.9073,19.1707
16.724,14.748,15.329,15.492,17.1294,18.0498,19.3319
17.692,15.02,15.834,15.976,18.6231,20.1744,21.7966
18.69,15.429,16.265,16.41,19.1002,20.7364,22.4387
18.572,16.266,17.02,17.195,19.5968,21.4225,23.204
18.283,16.892,17.872,18.046,20.2885,22.4597,24.3835
17.852,17.31,18.439,18.614,20.8145,23.3758,25.2558
17.337,17.053,18.354,18.519,21.3311,24.3183,26.3539
16.413,16.673,18.179,18.333,21.5402,25.0092,27.1261
15.479,16.414,18.343,18.476,21.7835,26.1618,28.4607
14.84,20.35,22.813,22.918,28.4227,33.6387,37.7675
14.481,20.019,22.371,22.473,27.9708,32.7891,36.9871
14.429,19.937,22.274,22.372,27.8335,32.5753,36.8583
14.52,20.042,22.268,22.373,27.6004,32.2171,36.6342
14.891,20.26,22.357,22.468,27.5371,32.0305,36.6536
15.616,20.964,22.955,23.079,27.928,32.2875,37.1319
16.925,21.911,23.744,23.887,28.6285,32.9003,37.9185
18.623,23.37,24.797,24.954,29.342,33.597,38.8374
18.866,23.842,25.353,25.536,29.5906,32.7082,38.195
18.724,23.813,25.075,25.242,29.4976,32.2782,37.7994
18.634,23.67,24.818,24.966,29.3514,31.958,37.4393
18.589,23.441,24.609,24.746,29.1163,31.6807,37.0941
18.5,23.383,24.551,24.682,29.0262,31.5726,36.9354
18.58,23.386,24.544,24.674,29.0229,31.5528,36.8904
18.559,23.318,24.474,24.603,28.9996,31.5398,36.878
18.901,23.096,24.253,24.385,28.7854,31.3608,36.7084
19.732,23.073,24.232,24.369,29.1103,32.7012,38.06
20.855,23.04,24.219,24.369,29.6367,33.3815,38.8723
20.869,23.401,24.775,24.933,30.2195,34.28,39.8618
20.717,23.478,25.02,25.176,30.3212,34.6168,40.1957
20.365,23.506,25.226,25.378,30.2888,34.8185,40.3798
19.8,22.417,24.302,24.436,30.0005,34.7709,40.3284
18.754,21.506,23.671,23.783,29.5488,34.5914,40.0807
17.49,21.213,23.579,23.68,29.326,34.919,40.3108
16.489,20.588,22.761,22.857,28.356,33.8824,39.1939
16.121,20.392,22.414,22.509,27.9234,33.0225,38.2825
15.942,20.253,22.236,22.328,27.6473,32.6278,37.8439
15.921,20.286,22.21,22.313,27.4154,32.2107,37.363
15.973,20.363,22.219,22.334,27.2921,31.8895,37.0034
16.585,20.888,22.689,22.821,27.5563,31.9379,37.0137
18.002,21.893,23.517,23.697,27.9603,32.189,37.2491
19.509,22.491,24.081,24.259,28.4952,32.6487,37.7564
19.695,22.896,24.345,24.522,27.6923,30.4152,35.0276
19.57,22.389,23.585,23.741,27.3428,29.6772,34.1653
19.337,22.021,23.133,23.271,27.0277,29.152,33.4953
19.183,21.661,22.887,23.012,26.8772,28.9398,33.1484
19.014,21.594,22.885,23.007,26.8755,28.9108,33.0291
19.017,21.701,23,23.122,27.0202,29.037,33.1102
19.069,21.87,23.113,23.238,27.4283,29.4561,33.5232
19.151,21.691,22.932,23.064,27.5796,29.6454,33.7279
19.646,21.969,23.528,23.655,28.6948,32.0099,36.6671
20.582,22.258,23.839,23.97,29.1254,32.5604,37.3129
20.478,22.483,24.161,24.297,29.5791,33.2976,38.1086
20.424,22.591,24.417,24.551,30.0701,34.2064,39.1073
20.238,22.577,24.503,24.636,30.1169,34.5344,39.4362
19.62,21.996,24.012,24.136,29.8552,34.5668,39.5023
18.437,21.411,23.535,23.648,29.4458,34.5,39.4185
17.201,21.174,23.52,23.622,29.2956,34.9935,39.8718
16.338,21.304,23.746,23.828,30.3165,36.4223,42.2564
15.963,21.143,23.407,23.487,29.8948,35.5459,41.3882
15.838,21.047,23.253,23.328,29.6372,35.1831,41.0585
15.804,21.175,23.302,23.389,29.4485,34.8199,40.7384
15.926,21.409,23.462,23.562,29.4833,34.6819,40.7033
16.611,22.097,24.09,24.209,29.9269,34.9502,41.1135
18.01,22.873,24.831,24.97,30.577,35.5193,41.8735
19.499,24.773,26.351,26.526,31.359,36.3756,42.9872
19.704,25.274,26.703,26.88,31.7195,35.6875,42.4691
19.602,25.242,26.536,26.706,31.6665,35.3117,42.1726
19.509,25.248,26.481,26.642,31.6414,35.1411,42.0212
19.486,25.264,26.492,26.649,31.6239,35.1235,42.0164
19.332,25.423,26.656,26.809,31.8207,35.3413,42.3512
19.352,25.523,26.752,26.905,31.983,35.5225,42.6657
19.358,25.544,26.775,26.928,32.1144,35.6958,42.9855
19.659,25.473,26.708,26.866,32.1,35.7405,43.165
20.322,25.461,26.699,26.862,32.4336,37.066,44.7194
21.593,25.484,26.747,26.921,32.8391,37.6093,45.4344
21.691,25.815,27.288,27.47,33.2597,38.3531,46.2732
21.599,25.781,27.408,27.586,33.1716,38.4687,46.3161
21.314,25.75,27.567,27.742,33.1212,38.6625,46.4133
20.771,24.615,26.609,26.765,32.7426,38.5367,46.2102
19.55,23.455,25.665,25.803,32.2437,38.3438,45.9515
18.282,23.027,25.665,25.782,32.0223,38.7636,46.2597
17.332,22.368,24.955,25.056,30.5092,37.7575,45.1022
16.872,21.984,24.25,24.347,30.0251,35.9045,43.0414
16.639,21.656,23.773,23.863,29.5877,35.3111,41.8899
16.534,21.552,23.537,23.648,29.1205,34.6141,40.9174
16.639,21.426,23.291,23.421,28.6884,33.9321,39.9416
17.166,22.226,23.994,24.155,28.7491,33.7192,39.5944
18.55,23.172,24.864,25.056,29.0234,33.7867,39.6193
20.01,23.648,25.3,25.489,29.3713,34.0094,39.8714
20.268,23.997,25.5,25.688,29.2182,32.4437,37.9474
20.251,23.615,24.858,25.026,28.9207,31.7184,37.164
20.299,23.272,24.391,24.538,28.6444,31.2049,36.5653
20.212,22.92,24.025,24.154,28.3384,30.8453,36.0938
19.97,22.729,23.835,23.958,28.122,30.6059,35.7731
19.762,22.664,23.762,23.884,28.061,30.525,35.6467
19.571,22.771,23.868,23.984,28.2423,30.7134,35.8227
19.701,22.553,23.654,23.776,28.3326,30.8337,35.9399
20.249,22.437,23.556,23.682,28.9253,32.5832,38.083
21.095,22.664,24.141,24.27,29.6337,33.3907,38.9324
21.025,23.158,24.731,24.863,30.3511,34.3883,39.9655
20.892,23.208,24.859,24.989,30.4124,34.6452,40.1645
20.638,23.125,24.863,24.991,30.3632,34.8186,40.2832
20.058,22.523,24.362,24.483,30.0835,34.7656,40.1647
18.901,21.827,23.779,23.892,29.5864,34.5463,39.8591
17.615,21.524,23.681,23.785,29.3786,34.8892,40.1146
16.726,20.245,22.356,22.449,27.8352,33,37.6607
16.222,20.015,21.984,22.076,27.3891,32.13,36.7303
15.897,19.881,21.819,21.909,27.1374,31.7535,36.2844
15.719,20.053,21.94,22.042,27.0662,31.4951,35.9474
15.844,20.144,21.968,22.082,26.9719,31.208,35.627
16.294,20.643,22.402,22.532,27.207,31.2532,35.6991
17.567,21.278,22.982,23.128,27.6496,31.5813,36.1182
19.046,21.744,23.418,23.562,28.2206,32.107,36.7737
19.178,22.154,23.649,23.826,27.3969,29.8791,33.857
19.033,21.849,23.228,23.385,27.196,29.2918,33.1132
18.718,21.676,23.092,23.244,27.0911,28.9675,32.5946
18.569,21.604,23.047,23.198,27.0248,28.8367,32.3169
18.527,21.471,22.924,23.071,26.9004,28.7022,32.1419
18.496,21.44,22.88,23.025,26.8792,28.6884,32.1612
18.521,21.421,22.842,22.984,26.8949,28.7463,32.3093
18.678,21.344,22.735,22.878,26.7921,28.7152,32.3986
19.355,21.382,22.853,22.979,28.039,31.2359,35.8253
20.437,21.57,23.025,23.151,28.3138,31.6749,36.5016
20.421,21.993,23.308,23.453,28.7228,32.412,37.4361
20.203,22.53,24.075,24.219,29.1151,33.1624,38.3411
19.886,22.885,24.622,24.766,29.2404,33.5777,38.8433
19.365,22.073,23.986,24.115,29.0306,33.658,39.0063
18.309,21.117,23.246,23.358,28.6897,33.6423,39.0025
17.215,20.805,23.352,23.445,28.5478,34.4964,39.7192
16.437,18.747,20.286,20.393,24.8262,29.3689,34.6194
15.931,18.459,19.881,19.985,24.3576,28.6158,33.8473
15.616,18.261,19.646,19.748,24.0472,28.2357,33.4437
15.55,18.214,19.551,19.657,23.8021,27.8688,33.0356
15.559,18.239,19.525,19.635,23.6774,27.6058,32.7455
15.799,18.503,19.737,19.861,23.7575,27.5579,32.7006
16.343,18.814,20.012,20.15,23.9518,27.6772,32.8489
17.209,19.182,20.348,20.499,24.4159,28.1311,33.4046
17.712,19.597,20.59,20.797,24.0964,26.9457,32.1064
17.914,19.356,20.159,20.354,23.951,26.4899,31.5871
17.908,19.003,19.762,19.956,23.5462,25.9297,30.9161
17.859,18.6,19.349,19.536,23.0627,25.3822,30.2403
17.778,18.446,19.192,19.371,22.8658,25.1507,29.9174
17.618,18.266,19.008,19.181,22.6725,24.9326,29.6425
17.695,18.125,18.868,19.035,22.5572,24.8167,29.5036
18.023,18.106,18.855,19.021,22.5322,24.8093,29.4921
18.742,18.173,19.157,19.294,23.3072,26.3178,31.2
20.126,18.55,19.558,19.697,23.7317,26.8262,31.7765
20.058,19.001,20.02,20.16,24.2209,27.5272,32.5497
19.579,19.035,20.063,20.201,24.1843,27.6078,32.6217
19.105,19.119,20.228,20.377,24.2259,27.8148,32.8354
18.539,18.583,19.833,19.96,24.113,27.8528,32.8581
17.652,18.19,19.518,19.636,23.8908,27.8068,32.7602
16.734,18.018,19.487,19.596,23.8278,28.1076,33.0219
16.006,16.934,18.604,18.687,22.2723,26.6342,30.955
15.458,16.729,18.101,18.18,21.9748,25.5326,29.8316
15.23,16.605,17.871,17.98,21.7545,25.2458,29.2029
15.055,16.593,17.817,17.93,21.5714,24.9452,28.8338
15.065,16.534,17.71,17.826,21.3638,24.5901,28.4005
15.14,16.698,17.825,17.952,21.3298,24.3955,28.1136
15.451,16.891,18.001,18.142,21.4173,24.357,27.9721
15.972,17.207,18.322,18.495,21.7604,24.6335,28.198
16.59,17.404,18.549,18.762,21.2425,23.5707,26.7645
17.159,17.109,18.134,18.365,21.0237,22.5702,25.1714
17.4,17.03,17.8,18.041,20.6371,21.9694,24.2443
17.341,16.644,17.297,17.525,20.1755,21.4232,23.5177
17.234,16.361,16.995,17.195,19.8857,21.0975,23.1144
17.135,16.22,16.846,17.038,19.6806,20.8663,22.8325
17.157,16.164,16.789,16.975,19.6248,20.8095,22.7577
17.402,16.203,16.834,17.021,19.6827,20.8911,22.852
18.199,16.591,17.489,17.654,20.8769,22.9746,25.6122
19.47,17.238,18.163,18.332,21.6092,23.7925,26.5063
19.345,17.708,18.696,18.865,22.1393,24.5024,27.2523
18.892,17.806,18.855,19.021,22.3036,24.8329,27.584
18.395,17.772,18.88,19.043,22.2977,24.9824,27.7224
17.767,17.282,18.456,18.611,22.0478,24.8851,27.6198
16.838,16.89,18.143,18.289,21.8283,24.8459,27.5451
15.717,16.6,17.991,18.129,21.6329,25.005,27.6516
15.095,18.804,20.841,20.955,25.949,30.0814,32.7486
14.715,18.715,20.612,20.724,25.6303,29.3688,31.9878
14.549,18.648,20.507,20.616,25.4302,29.0586,31.6343
14.551,18.752,20.557,20.677,25.3081,28.7735,31.3078
14.868,18.952,20.697,20.83,25.3473,28.6403,31.1597
15.445,19.452,21.149,21.299,25.6301,28.7383,31.2555
16.826,20.01,21.678,21.844,26.0423,29.0227,31.5582
18.445,20.721,22.007,22.19,26.463,29.3856,31.9919
18.667,20.882,22.137,22.342,25.0015,26.6972,28.6811
18.728,20.615,21.718,21.89,24.6191,25.986,27.9392
18.793,20.377,21.423,21.584,24.2786,25.478,27.3836
18.866,20.163,21.201,21.357,23.9968,25.162,27.0272
18.794,20.068,21.109,21.26,23.8976,25.0593,26.913
18.709,20.057,21.094,21.245,23.9272,25.0926,26.9668
18.607,20.12,21.162,21.313,24.0991,25.2968,27.2209
18.617,20.184,21.235,21.393,24.2731,25.5309,27.5211
19.116,20.379,21.444,21.609,26.3427,28.7065,31.4883
20.29,20.62,21.915,22.087,26.9604,29.5201,32.6234
20.451,21.08,22.674,22.845,27.6263,30.5522,34.0104
20.361,22.16,23.923,24.069,28.6665,32.2873,36.7435
20.104,22.896,24.767,24.905,29.271,33.8498,38.9765
19.504,22.615,24.69,24.817,29.7638,35.1167,40.7865
18.584,22.169,24.491,24.607,29.787,36.1246,42.1155
17.549,22.37,25.177,25.277,30.2947,38.2843,44.4925
16.819,23.802,26.171,26.284,33.1691,40.4211,48.7707
16.528,24.108,26.309,26.426,33.3874,40.2482,49.1291
16.429,24.34,26.502,26.62,33.6273,40.443,49.8067
16.377,24.695,26.794,26.928,33.832,40.5231,50.3375
16.585,25.078,27.105,27.255,34.1442,40.6962,50.9815
17.2,25.772,27.73,27.93,34.641,41.006,51.5773
18.677,27.082,28.958,29.196,35.1693,41.396,52.1376
20.23,27.926,29.765,30.004,35.8116,41.9799,52.9905
20.351,28.269,29.942,30.178,35.2635,40.6736,52.3695
20.16,26.784,28.145,28.346,32.9671,37.0529,46.2783
19.938,25.374,26.66,26.819,31.6407,35.0618,41.6725
19.756,24.65,26.135,26.285,30.9089,34.1323,40.1782
19.421,24.233,25.425,25.553,30.5968,33.6584,39.5121
19.24,23.674,24.838,24.96,30.2745,32.9719,39.0508
19.126,23.375,24.533,24.651,30.0709,32.7258,38.9447
19.222,23.21,24.374,24.499,29.9535,32.6827,38.9699
19.871,24.507,26.081,26.219,32.5121,37.1418,44.836
20.923,25.128,26.747,26.894,33.4152,38.3814,46.349
21.135,25.495,27.229,27.381,34.1597,39.5598,47.9116
20.971,25.549,27.353,27.507,34.2562,39.8949,48.5748
20.752,25.72,27.62,27.776,34.5605,40.5019,49.4364
20.181,25.311,27.3,27.447,34.492,40.72,49.7855
19.15,24.547,26.643,26.781,33.9014,40.4369,49.448
18.048,23.953,26.259,26.386,33.3557,40.4638,49.3019
17.281,22.815,25.04,25.151,31.1757,37.664,44.9663
16.793,22.572,24.639,24.748,30.6575,36.6881,43.7854
16.634,22.4,24.426,24.532,30.3177,36.2149,43.1967
16.602,22.418,24.38,24.497,30.0311,35.7282,42.5845
16.749,22.51,24.401,24.53,29.8911,35.377,42.1421
17.392,23.06,24.893,25.038,30.1635,35.4298,42.1464
18.812,23.977,25.705,25.906,30.6003,35.7228,42.4671
20.173,24.75,26.443,26.644,31.0775,36.1508,43.0513
20.231,24.973,26.51,26.707,29.9084,34.1884,40.3033
19.86,23.814,25.062,25.23,28.7531,31.3856,36.5998
19.584,22.627,23.731,23.87,27.9884,30.2387,34.9416
19.284,21.971,23.134,23.26,27.3965,29.5024,33.9042
19.012,21.703,22.94,23.068,27.2268,29.2323,33.351
18.801,21.508,22.814,22.944,27.1424,29.0837,33.0307
18.6,21.341,22.728,22.863,27.1546,29.0882,32.9764
18.766,21.248,22.592,22.73,27.0985,29.0965,33.0796
19.499,21.965,23.465,23.591,28.7179,32.4054,37.9598
20.583,22.498,24.006,24.136,29.4289,33.3422,39.2453
20.698,22.928,24.539,24.676,30.1417,34.4145,40.5383
20.725,23.123,24.8,24.937,30.3103,34.7899,40.9757
20.543,23.397,25.163,25.3,30.6552,35.4327,41.6823
19.909,23.154,25,25.129,30.7133,35.7795,42.0773
18.705,22.698,24.641,24.761,30.4441,35.8172,42.0981
17.452,22.363,24.499,24.609,30.1995,36.118,42.3493
16.591,20.67,22.745,22.854,27.8631,33.2057,38.4812
16.22,20.509,22.443,22.55,27.4838,32.3873,37.3227
16.027,20.557,22.453,22.558,27.3986,32.1766,37.0611
15.98,20.659,22.499,22.614,27.2448,31.8252,36.6367
16.079,20.569,22.345,22.472,26.9534,31.3036,36.0499
16.637,21.075,22.799,22.942,27.2015,31.3134,36.0109
17.966,21.911,23.603,23.762,27.8601,31.7923,36.4631
19.458,22.393,23.954,24.133,28.2342,32.0825,36.7712
19.615,22.577,24.002,24.177,26.869,29.6891,34.2264
19.493,21.689,22.887,23.039,26.2219,28.1693,31.9392
19.263,21.189,22.464,22.614,26.0495,27.7309,31.1483
19.208,21.166,22.499,22.651,26.3095,27.8811,31.0078
18.971,20.999,22.285,22.434,26.0116,27.5274,30.4814
18.794,20.817,22.051,22.201,25.7357,27.2091,30.0483
18.686,20.684,21.891,22.041,25.5968,27.0667,29.8558
18.859,20.502,21.702,21.855,25.4201,26.9216,29.7044
19.487,20.847,22.322,22.471,26.8175,29.5881,33.0079
20.536,20.911,22.421,22.574,27.0359,29.9244,33.4256
20.529,20.954,22.542,22.7,27.2517,30.4138,33.9556
20.464,20.985,22.663,22.819,27.4212,30.8779,34.4219
20.152,20.977,22.723,22.879,27.409,31.0934,34.5831
19.371,20.404,22.212,22.36,27.0806,30.99,34.4393
18.163,19.765,21.667,21.806,26.592,30.7747,34.162
16.824,19.462,21.561,21.689,26.3525,31.0804,34.3939
15.948,19.175,21.369,21.484,26.342,31.0605,34.3355
15.456,18.946,20.991,21.105,25.882,30.1838,33.4153
15.183,18.843,20.851,20.962,25.6648,29.8561,33.0558
15.098,18.981,20.934,21.058,25.5952,29.6231,32.7972
15.184,19.17,21.074,21.211,25.6764,29.5417,32.7517
15.781,19.755,21.652,21.804,26.1449,29.8537,33.1749
17.196,20.382,22.309,22.476,26.7793,30.4079,33.9045
18.705,21.432,23.066,23.238,27.4806,31.1109,34.862
18.904,21.906,23.501,23.692,27.4732,29.8785,33.6145
18.669,21.892,23.298,23.458,27.4147,29.4946,33.2502
18.419,21.819,23.174,23.325,27.3024,29.2166,32.9401
18.23,21.664,23.009,23.155,27.0942,28.9881,32.7072
17.991,21.613,22.947,23.087,27.0177,28.9228,32.6731
17.849,21.634,22.942,23.079,27.0255,28.951,32.7807
17.847,21.686,22.967,23.101,27.0985,29.0752,33.0263
18.089,21.679,22.924,23.058,27.0581,29.1153,33.2167
18.875,21.906,23.13,23.266,27.8682,31.107,35.6836
20.192,22.502,23.667,23.81,28.7818,32.2203,37.0959
20.411,23.285,24.644,24.8,29.5914,33.4008,38.5099
20.347,23.712,25.246,25.402,29.9733,34.1096,39.3169
20.118,23.962,25.67,25.825,30.3264,34.7471,40.1608
19.477,23.074,24.943,25.083,30.1488,34.8554,40.5363
18.496,22.362,24.412,24.538,30.1243,35.1812,40.7805
17.387,22.26,24.55,24.657,30.1424,36.2607,42.2882
16.563,19.626,21.407,21.517,25.6242,31.4722,38.0132
16.029,19.51,21.077,21.186,25.3182,30.6933,37.6783
15.77,19.347,20.847,20.952,25.0329,30.3099,37.5275
15.627,19.328,20.743,20.856,24.6765,29.7181,36.9117
15.615,19.143,20.46,20.579,24.1259,28.8627,35.6983
15.804,19.406,20.623,20.765,23.8989,28.3046,34.658
16.451,19.723,20.871,21.035,23.8493,28.0121,33.9278
17.143,20.009,21.112,21.3,24.1391,28.1769,33.7825
17.726,19.877,20.855,21.065,23.8676,27.3035,32.6827
18.22,18.758,19.537,19.74,22.4378,24.8955,29.648
18.419,17.891,18.581,18.779,21.7384,23.5431,27.5393
18.507,17.191,18.094,18.299,21.4369,23.0709,26.3275
18.391,16.703,17.657,17.864,21.1935,22.7036,25.6062
18.079,16.47,17.233,17.418,20.9568,22.3728,25.0325
17.868,16.526,17.241,17.421,20.8819,22.2474,24.7573
17.86,16.482,17.193,17.371,20.7648,22.1251,24.5801
18.294,16.501,17.331,17.508,21.1011,22.8053,25.0964
19.413,16.854,17.703,17.88,21.4506,23.213,25.5161
19.289,17.036,17.944,18.12,21.6476,23.5798,25.8861
18.704,16.872,17.806,17.978,21.3327,23.3195,25.5418
18.095,16.772,17.756,17.924,21.2112,23.325,25.5077
17.481,16.21,17.253,17.412,20.8413,23.0791,25.2288
16.588,15.639,16.754,16.903,20.4033,22.7892,24.8788
15.645,15.314,16.554,16.693,20.1417,22.8359,24.8559
14.798,13.924,15.176,15.28,17.9067,20.4768,21.9042
14.249,13.551,14.707,14.807,17.3689,19.6913,21.082
13.868,13.457,14.58,14.676,17.1833,19.4429,20.808
13.695,13.365,14.448,14.549,16.9439,19.099,20.4299
13.67,13.537,14.576,14.681,17.0001,19.0431,20.353
13.822,13.709,14.705,14.822,17.0227,18.9567,20.2689
14.209,14.117,15.082,15.212,17.3293,19.1917,20.5211
14.875,14.544,15.425,15.569,17.7597,19.6056,21.0064
15.53,14.746,15.481,15.672,17.0433,18.1879,19.4238
16.118,14.618,15.282,15.474,16.877,17.8277,19.0679
16.463,14.53,15.162,15.354,16.7641,17.6207,18.8544
16.644,14.368,14.994,15.179,16.5549,17.3853,18.5855
16.812,14.218,14.843,15.022,16.3795,17.1974,18.3717
16.875,14.076,14.698,14.872,16.2372,17.0479,18.211
16.853,14.017,14.641,14.81,16.2189,17.0433,18.2164
17.031,14.052,14.682,14.851,16.2777,17.1319,18.3237
17.681,14.217,14.894,15.031,17.3946,18.8874,20.347
18.785,14.968,15.587,15.753,17.8463,19.4278,20.9575
18.78,15.638,16.373,16.543,18.342,20.0855,21.6686
18.466,15.957,16.857,17.022,18.7402,20.7144,22.3637
18.007,16.137,17.157,17.319,18.8491,20.9868,22.6513
17.304,15.589,16.745,16.892,18.8162,21.286,22.8124
16.387,14.975,16.291,16.423,18.7818,21.4462,22.9504
15.399,14.748,16.344,16.46,18.9732,22.1997,23.6537
14.686,18.548,20.562,20.669,25.0992,29.2803,31.8341
14.354,18.604,20.485,20.592,24.9933,28.8008,31.3457
14.162,18.509,20.358,20.464,24.8352,28.5527,31.095
14.17,18.582,20.383,20.502,24.7463,28.319,30.858
14.37,18.73,20.476,20.609,24.7886,28.2054,30.7656
15.051,19.391,21.093,21.245,25.2763,28.521,31.1068
16.455,20.087,21.775,21.944,25.8895,29.0262,31.6814
18.117,21.055,22.411,22.598,26.4497,29.561,32.3806
18.431,21.344,22.809,23.019,25.8924,27.7142,30.0392
18.474,21.229,22.36,22.54,25.5938,27.0595,29.2666
18.527,20.947,22.02,22.19,25.1969,26.491,28.6429
18.461,20.68,21.746,21.909,24.8537,26.1109,28.2165
18.24,20.535,21.601,21.759,24.6783,25.9268,28.0054
18.153,20.493,21.553,21.71,24.6467,25.8916,27.9716
