2015 Observed,2030 Baseline,2030 Net Zero,2030 Net Zero Mandates,2050 Baseline,2050 Net Zero,2050 Net Zero Mandates
19.048,23.34,24.582,24.734,28.9829,31.6743,37.1598
18.839,23.169,24.292,24.427,28.8538,31.3647,36.8057
18.664,22.976,24.148,24.274,28.7025,31.1733,36.5439
18.486,22.893,24.069,24.19,28.6127,31.0719,36.3929
18.42,22.902,24.073,24.193,28.6419,31.0914,36.3887
18.394,22.925,24.098,24.216,28.7353,31.2015,36.502
18.553,22.82,23.949,24.067,28.7025,31.2092,36.5239
19.159,22.832,23.965,24.091,30.1129,33.6881,39.364
19.954,22.785,24.17,24.292,30.6153,34.3652,40.2778
20.796,24.007,25.415,25.57,31.594,35.9115,42.1661
21.051,25.177,26.868,27.029,32.6581,37.5432,44.4134
20.873,25.908,27.814,27.982,33.2992,39.1025,47.4122
20.252,25.397,27.505,27.661,33.6703,40.191,49.3053
19.254,24.683,27.032,27.175,33.4874,40.7882,50.4162
18.058,24.454,27.27,27.395,33.5162,42.1527,51.9104
17.322,24.815,27.212,27.333,34.7149,42.1137,51.7576
16.955,24.689,26.916,27.037,34.3504,41.2853,50.9758
16.74,24.574,26.758,26.876,34.0882,40.8965,50.5793
16.685,24.581,26.695,26.824,33.7453,40.3305,49.8717
16.828,24.583,26.62,26.759,33.4691,39.8111,49.2046
17.492,25.005,26.976,27.131,33.5891,39.6836,49.004
18.931,25.83,27.66,27.871,33.9631,39.8978,49.2608
20.15,26.321,28.107,28.314,34.3083,40.1392,49.4018
20.161,26.011,27.621,27.816,31.7288,36.3111,43.8354
19.835,24.996,26.309,26.477,30.8553,34.1026,40.4503
19.615,24.299,25.467,25.607,30.3164,33.1837,39.2908
19.477,24.041,25.198,25.33,29.9368,32.6287,38.5226
19.194,23.615,24.775,24.891,29.738,32.3871,38.1419
19.018,23.32,24.468,24.581,29.6188,32.2447,37.9373
18.861,23.176,24.326,24.437,29.6258,32.2643,37.9489
18.989,22.946,24.103,24.22,29.5471,32.2264,37.9189
19.519,23.878,25.47,25.598,31.8926,36.2941,43.5759
20.111,24.144,25.772,25.906,32.3827,36.9488,44.4272
20.952,24.628,26.366,26.507,33.1984,38.2347,45.9814
21.179,25.029,26.876,27.017,33.7692,39.2374,47.1447
21.025,25.308,27.259,27.401,34.1347,39.9845,47.9887
20.411,24.994,27.044,27.179,34.2243,40.418,48.7194
19.389,24.545,26.714,26.843,34.0278,40.601,49.1256
18.28,24.48,26.881,27.001,34.1329,41.3887,50.1163
17.457,24.008,26.366,26.478,33.7575,40.9557,50.0481
17.042,24.093,26.286,26.4,33.7136,40.51,49.9856
16.85,24.164,26.319,26.434,33.781,40.5268,50.4249
16.818,24.441,26.533,26.664,33.8872,40.5039,50.7833
17.009,24.826,26.879,27.044,34.0808,40.5435,51.1668
17.689,26.169,28.101,28.303,34.5639,40.8152,51.7617
19.071,27.54,29.397,29.634,35.1754,41.2666,53.1982
20.11,28.085,29.9,30.134,35.5773,41.597,53.7096
19.881,27.069,28.696,28.908,33.366,38.3647,48.0661
19.386,25.158,26.484,26.657,30.8231,34.1106,40.5871
19.12,24.065,25.242,25.381,30.0138,32.8543,38.6932
18.853,23.603,24.764,24.895,29.4032,32.0582,37.6759
18.552,23.169,24.317,24.431,29.0651,31.6446,37.1073
18.381,22.819,23.947,24.058,28.9629,31.4958,36.8842
18.172,22.633,23.765,23.873,28.9925,31.5273,36.8972
18.252,22.35,23.488,23.602,28.8888,31.3799,36.8131
18.734,23.175,24.736,24.859,31.1908,35.4531,42.6523
19.471,23.511,25.109,25.239,31.7649,36.1991,43.6002
20.471,24.21,25.921,26.056,32.8164,37.6829,45.37
20.689,24.912,26.707,26.844,33.5679,38.7948,46.5902
20.436,25.191,27.085,27.223,33.9447,39.5709,47.4844
19.83,24.66,26.647,26.78,33.8064,39.8019,48.011
18.835,24.328,26.427,26.553,33.7405,40.1066,48.5851
17.724,24.287,26.603,26.721,33.8629,40.8738,49.5461
16.88,20.366,22.148,22.261,27.5313,33.2836,41.0362
16.455,20.242,21.758,21.882,27.2727,32.5252,40.315
16.166,20.177,21.659,21.782,27.1629,32.3782,40.4776
16.047,20.247,21.685,21.813,27.0909,32.2081,40.4656
16.122,20.252,21.639,21.771,26.9522,31.9242,39.9906
16.379,20.631,21.941,22.094,26.9795,31.7969,39.8134
16.934,21.217,22.45,22.628,27.1435,31.8631,39.9195
17.407,21.449,22.638,22.836,27.2632,31.9001,39.747
17.606,20.612,21.655,21.861,25.0033,28.947,34.9498
17.637,19.413,20.24,20.437,23.4228,26.2341,31.463
17.507,18.299,19.014,19.203,22.5461,24.5861,28.9168
17.32,17.349,18.187,18.372,22.2097,24.0747,27.9724
17.096,17.116,18.125,18.31,22.2036,23.9667,27.5691
16.582,17.077,18.109,18.293,22.1976,23.9053,27.3553
16.452,17.094,18.097,18.272,22.1954,23.8924,27.2902
16.478,17.044,18.047,18.222,22.197,23.9079,27.2918
17.057,18.574,19.782,19.936,24.5287,27.6567,32.7993
18.064,19.141,20.272,20.417,25.0272,28.3693,33.9742
19.163,19.922,21.066,21.209,25.9103,29.6253,35.7444
19.196,20.263,21.465,21.61,26.2877,30.2157,36.5478
18.843,20.518,21.789,21.933,26.6217,30.8504,37.3023
18.284,20.153,21.496,21.634,26.5397,31.0083,37.533
17.534,19.888,21.316,21.447,26.4733,31.1972,37.7482
16.662,19.795,21.369,21.492,26.4993,31.6345,38.1732
15.951,18.602,20.366,20.462,24.3328,29.6908,35.1557
15.465,17.883,19.416,19.504,23.731,27.7776,32.9945
15.215,17.462,18.849,18.956,23.2119,27.0593,31.8063
15.09,17.409,18.748,18.857,22.9372,26.582,31.2091
15.113,17.116,18.403,18.514,22.4726,25.9491,30.4636
15.261,17.182,18.418,18.541,22.346,25.6713,30.1216
15.728,17.577,18.68,18.815,22.5241,25.7575,30.2026
16.14,17.935,18.977,19.136,22.7269,25.9118,30.3743
16.681,17.629,18.602,18.784,21.336,23.7888,27.7028
16.872,17.059,18.104,18.311,21.2222,22.8722,25.8855
16.87,16.828,17.756,17.976,21.0286,22.477,25.1601
16.887,16.691,17.447,17.651,20.7695,22.1349,24.6308
16.756,16.684,17.397,17.597,20.6406,21.9622,24.3371
16.725,16.629,17.32,17.514,20.5271,21.8221,24.1353
16.83,16.604,17.294,17.483,20.5189,21.8177,24.123
17.126,16.606,17.301,17.49,20.5262,21.8434,24.1491
17.729,16.953,17.958,18.117,21.8186,24.0873,27.2695
18.465,17.319,18.39,18.549,22.3458,24.7242,28.059
19.246,17.74,18.954,19.112,23.0598,25.6968,29.2724
19.268,17.942,19.272,19.425,23.4491,26.304,30.0187
18.824,18.139,19.516,19.664,23.6495,26.699,30.5015
18.183,17.846,19.27,19.408,23.57,26.8035,30.6787
17.168,17.433,18.927,19.057,23.3087,26.7393,30.6106
16.218,17.163,18.808,18.931,23.1515,26.9361,30.7171
15.485,19.515,21.81,21.92,27.016,31.7005,35.5042
15.193,19.333,21.489,21.597,26.6166,30.9055,34.6582
14.954,19.194,21.314,21.419,26.3453,30.5337,34.2476
15.022,19.19,21.255,21.372,26.085,30.1091,33.7646
15.236,19.186,21.191,21.32,25.8897,29.7367,33.3572
15.837,19.629,21.577,21.721,26.0907,29.7442,33.375
17.184,20.125,22.025,22.183,26.4118,29.9445,33.6506
18.363,20.771,22.526,22.707,26.7439,30.2099,33.9897
18.351,21.114,22.836,23.025,26.0187,28.0082,30.7684
17.906,20.927,22.273,22.452,25.6791,27.2953,29.8855
17.69,20.777,21.881,22.048,25.394,26.8078,29.2169
17.745,20.604,21.678,21.824,25.1661,26.5109,28.812
17.562,20.547,21.622,21.763,25.0954,26.4201,28.6958
17.455,20.579,21.651,21.791,25.1551,26.4723,28.755
17.3,20.638,21.715,21.855,25.2997,26.6388,28.9537
17.457,20.584,21.685,21.828,25.3343,26.7267,29.1082
18.061,20.514,21.655,21.8,26.388,29.067,32.4811
18.901,20.321,21.991,22.138,26.9506,29.7955,33.4455
19.982,20.998,22.739,22.882,27.8938,31.147,35.2544
20.334,21.544,23.096,23.228,28.2337,31.8866,36.4414
20.014,22.388,24.029,24.166,28.6281,32.6138,37.4032
19.309,21.888,23.7,23.824,28.7463,33.0358,37.9932
18.115,21.211,23.225,23.336,28.5702,33.2327,38.5569
16.929,21.08,23.481,23.575,28.6107,34.419,39.9009
16.195,20.704,23.064,23.145,27.5983,33.9318,39.4315
15.86,20.628,22.711,22.791,27.2978,32.7834,38.3111
15.649,20.542,22.556,22.632,27.147,32.3028,37.8059
15.626,20.626,22.529,22.625,26.9535,31.4907,36.8065
15.803,20.607,22.382,22.498,26.7159,30.9926,35.7212
16.472,21.462,23.133,23.279,26.8627,30.8907,35.5566
17.792,22.469,24.074,24.251,27.1703,31.0337,35.6806
18.801,22.694,24.253,24.424,27.256,30.9302,35.5267
18.877,22.098,23.502,23.661,26.1525,29.0113,33.2177
18.89,21.269,22.667,22.829,25.4988,27.4027,30.6843
18.927,20.838,22.218,22.376,25.1428,26.5691,29.4763
19.002,20.55,21.787,21.941,25.3978,26.7402,29.455
19.057,20.785,22.054,22.2,25.9103,27.2152,29.8144
19.104,20.866,22.018,22.165,25.9347,27.2101,29.7362
19.112,20.778,21.824,21.97,25.8361,27.1024,29.5722
19.254,20.344,21.383,21.532,25.5595,26.8417,29.282
19.685,20.319,21.567,21.713,26.3804,28.8441,31.8681
19.91,20.296,21.568,21.717,26.4571,29.0089,32.0635
20.159,20.336,21.689,21.839,26.6596,29.4684,32.5597
19.882,20.325,21.744,21.891,26.6115,29.6063,32.6527
19.3,20.283,21.778,21.923,26.5686,29.7759,32.794
18.434,19.607,21.173,21.309,26.1422,29.574,32.5868
17.253,18.82,20.473,20.601,25.5139,29.2106,32.1788
16.051,18.462,20.296,20.414,25.2332,29.4412,32.351
15.366,18.32,20.252,20.354,24.8307,28.8211,31.189
14.953,18.16,19.958,20.06,24.4854,28.1142,30.4634
14.735,18.129,19.897,19.998,24.3845,27.9329,30.2808
14.647,18.323,20.046,20.16,24.4125,27.8215,30.1679
14.811,18.521,20.19,20.317,24.4983,27.7474,30.1131
15.472,19.119,20.745,20.89,24.9217,27.9911,30.3724
16.829,19.643,21.243,21.403,25.3266,28.2682,30.6763
17.893,20.117,21.573,21.769,25.5992,28.4746,30.9347
18.01,20.416,21.735,21.926,24.1145,25.7152,27.649
17.822,20.082,21.169,21.339,23.9116,25.191,27.0911
17.655,20.12,21.138,21.283,23.8983,25.0239,26.8918
17.596,20.104,21.118,21.259,23.8418,24.9438,26.784
17.482,20.03,21.047,21.184,23.772,24.8758,26.7076
17.386,19.965,20.978,21.115,23.748,24.8605,26.7096
17.483,19.927,20.945,21.082,23.8169,24.9638,26.8595
17.758,19.849,20.874,21.017,23.8289,25.0283,26.971
18.264,19.786,20.859,20.998,25.3936,27.706,30.2501
18.934,20.026,21.096,21.266,25.6694,28.1005,30.7518
19.791,20.367,21.695,21.87,26.1193,28.8488,31.6873
20.012,20.945,22.687,22.854,27.1362,30.3652,33.478
19.728,21.141,23.163,23.325,27.4575,30.9917,34.2156
19.075,20.246,22.496,22.639,27.3588,31.3857,34.7051
18.02,19.356,21.797,21.917,27.0593,31.555,35.0675
16.995,19.268,21.996,22.086,27.0137,32.7991,36.5995
16.305,21.004,23.221,23.306,29.242,35.022,40.5096
15.821,20.991,23.016,23.097,28.9526,34.3478,39.9727
15.663,21.135,23.123,23.203,28.9913,34.3113,40.0197
15.808,21.463,23.389,23.483,29.0484,34.2165,39.9811
15.962,21.599,23.456,23.563,28.9894,33.9945,39.8554
16.679,22.247,24.046,24.17,29.4072,34.2975,40.292
18.157,23.371,25.083,25.263,30.1302,35.0382,41.2292
19.264,24.326,26.008,26.19,30.7498,35.6663,42.0286
19.316,24.382,25.907,26.083,29.6905,33.0775,38.7738
18.969,23.816,25.079,25.236,29.3173,32.1529,37.8114
18.514,23.389,24.531,24.668,29.0335,31.621,37.1635
18.318,22.895,24.231,24.346,28.7567,31.2782,36.6605
18.036,22.788,24.123,24.233,28.6108,31.1078,36.3789
17.811,22.69,23.91,24.019,28.5048,30.9842,36.1987
17.619,22.622,23.737,23.843,28.5424,31.0257,36.2267
17.816,22.35,23.467,23.58,28.4829,30.9931,36.191
18.436,22.374,23.841,23.955,29.5517,33.3449,39.1081
19.31,22.702,24.206,24.326,30.105,34.0571,40.0092
20.405,23.339,24.953,25.079,31.0788,35.4583,41.7222
20.934,23.861,25.57,25.698,31.7294,36.5247,42.9599
20.705,24.415,26.204,26.355,32.0618,37.25,43.8155
20.067,23.973,25.942,26.084,32.2696,37.8161,44.7858
18.957,23.752,25.758,25.877,32.4249,38.3549,45.7317
17.767,23.876,26.172,26.29,32.7804,39.7579,48.4809
16.982,23.473,26.021,26.131,32.8472,39.758,49.2809
16.566,23.572,25.846,25.96,32.7666,38.9581,49.1081
16.431,23.793,25.994,26.109,32.788,38.9586,49.8326
16.381,24.24,26.323,26.463,32.7271,38.7166,49.9681
16.58,24.535,26.483,26.647,32.6329,38.4318,49.5732
17.212,25.453,27.284,27.479,32.608,38.1753,49.2509
18.6,26.41,28.169,28.392,32.6837,38.3266,49.2339
19.372,26.428,28.143,28.357,32.6274,37.9223,47.8009
19.006,25.258,26.806,26.996,30.5164,34.8502,41.6688
18.51,23.65,24.904,25.062,28.4359,31.1434,36.4439
18.205,22.402,23.511,23.641,27.6638,29.7634,34.3152
18.056,21.757,22.989,23.114,27.4322,29.3724,33.5364
17.815,21.545,22.849,22.976,27.3068,29.1539,33.0266
17.648,21.257,22.67,22.804,27.2123,28.9998,32.7059
17.567,21.105,22.508,22.643,27.1522,28.931,32.5765
17.704,20.833,22.216,22.359,26.9508,28.7537,32.3763
18.283,21.159,22.769,22.909,28.7913,32.1709,36.576
18.989,21.257,22.903,23.045,29.0876,32.6103,37.1755
19.822,21.56,23.259,23.4,29.5753,33.4514,38.263
20.029,21.784,23.506,23.645,29.6107,33.6346,38.4721
19.73,22.127,23.927,24.065,29.9838,34.2357,39.081
19.055,21.496,23.378,23.508,29.6307,34.1054,38.9342
18.015,20.68,22.658,22.78,28.986,33.7227,38.4963
16.865,20.402,22.564,22.676,28.7911,34.0366,38.7484
15.998,15.988,17.542,17.651,21.4904,24.9469,28.1792
15.456,15.763,17.21,17.317,21.1055,24.3051,27.5159
15.142,15.679,17.087,17.192,20.9204,24.0583,27.2533
15.038,15.838,17.203,17.311,20.9101,23.9359,27.0901
15.079,15.821,17.15,17.263,20.7764,23.6726,26.7628
15.311,16.304,17.596,17.722,21.1085,23.8792,26.937
15.786,16.813,18.074,18.212,21.51,24.2031,27.2728
16.288,17.058,18.336,18.489,21.8816,24.5152,27.539
16.931,16.892,17.851,18.061,20.6786,22.3569,24.8305
17.041,16.711,17.476,17.682,20.266,21.6314,23.7618
16.995,16.461,17.144,17.351,19.8494,21.0527,23.0371
16.824,16.052,16.724,16.923,19.3136,20.4638,22.3628
16.669,15.71,16.379,16.57,18.8994,20.0226,21.8642
16.581,15.465,16.127,16.313,18.6131,19.7154,21.5196
16.577,15.378,16.039,16.219,18.5283,19.6294,21.4163
16.663,15.398,16.063,16.242,18.5344,19.6466,21.4219
17.063,15.623,16.57,16.717,19.7933,21.6943,24.0084
17.744,15.898,16.868,17.017,20.1342,22.1104,24.4863
18.394,16.353,17.39,17.542,20.7545,22.9389,25.4192
18.312,16.775,17.774,17.927,21.2068,23.5839,26.1288
17.912,17.268,18.331,18.509,21.4751,24.0378,26.6393
17.29,16.715,17.995,18.155,21.3696,24.1271,26.8463
16.493,16.048,17.55,17.691,21.2131,24.1807,26.9529
15.66,15.855,17.615,17.737,21.3199,24.6863,27.5106
14.895,15.603,17.237,17.342,20.9303,24.3633,26.8884
14.5,15.342,16.793,16.911,20.4229,23.3127,25.9061
14.347,15.334,16.741,16.863,20.2359,23.0135,25.5594
14.235,15.324,16.687,16.813,20.0969,22.7591,25.2845
14.285,15.519,16.836,16.974,20.127,22.67,25.1866
14.587,15.937,17.219,17.369,20.4366,22.8943,25.4187
15.102,16.358,17.646,17.83,20.8817,23.3217,25.9403
15.488,16.813,17.935,18.146,20.4027,22.4418,24.892
15.754,16.682,17.437,17.659,19.7208,21.1203,23.068
15.779,16.18,16.82,17.037,19.0819,20.1533,22.0688
15.732,15.563,16.179,16.377,18.6072,19.6098,21.4171
15.683,15.295,15.894,16.068,18.4211,19.3946,21.1432
15.493,15.295,15.885,16.054,18.3843,19.3393,21.0554
15.329,15.224,15.815,15.979,18.3322,19.2877,20.988
15.254,15.145,15.739,15.903,18.246,19.2127,20.8991
15.548,15.318,16.244,16.394,19.1794,20.9025,22.9222
16.186,15.626,16.574,16.725,19.5398,21.3322,23.399
16.671,16.142,17.154,17.31,20.2333,22.2358,24.4128
17.636,16.943,17.88,18.061,21.1085,23.3514,25.6888
17.837,17.168,18.333,18.491,21.5811,23.9657,26.3517
17.334,16.721,17.927,18.077,21.2838,23.7814,26.0884
16.477,15.893,17.164,17.304,20.5317,23.168,25.3831
15.54,15.636,17.033,17.163,20.3247,23.2751,25.4124
14.733,17.733,19.603,19.709,23.3796,27.0241,29.0151
14.204,17.383,19.126,19.23,22.8262,26.1083,28.0614
14.044,17.134,18.846,18.947,22.4642,25.6469,27.5682
14.016,17.215,18.876,18.989,22.3391,25.3739,27.2669
14.188,17.361,18.97,19.095,22.3681,25.2544,27.1588
14.746,18.14,19.65,19.816,22.8273,25.561,27.5044
16.166,19.543,21.049,21.25,23.4526,26.1045,28.154
17.761,20.284,21.918,22.111,24.1336,26.7515,29.0587
17.882,20.848,22.363,22.556,24.6917,26.7375,28.984
17.388,20.425,21.545,21.726,23.6146,24.8412,26.561
16.872,19.646,20.619,20.771,22.9577,23.8408,25.5393
16.563,18.855,19.798,19.934,22.2995,23.1114,24.6823
16.202,18.451,19.391,19.51,21.9289,22.708,24.2019
16.089,18.266,19.199,19.314,21.7106,22.4676,23.925
15.915,18.136,19.066,19.18,21.6025,22.3636,23.8129
15.85,17.964,18.893,19.01,21.4322,22.2159,23.6579
16.166,17.799,18.727,18.848,21.748,23.5602,25.2616
16.734,17.431,18.73,18.856,21.9405,23.8465,25.6048
17.217,17.728,19.109,19.239,22.4644,24.6323,26.4803
18.219,18.422,19.857,19.99,23.337,25.7786,27.7263
18.606,19.201,20.738,20.875,24.2383,26.8969,28.8974
17.918,19.035,20.645,20.776,24.3996,27.2942,29.347
16.864,18.528,20.227,20.351,24.1153,27.2739,29.3267
15.603,18.318,20.188,20.304,24.0315,27.6739,29.7019
14.789,17.389,19.194,19.3,22.8903,26.4097,28.2917
14.293,17.231,18.912,19.018,22.5616,25.7354,27.5979
14.08,17.105,18.756,18.86,22.3492,25.4324,27.2765
13.962,17.166,18.769,18.884,22.2148,25.1532,26.9685
14.02,17.206,18.755,18.881,22.0988,24.8787,26.6803
14.609,17.987,19.461,19.629,22.2891,24.8932,26.6812
15.926,19.067,20.488,20.686,22.6215,25.1023,26.898
17.544,19.67,21.064,21.261,22.9711,25.3907,27.2377
17.593,19.926,21.192,21.383,22.8142,24.4871,25.941
17.118,19.174,20.212,20.375,21.6221,22.6229,23.9561
16.856,18.568,19.504,19.642,20.9231,21.6353,23.0195
16.64,18.061,18.985,19.11,20.5534,21.2223,22.5382
16.558,17.725,18.653,18.764,20.744,21.3979,22.6752
16.536,18.098,19.018,19.128,21.1025,21.7423,23.001
16.371,17.919,18.837,18.942,21.3027,21.9507,23.2096
16.335,17.6,18.517,18.627,21.1377,21.8111,23.0684
16.757,17.884,19.104,19.22,22.0082,23.6993,25.2317
17.161,17.744,18.989,19.109,21.9952,23.7814,25.3742
17.215,17.701,19.025,19.151,22.1646,24.2036,25.8789
18.046,17.844,19.249,19.375,22.4277,24.7049,26.4178
18.333,17.892,19.364,19.489,22.4746,24.9354,26.6376
17.699,17.203,18.741,18.859,22.0423,24.7132,26.4226
16.601,16.621,18.241,18.35,21.6255,24.5383,26.2127
15.457,16.381,18.164,18.264,21.4699,24.8442,26.4683
14.626,16.167,17.988,18.072,21.0005,24.2786,25.7436
14.102,16.153,17.852,17.935,20.8201,23.7612,25.2055
13.827,16.19,17.859,17.939,20.7684,23.6208,25.0442
13.775,16.243,17.864,17.956,20.6294,23.3415,24.7392
13.858,16.307,17.876,17.979,20.546,23.106,24.4957
14.417,16.749,18.276,18.394,20.7783,23.1683,24.5495
15.733,17.472,18.822,18.992,21.1046,23.3761,24.7689
17.222,18.18,19.509,19.678,21.5137,23.7346,25.194
17.256,18.644,19.867,20.034,21.0171,22.2755,23.3212
16.737,18.265,19.282,19.429,20.6655,21.456,22.6448
16.32,17.847,18.766,18.892,20.3426,20.976,22.1047
16.072,17.331,18.239,18.352,20.0007,20.5928,21.6617
15.784,17.092,17.999,18.098,19.734,20.3098,21.3416
15.627,16.96,17.86,17.957,19.5951,20.1575,21.174
15.423,16.853,17.751,17.847,19.5226,20.0932,21.1117
15.311,16.688,17.586,17.685,19.378,19.9768,20.9991
15.591,16.605,17.502,17.605,20.0042,21.5925,22.9212
16.158,16.394,17.683,17.791,20.3356,22.0273,23.4297
16.657,17.202,18.302,18.436,21.0056,22.9708,24.4946
17.663,17.975,19.243,19.385,21.6987,23.9282,25.5427
18.106,18.306,19.774,19.914,22.3067,24.813,26.4741
17.542,17.533,19.169,19.28,22.3886,25.122,26.8048
16.508,17.142,18.863,18.967,22.1965,25.1985,26.8702
15.337,16.889,18.783,18.878,22.0683,25.5724,27.2226
14.52,17.307,19.128,19.23,22.7771,26.4131,28.3266
14.139,17.265,18.959,19.061,22.6036,25.9033,27.8329
13.917,17.28,18.946,19.048,22.5744,25.7992,27.746
13.85,17.515,19.137,19.251,22.6476,25.7413,27.6876
13.94,17.806,19.377,19.504,22.8298,25.7805,27.7453
14.585,18.553,20.086,20.23,23.432,26.2292,28.2278
16.03,19.645,21.154,21.354,24.1742,26.8845,28.978
17.499,20.363,21.93,22.125,24.8393,27.5336,29.7985
17.391,20.899,22.273,22.471,24.4272,26.414,28.3422
16.853,20.358,21.452,21.629,23.4671,24.7174,26.4005
16.53,19.678,20.658,20.808,22.8497,23.7407,25.4656
16.335,19.068,20.057,20.183,22.5396,23.3635,24.9826
16.146,18.585,19.567,19.685,21.9453,22.7307,24.2588
15.976,18.323,19.296,19.411,21.6475,22.4056,23.8845
15.801,18.215,19.185,19.298,21.5564,22.3139,23.7754
15.652,17.945,18.876,18.989,21.3164,22.096,23.548
15.995,17.849,19.086,19.207,22.196,24.0302,25.7618
16.51,18.023,19.286,19.412,22.5212,24.4597,26.2666
17.042,18.51,19.857,19.992,23.3175,25.5476,27.501
18.015,19.151,20.588,20.727,24.2169,26.7391,28.8286
18.37,19.45,20.913,21.074,24.4252,27.1466,29.2689
17.704,18.691,20.271,20.405,24.1038,27.0501,29.2044
16.577,18.041,19.704,19.83,23.6183,26.8111,28.9297
15.585,17.734,19.564,19.68,23.3847,27.0446,29.1058
14.805,17.13,18.877,18.981,22.5032,26.0121,27.8931
14.412,17.02,18.646,18.749,22.2385,25.4082,27.28
14.204,16.951,18.547,18.648,22.0793,25.1573,27.0061
14.05,17.035,18.581,18.692,21.9442,24.8702,26.6738
14.145,17.135,18.627,18.749,21.8761,24.6401,26.4204
14.535,17.923,19.392,19.557,22.1749,24.7648,26.5338
15.842,19.007,20.424,20.619,22.578,25.0457,26.822
17.301,19.599,20.989,21.182,22.952,25.3579,27.1816
17.486,19.844,21.105,21.291,22.6456,24.3046,25.7209
17.252,19.262,20.301,20.464,21.7382,22.7473,24.0612
16.996,18.633,19.569,19.707,21.2568,21.9499,23.2988
16.751,17.942,18.863,18.985,20.7856,21.4209,22.6774
16.394,17.337,18.483,18.592,20.3898,20.9933,22.1814
16.176,17.1,18.238,18.343,20.1127,20.6913,21.8451
15.963,17.015,18.15,18.253,20.0441,20.6236,21.7685
15.869,16.883,17.788,17.887,20.0306,20.6326,21.7726
16.035,17.012,18.172,18.281,20.9285,22.5689,24.0231
16.402,17.298,18.485,18.599,21.3673,23.1138,24.6455
16.626,17.754,19.023,19.145,22.093,24.1154,25.768
17.307,18.109,19.46,19.585,22.616,24.8939,26.6159
17.684,18.239,19.656,19.78,22.7453,25.2048,26.9185
17.145,17.705,19.187,19.303,22.4595,25.1262,26.845
16.196,17.146,18.709,18.816,22.0572,24.9613,26.6409
15.058,16.898,18.623,18.72,21.8753,25.2321,26.8507
14.141,13.367,14.595,14.688,16.866,19.2528,20.4432
13.531,12.989,14.122,14.213,16.339,18.4893,19.6533
13.195,12.711,13.814,13.902,15.9724,18.0613,19.2008
13.074,12.671,13.736,13.828,15.7841,17.7697,18.875
13.1,12.683,13.707,13.803,15.6847,17.5611,18.6483
13.353,12.931,13.915,14.023,15.789,17.5558,18.6424
13.822,13.216,14.171,14.29,15.9724,17.6645,18.7626
14.58,13.529,14.438,14.568,16.3116,17.9784,19.1365
15.234,13.899,14.654,14.832,15.7703,16.7364,17.8101
15.901,13.778,14.395,14.575,15.727,16.5008,17.5801
16.126,13.662,14.246,14.414,15.6517,16.3307,17.4003
16.143,13.566,14.145,14.306,15.504,16.1567,17.1918
15.957,13.471,14.05,14.205,15.3912,16.0359,17.0519
15.761,13.341,13.917,14.067,15.2637,15.903,16.9111
15.562,13.223,13.801,13.946,15.1719,15.8173,16.8246
15.4,13.127,13.707,13.853,15.0721,15.7305,16.7332
15.635,13.068,13.83,13.951,15.8004,17.067,18.2199
15.978,13.4,14.073,14.196,16.061,17.3922,18.5884
16.104,14.084,14.785,14.931,16.4752,17.9805,19.2386
16.429,14.576,15.394,15.54,16.8144,18.4929,19.7964
16.388,14.901,15.834,15.977,17.0314,18.8723,20.1945
15.881,14.382,15.439,15.569,17.2504,19.2373,20.5731
15.123,14.206,15.326,15.437,17.706,19.8635,21.1874
14.303,14.506,15.751,15.855,18.1328,20.6178,21.9184
13.635,13.735,14.97,15.073,17.3701,19.8683,21.24
13.209,13.399,14.54,14.642,16.9176,19.1881,20.5575
12.866,13.163,14.273,14.373,16.6121,18.828,20.1897
12.71,13.191,14.264,14.369,16.5071,18.6249,19.9664
12.702,13.262,14.295,14.403,16.4825,18.4964,19.8365
12.906,13.673,14.656,14.777,16.7562,18.6664,20.0221
13.351,14.285,15.186,15.336,17.113,18.9539,20.3358
13.957,14.861,15.734,15.909,17.6089,19.4321,20.8932
14.656,15.196,15.978,16.176,17.3082,18.6918,19.9995
15.261,14.881,15.519,15.715,16.8426,17.8015,19.047
15.561,14.496,15.064,15.256,16.7746,17.4998,18.7902
15.72,14.233,14.784,14.946,16.4468,17.1257,18.3417
15.459,13.876,14.424,14.577,16.0073,16.6544,17.8033
14.941,13.329,13.871,14.018,15.4079,16.0283,17.1319
14.629,12.909,13.451,13.592,14.9834,15.5975,16.6806
14.448,12.72,13.265,13.405,14.7772,15.3985,16.4672
14.747,13.243,14.03,14.153,15.9405,17.2285,18.4314
15.202,13.942,14.748,14.874,16.6834,18.0393,19.2895
15.64,14.768,15.634,15.765,17.6665,19.2202,20.5687
16.408,15.184,16.112,16.245,18.2427,19.9937,21.431
16.73,15.268,16.243,16.375,18.3296,20.2117,21.6545
16.208,14.836,15.871,15.996,18.1339,20.1529,21.5997
15.505,14.322,15.428,15.545,17.797,19.976,21.3996
14.647,13.933,15.161,15.272,17.5367,20.036,21.4384
13.959,15.957,17.697,17.784,20.8125,24.0493,25.547
13.545,15.791,17.41,17.496,20.4655,23.3638,24.8303
13.298,15.596,17.184,17.267,20.1721,22.9782,24.4162
13.219,15.682,17.222,17.316,20.0598,22.723,24.1266
13.304,15.816,17.305,17.41,20.0441,22.5545,23.9444
13.865,16.673,18.065,18.211,20.2609,22.6047,23.9875
15.11,17.743,19.087,19.262,20.5648,22.7893,24.1783
16.43,18.291,19.611,19.784,20.9185,23.0795,24.5077
