ic-1,ic-2,ic-3,ic-4,ic-5
3716.2,3265.4,6022.3,8408.4,7628.4
19265.8,4738.1,6125.2,14451.7,3600.3
9367.2,5787.1,12212.6,6493.1,9086.9
2448.7,8230.4,5690,12178.6,5126.7
6978.5,3948.4,9761.7,1974.2,6955.9
6879.6,4557.1,116173.2,10646.9,13964.6
50055,3402.2,16955.6,11816.6,28352.1
7840.7,4899.2,10233.2,3212.4,10502.4
850.7,3402.2,3674.4,3975,8842.8
7855.3,13014.6,12051.8,7658.9,4522.8
2210.7,7707.7,6441.7,2648.3,623.9
2629.7,3.8,213.1,9263.9,5073
2493.3,9119.4,13027.4,5955.2,9749.3
1405.8,10466.6,3616.6,4668.2,1969.8
2199.1,2526.5,1736.1,12618.5,11558.8
126.7,473.7,4378.5,6892.6,8842.8
4926.7,5136.4,3445.3,18038.5,38553.2
4035.5,4547.7,11947.3,10232.4,26474.7
10551.4,6840.5,4011.7,13165.2,13413.5
2086.6,9713.8,3158.1,2728.6,28532.8
6530,21708.8,2526.5,229.9,1659.1
6207.7,14775.3,22384.4,5368.9,3665.2
445.3,5028,5485.2,11289.5,10076
14176.8,2052.8,691.3,4581.4,11948.5
4986.5,5307.2,6955.2,14900.3,15055.3
17,6511.2,1507.8,26897,9126.4
17226.2,1815.1,1099.5,6597.3,9603.2
100.7,2817.5,9474.4,9629.4,14882.3
901.6,4029.5,6363.6,12320.5,4841.4
3665.2,3730.4,4514.7,8993.9,17882.3
18529.2,7777.9,7472.3,8719.3,8505.6
0,6823,7804.6,11895.8,21685.1
3947.7,14558.1,9095.5,9625,3363.3
7330.3,6539.1,4609.7,8803.3,13515
5599.9,4054.3,3402.2,6839.5,1020.7
5104.3,7240.8,12147.5,1513.7,1832.6
9734.6,16422.4,3789.8,6124,5983.9
2369.1,6056.4,1306.4,1832.6,7950
741.3,2663,14218.5,6981.2,5811
1020.9,4538.1,5371.9,15336.9,40677.6
76314.5,11427.5,3811,6316.3,7476.9
5997.5,4248.4,5964.4,11610.9,8035.9
5023.6,3838.6,5753.5,20413.3,2526.5
1706.9,2257,3674.4,4795.2,8084.9
1649.3,10007.8,6629.3,15393.7,21764.1
163.3,14709.8,2981,16151.7,13893.9
195.6,23590.7,8558.1,5167.9,3494.7
8366.6,1625.6,16933.3,2893.5,5053
2136.2,4082.7,1701.1,3487.5,4738.1
274.9,1.8,2828.3,2267.4,9333.6
4737.2,1742.1,6157.9,2652.5,33224.2
4726,3402.2,9145.1,951.8,3727.5
1994.4,1105.4,9474.4,9604.5,13722.3
2381.6,3789.8,5560.4,7875.9,13645
7006.7,4411,8236.5,510.4,2686
3158.7,9242.5,5146.7,5324.6,9753.7
2959.4,8862.9,19464,3410.4,9314
66,3498.6,12367.2,10555.7,5513.6
1633.1,4021.3,3707.7,7168.1,8969.5
379,3512.3,7080.6,1894.9,8852.6
11175.1,5684.7,7367.3,5791.9,14021.5
4847.2,7374.9,4093,9437.2,11435.6
18026.2,379,4718.5,26616.2,3700.4
2932.1,537.2,1979.7,1496,3913.8
2606.4,3490.6,6862.6,4175.1,4899.2
2763.9,8038.5,73545.2,5760.5,7264.9
5270.8,18721.3,5497.7,6724.6,5922.1
4082.7,4410.4,7240.8,5219.2,2199.1
11280.9,7426.1,573.4,7896.9,13951
5281.4,4105.6,1701.1,11785.8,7415.6
8206.1,11207.6,6442.6,6063.6,7537.9
8528.6,9907.5,2721.8,6728.7,5723.3
2033.9,5372.3,19447,3961.9,5788.9
1736.1,9291.1,6804.4,3158.1,12070
7435.9,2442.2,1921.8,7268.7,13014.3
9716.7,4547.7,3765.5,958,13094.3
2783.6,12424.1,710.8,12334.1,5235.9
6269.8,21890.7,8689,14852.3,25721.7
366.9,6202.9,5116.2,8370.3,12859.2
3266.1,16583.5,6252,8041.3,7434.8
12971.7,7254.5,13121.7,19427.2,10613.1
3940.1,5079.8,16363,3593.2,3469.4
14313.2,7421.6,9691.6,6878.9,18569.9
8059.4,4741.4,17737.5,12629.2,19055.6
663.2,1937,8442.8,9110.5,7011.1
136.1,5368.8,4519,5651.4,11915.4
821.1,1436.9,2448.2,2268.3,13448.1
3340.2,13218.6,9779.9,1879.3,14836.4
5053,293.2,29438.2,4463,27338.4
5103.7,22913.6,2146.4,13194.1,11899.4
439.8,5223.9,1099.6,6947.9,16556.5
6459.8,6857.2,8471.5,4964.2,7822.6
10288,8620.6,10703,9642.3,11609.3
3451,6442.6,1894.9,4286,1761.9
9718.5,12280.1,3789.8,4418.5,3900.2
326.6,8855.6,11515.8,15455.5,2721.8
5715.7,10631.4,5172.6,14470.1,7549.5
8671.4,17,7096.2,10800.9,8337.5
3537.2,2999.2,6178.7,17401.4,3575.9
219.9,9739.8,3311,6737,7872.4
3062,7957.1,22818.6,758,5515.3
2272.8,16307.4,5120.9,14364.4,6171.8
5104.3,4895.1,9973.1,6124,879.6
2148.8,5195.1,4082.7,7873.7,20355.9
3041,17462,3402.2,6597.3,38643.4
7209.7,18244,18849.2,9636.4,9421.6
2962.9,2893.5,13307.5,2041.3,8792.7
157.9,4547.7,5222.4,7999.5,9571.3
4029.7,4752.4,2842.3,1020.7,20938.4
1894.9,8776.3,7150.6,14891.2,17962.5
671.6,3402.2,1579.1,1942.2,12456.8
529.8,8206.5,13754.7,8818.1,9674.3
2891,8103.5,2526.5,12157.8,947.4
4415.3,3079.4,4509.6,16742,15236.8
1410.7,680.4,5636.2,6419,9761.5
8057,5445.8,1813.7,4704.2,7538.4
4398.2,11630.9,4413.2,3668.1,2306.7
81480.2,5307.5,4082.7,3158.1,843
162.6,1136.9,15377.8,8981.9,14699.8
4639.4,6480,10042.9,6451.7,10015.7
9995.9,25534.4,10469.6,16862.5,6473.3
13371.8,1579.1,12406,3399.1,2996.3
1016.6,7978.5,2558.6,14936.1,9757.8
7651.9,4398.2,29939.5,12073.1,9282.1
5644,6373.9,3789.8,3201.4,9855.2
1099.5,7479.8,28012.1,5709.4,10864
3490.6,15719,10342.8,1242.8,16162.6
9476.2,632,2446.8,5245,10614.9
816.5,3402.2,13446.5,7513.9,9079.6
8906.3,10435.7,14701,6947.9,8975.8
3668.1,9162.9,2277.7,10262.4,7995.8
6124,4032.9,10677.7,6876.2,14588.4
1466.1,4576.1,13429.8,13664.8,19172.7
69.6,2497.4,9649,37115.2,5511.6
15443.4,6988.4,9000,2561.5,2084.4
3125.8,3588.3,4968.8,7116.5,28629
3800.9,3384.6,5388.1,1955.7,8694.1
2199.5,10675.4,7454.9,11453.4,9651.1
183.3,6448.8,9651.1,13363.9,5368.8
850.6,1360.9,8679.6,6132.7,7895.4
2591.5,586.4,9410.5,4343,10077.2
154.2,8589.7,4372,16278.9,10952
3228.6,9165.8,6579.6,537.3,28892.5
6316.3,3878.5,10094.6,3665.2,10872.8
2932.1,4591.5,3130.9,9576.9,3204.4
1374.4,4095.5,4971.2,6010,15796.3
1466.1,9474.4,15262.5,8165.3,1200.1
435.8,6585.8,5103.3,13218.7,6426.7
3095.3,3675.7,5796.8,4989.9,37410.6
3801.3,10564,11860.6,4737.2,12222.5
1832.6,51018.2,4263.5,5007.1,40771.2
11611.2,7543.2,18459.9,8324.2,17133.7
1776.8,3745.7,7395.4,3763.8,14830.1
12869,3883.1,4419.9,11460.8,21174.5
1902.9,3964.4,4202.5,10065.9,9772.8
1701.1,3158.1,4370.4,7105.4,20788.3
3793.5,3486.6,14263.4,14899.8,3948.4
11076.2,4052.4,6199.1,10444.7,4484.7
5268.9,6986.7,2176.2,18123.2,9905.1
3665.2,10454.5,7032.7,4676.5,11977.7
3684.9,157.9,3789.8,1284,10611.4
1099.6,9547.1,4398.2,659.7,1890.9
75.8,8649.7,10377.8,813.3,10349.3
1342.8,8391.8,1894.9,3474,4540.1
3927.5,2742.4,2721.8,23815.6,13194.6
6532.3,5684.7,2526.5,4130.7,13020.9
3358.1,10736.1,6279.7,4397.9,4135.3
4200.9,4826,4082.7,12243.5,11524
3414.7,1099.6,10272.9,8261.7,4490.8
20.4,1666.8,4417.7,10483.9,8098.2
3665.2,6124,13934,19187.8,3674.4
918.6,8165.3,4601.7,7249.8,9413
733,4894.6,3158.1,10456.8,28682
6315.6,4899.2,3948.4,19808.9,8378.8
12486.5,15881,6511.5,2857.9,9063.7
231.5,3665.2,8759.8,3158.1,6442.6
577,3738,4082.7,3759,3267.4
795.2,4354.9,4295.1,5077.4,16794.7
4592.6,3789.8,5040.3,2457.1,8090.6
2171.6,3948.4,6202.6,30258.6,8306.7
102.1,2792.9,19518.5,9402.3,9773.6
1475.2,6341.6,25747.6,15541.7,10971.2
3742,1574.6,3932.2,16830.3,2210.7
3369.5,2526.5,7627.3,1263.3,4078.8
2093,10810,5103.3,15269.1,8375.6
3661.1,7623.3,10206.7,10428,15954.7
1895.2,11650.8,3474,1547.5,11695.8
5148.1,5684.7,19730.1,1871.2,3665.2
11227.5,6403.5,16209,14371.5,4764.7
11997.5,27172.4,9458.2,2381.6,6794.1
4108.8,10048.7,4473.3,7958.5,9874.6
5802.8,7690.8,2951.9,12321.9,5053
3789.8,21080.1,2008.6,4926.7,15732.1
26783.5,653.9,7059.1,6810.8,3030.4
3936.4,9999.3,9529.7,4696.4,10675.3
2560.8,14132.8,2686,7844.8,9035.4
6811.4,5307.5,219.9,6937,781.9
201.6,10768.4,6089.9,12112.4,1579.1
47.7,2041.3,14898.2,2052.8,26416.6
5298.1,5787.1,7639.5,5305.7,9158.6
3145.5,3155.5,7921,10464.1,1794.2
2115.1,3707.4,1515.9,3340.1,15281.3
1020.7,31389.4,29315.8,7913.1,5133.1
16312.6,159.9,5518.6,13422.1,1358.8
17607,7949.5,28578.7,10707.3,8260
3115.4,7135.7,5367.7,6626.9,8057.3
8848.3,3184,6924.9,4422.9,21990.9
3885.1,4737.2,7298.8,4948.6,9885.5
394.8,4568.2,6266.3,11132.4,6706.2
1224.8,6428.9,4496.4,7484.9,21610.8
797.7,6045.8,12670.7,9474.8,8066.2
6559.8,2041.3,3123,15911,5587.1
733,665.1,21657.8,789.7,13429.8
879.6,0,6741,24840.8,5715.7
5115,7550.1,23279.4,7579.6,6651.2
2041.7,951.5,14687,3979.3,6147.3
2126.8,6063.6,14074.8,12243.2,5438.5
20742.4,5868.1,7718.3,1583.2,6729.7
4082.7,8492.4,3000.2,9973.1,17054
379,1136.9,3158.1,1263.3,3454.4
1466.1,9355.8,7330.3,15120.2,4547.7
7265,7348,7843,10788,17590.8
1310.5,11967.7,4144.2,15298.7,4944.7
26041.9,7291.6,4896,4737.2,3789.8
11811.8,10946,4217.5,3410.8,15914.3
850.7,7400.4,15494.7,9324.3,7872.4
1795.9,2373.2,6046.2,3563.4,4069.1
3117.2,429.8,2642.2,9965.3,8411
1321.1,3765.2,9767.3,6426.2,8429.2
5372.9,7055.9,12567.6,7377.1,9208.9
2199.1,1587.3,7601.7,11421.4,5368.8
1308.9,7872.4,3158.1,7657.8,14033.1
4764.7,7705.9,1421.2,8382.9,17054
1466.1,3726.6,400.7,8950.8,19175.7
106.7,13444.6,4421.4,7144.7,8176.6
8643.2,1579.1,14176.8,7146.9,4740.7
189.7,5684.7,5132.9,3789.8,11530.2
5277.8,3788.4,2721.8,9701.5,8066.3
5242,7308.3,11915.3,5679.5,12777.1
7342.4,5053,23505.5,6503.4,5998.7
170.1,694.8,8890.7,4168.8,20526.2
816.5,4158.7,17731,8842.2,5026.5
1897.5,18614.7,3948.4,3298.6,16201.2
3402.2,45563.9,8376.7,29317.8,15929.7
3402.2,16237.9,10352.5,3789.8,12441
3210.2,4082.7,26177.6,8146.7,5864.3
1391.8,7454.9,379,25487.7,3637.9
38627.5,549.8,16083.2,9809.9,12808.6
2041.7,9434.6,5660.4,11116.7,13321.9
42.5,2041.3,16533.9,5740,47069.9
5724.9,3665.2,3445.2,11208.6,11595.1
1434.1,663.2,458.1,6981.2,14284.4
3591.9,5483.1,11847.7,6165.4,7599.3
1515.9,572.3,4421.4,3919.2,2052.8
3789.8,33.1,9920.7,10807.7,18948.9
2211,3283.2,8290.5,28715.3,10066.5
2199.1,15771.5,306,6570,13332.1
4547.7,659.7,859.9,7407.8,6914.7
68044.4,10040.7,3142,2582.8,8289
8680.6,3480.1,2417.4,4693.5,2157.6
1466.1,5145.9,1701.1,3248.2,8463
439.8,7866.7,891.6,16145.9,11306.2
5605.2,3080.1,21871.5,5119.3,16902
11574.2,3832.4,2842.3,7687.2,10060.2
2651.2,4398.2,10298.7,17309,5311.4
14427.6,356.6,13895,4258.7,20209.9
2638.9,3096.2,2652.8,6994.1,13913.4
1157.4,11814.7,2345.4,6948,10249.6
3989.2,1136.9,4398.2,7258.9,12665.8
9897.4,8337.5,10292.2,758,4210.2
5435.3,1894.9,3515.6,1199.9,7666.7
4262.7,6190,1822.8,1360.9,11824.1
3270.7,4961.2,1020.7,16735.2,3789.8
1267.1,3132.3,2041.3,1909.9,3402.2
3889.1,4236.2,6425.9,10993.9,5297.1
9975,3184.8,1038.8,1857,3284.9
20406,4315,2526.5,6312.4,13778.1
2842.3,5193,7330.7,6141.6,6821.6
397.1,489.9,4547.2,7585.9,6316.3
11907.8,0,5684.7,19754.6,7235.7
1894.9,6250.5,947.4,10713.8,2076.3
1059,1343.9,157.9,5204.7,9211.2
847.3,11774.9,255.2,14074.2,6063.6
189.5,439.8,1722.6,10870.2,7813.4
13.9,10463.3,3169.3,11874.6,11907.8
1235.7,2857.9,4899.2,11261.7,28667.4
1020.7,6971.6,6380.4,12172,1136.9
2952.6,10263,6518.4,3158.1,8646.5
187.1,4031.7,19549.6,6799.8,3410.8
4200.7,9290.8,4422.9,7638.9,5861.9
6451.7,3952.7,3079.2,11468.4,15625.5
3414.8,12855.6,24877.2,7788.5,3789.8
28428.6,88,3789.8,3222.8,13423.7
510.3,6333.4,13942.2,10504.7,1655.1
510.3,4209.9,8132.9,9632,4889.3
6539.5,3318.9,1281.3,7832.2,8616.8
170.1,8649.6,5430.2,3873.9,12876.7
1515.9,6057.6,7548,5077.4,8148
75795.5,6124,7297.8,10646.4,7463.3
6124,11471.6,8077.1,13530.2,10788
7107.2,11307.8,6317.2,4904.9,2290.3
4639.4,19495.8,4326.7,16589.1,5307.5
8511.1,1263.3,2585.7,5977.7,7504.6
634.8,9474.4,3232.1,5497.7,6253.1
592.3,5112.3,4737.2,3665.2,5716.2
3158.1,7067.9,10206.7,7142.7,14022.2
1099.5,1871.2,3251.2,5289.7,25231.2
2164.6,2706.8,24077.3,1224.8,3789.8
20161.9,130.5,4043.7,10649.8,7644.7
8838,1974.2,3336,9767.3,9386.3
1701.1,1061.4,8300.6,16373.4,5894.2
2686.5,6110.5,12776,15991.1,19120.5
1256.8,2273.9,10994.1,6008.4,8825.2
8140.2,7479.8,15542,8612.7,11550.2
366.1,1800.1,9797.6,6903.6,5429.4
2692.1,4243.3,5886,5684.7,1315.5
3842.1,2444,16369.2,8401.6,9268.7
3949.4,6808.3,4737.2,11435.4,7479.7
11574.2,556.7,3638.2,5684.7,10106
5163.8,10324.1,1633.1,11230.1,3644
6558.7,12508.9,2273.9,16393.1,13024.5
2342.1,323.3,4844.2,4671.7,17363.7
2155.8,947.4,4557.5,27303.3,5598.1
5227.7,5555.6,9678.5,10195.9,2386.5
4450.3,7464.8,6379.2,4578.8,7320.7
194.7,3789.8,7880.5,3155.6,8987.1
3768.9,897.6,7896.5,14363.4,13193.4
4297.5,3742.4,7946.4,6906,3232.1
733,748,14986.4,15822.6,9285
682.7,5405.4,9360,9068.9,21412.2
11132.6,3142.2,8931.9,5116.1,5205
2999.7,10543.2,1894.9,7429.4,2526.5
2041.3,10185.3,15669.5,11356.6,6104.4
4547.7,2602.3,4192.7,11680.6,1832.6
4212,2947.5,6990,7530.8,2381.6
1496.2,4818.6,7163.9,15081.8,19121.7
2912.6,6597.3,1571.5,7112.6,1989.6
5855.6,5684.7,4894.6,7812.2,11174
6671.5,6126.8,9271.3,7484.9,2005
4083.9,1020.7,7253.9,9219.6,15628.8
4421.9,5370.4,5383.3,10660.7,13164.5
663.8,10106.1,3789.8,8772.8,8925.7
4805.1,5072.4,3095.7,6244.4,33594.3
2375.6,4022.6,5354.3,4105.6,1894.9
960.5,379,5091.3,3158.1,18190.9
68,4034.4,14901.7,2926.7,7304.4
623.4,3655.3,3444.1,5957.6,5470.3
6129.9,13630.2,5684.7,10583.9,8316.5
5469.1,4737.2,6680.9,3320.2,5983.9
1064.1,340.2,14609.6,8878.2,10755.6
4838,2163.4,5839.1,6587.9,16482.2
4764.7,510.3,3182.9,10737.7,14091.1
2686,15291.9,7330.3,15114.9,16680.7
40.3,4265.9,15948.6,1514,8653.3
9459.5,8076.4,8631.7,12333.8,12969.1
1579.1,9782.4,5077.6,2153.4,8702.3
4738.1,12889.4,5443.6,947.4,14213.1
134.3,2339.5,4200.1,13608.9,1894.9
1257.8,2210.7,3192.6,7334.6,10042.9
12509.7,11968.9,6347.4,4728.5,15721.9
6124,6462.3,4663.9,3884.4,7064.3
789.5,189.5,2273.9,12396.5,5803.2
9313.6,5794.6,12491,22066,608.4
1769.5,10870.7,35661.4,11332.3,20631.7
2673.6,707.8,4422.9,46011.1,1701.1
10931,3018.3,6944.5,12127.3,3437.2
9432.6,1832.6,4700.2,2210.7,7223.5
816.5,6303.5,2080.1,12553.7,12416
7750.6,1579.1,29260.2,10490.5,14825.9
37904.8,1863.4,6172.6,11807.6,2799.8
1392.6,2126.4,9738,24961.3,10253.4
1894.9,2701.4,3665.2,8957.7,11353.6
5048.1,6263.2,17047,5879.9,6783.1
10423.4,499.8,5362.7,16985.2,18198.2
618.3,7452.5,7868.1,7484.9,23576.9
3158.1,4398.2,3298.6,16375.9,16840.6
2369.1,3427.1,7193.1,87325,6612.7
436.4,2706.8,14577.8,12467,7670.7
1732.5,135.3,3158.1,7939.1,8527
6430.6,6237.6,31743.8,6149.5,18206.3
3782.8,5254.4,4582.1,10835,14592.6
5681.7,3789.8,7447.2,5307.5,17555
1809.5,20016.8,3474,11842.7,9704.1
1343.2,5802.4,8293.2,15076.4,6424.3
11648.1,9474.4,549.8,13165.9,442.3
586.9,289.5,10479.2,11811.5,5922.6
457.4,1428.9,12047.2,3948.4,17883.8
733.4,789.5,3693.6,11517.7,13922.4
4731,3158.1,4910.2,6449.9,3979.3
4082.7,8465,4647.2,15598.4,24768.9
1649.3,366.5,4231.9,789.5,11402.9
777.5,2463.4,6383.4,9685.1,4004.1
30.6,2527.4,263.9,0,9474.4
888.6,2104.8,18573.6,14096.5,5228.6
735.8,53469.2,7328.7,27449.2,12725.7
6857,14887.5,10725.1,4737.2,10369.4
7726,25,6972.9,6032.1,11894.2
5611.4,5813.5,126.3,9163,6869.5
3917.9,21362.9,911.3,8211.2,8684.9
5218.9,3998.4,5685,2257,9069.2
3474,14959.6,1701.1,25037,20523.7
983.8,4277.2,4836.8,8539.8,19459.6
1001.8,9573.6,8281.7,9996.6,16493.5
6821.6,5409.5,12006.6,24087.6,1460.9
81.7,17816.1,8347.8,3378.1,1862.8
2369.1,1682.2,6597.3,24880.3,2955.3
23.7,13547.5,14897.3,189.5,3789.8
22.7,2526.5,7200.6,850.6,32761.6
1020.7,7833.4,8147,7840.7,7579.6
2381.6,8192.3,9474.9,3669.1,7243.3
2141.8,12466.4,2887.2,4350.4,11224.2
4097.3,5131.2,1615.2,394.8,14250.3
236.9,9973.1,4795.5,12144.1,4438
1724.6,3751,4082.7,5079,8710.1
5684.7,4631.9,9381.2,1499.4,11830.3
2410.8,1591.6,7616.1,15075.9,13703.5
10547,1771.3,7539.9,675.5,11681.6
4997.9,48456.2,731.5,17710.7,44363.4
6711,1497,2147.5,13837.2,3646.4
10099.6,1692.9,2735.4,2960.3,8096.3
979.8,3062,1856.1,14387.7,9232.4
1099.5,1084.6,10862.2,9945.9,7598.1
67.2,3158.1,13716.6,3158.2,9474.4
4536.2,3236.3,5727,11668.5,6316.3
255.2,11518.9,11943.6,11641.3,1124.3
2347.2,1579.1,1701.1,6959.6,6988.7
9564.3,9474.4,19270.4,19055,3789.8
16907.2,14648.7,11030.6,9767.3,6126.8
1707.5,1701.1,6597.3,19259.5,8779.7
14424.6,3402.2,4198.4,7992.4,10546.9
1440.3,4735.5,3402.2,203.6,9086.9
1105.6,3600.9,4984.6,9168.9,4775.1
797.5,12893.5,8397.8,7987,5923
7428.5,4165.8,8008.3,2530.5,15499.5
81.7,4719.1,8539.1,12020.3,2955.2
3204.5,1099,3571.4,14134.8,4849
289.4,12765.5,7596.9,10355.1,8223.1
43.4,6654.2,8645,3789.8,7381.3
1135,3589.8,5108.7,7884.8,1625.7
2796.1,2520.2,2308.6,3158.1,4012
23568.1,4162.1,1894.9,15041.4,52782.2
3158.1,3054.6,7147.4,6632.1,2041.3
4987.5,5454.7,2199.1,21535.4,14297.4
4306.6,2667,7501.7,11498,2041.3
36379.5,1263.3,13462.6,7810.9,9380.9
1099.5,6316.3,6015.7,9241.2,7113.6
701.7,16487.4,4398.2,8890.3,3665.2
4102,46053.9,2811.3,3854.2,9004.8
118.4,2041.3,3158.1,13412.7,7338.4
6461,2530.5,5569.4,4033.1,13974.4
1360.9,2576.6,8552.9,9038.7,5838
8997.4,2721.8,1701.1,12097.5,7899.8
274.9,3402.2,20390.9,7598.6,1430.8
3402.9,8087.3,2814.5,8842.8,7212.7
1926.5,5645.1,3987.4,5406.7,8575.3
20856.8,201.2,13052.6,8744.5,3395
520,19718.6,8792.1,8527,6532.3
2932.1,4082.7,5169.7,5083.3,7507.3
26990,1673.8,10602.8,4010.5,1832.6
3402.2,1894.9,9521.2,11245.7,10444.3
3665.2,5091,6253.1,10334.1,3158.1
581.2,6891.9,13874.8,3848.4,6379.5
3402.2,1978.2,1914.1,11214.9,6130.7
884.3,6561.6,3158.1,4398.2,4024.5
9838.1,3585.3,5556.5,3592.8,3783.7
1256.8,5787.1,2652.8,8939.2,7805.7
4630.7,3031.8,9501.5,9118,7622.2
2295.9,5497.7,3915.6,1168.8,4847.5
31053.6,12898,19152,9718.6,8429.2
3665.2,3789.8,9233.2,10802.7,4790.4
439.8,3170,6044.7,1632.4,10485.1
7537.3,239.3,4672.8,17233,9196.7
10970.4,2728.6,5210.2,4848.2,19254.7
4198.3,2841.1,7729.2,9474.4,11437.3
403.2,56788.6,1250.6,17974.8,12773
7579.6,6754.6,644.3,5323.1,8863.7
6229.4,4082.7,4737.2,311.5,12218.8
3402.2,7075,7843,11242.5,5305.7
3202.2,7788.1,5525.9,4547.7,13241
947.3,7520.7,6593,14552.5,9810.4
4738.1,6716.2,5307.5,9747.4,3729.5
927.9,6062.6,4969.5,4164.3,9065.9
1636.5,12032.3,8030.4,5199.8,8438.6
5371.9,7423.3,6947.9,2648.6,4639.3
4082.7,3375.9,39751.6,28959.9,3410.8
118476.7,8632.8,6981.2,6053.7,31354.4
2041.3,4168.8,5103.3,7635.2,6125.1
1319.5,6230.8,236.9,25799.3,7598.5
29698.5,7808.3,7708.3,3789.8,7402
768.5,20756.9,3158.2,18286.5,19212.7
6192,1052.9,3529.5,6947.9,12385.3
4737.2,3062,9508.5,6533.5,27525.7
1326.4,888.6,6153.7,5684.7,12652.2
789.7,4071.8,7192,4731.1,5368.8
1949.5,3340.4,4737.2,6394.9,13608.9
7621,10823.7,1701.1,9231,9482.2
3111,4518.9,18575.2,8587.7,12786.5
2526.5,2382.4,25219.7,16240.8,8010.2
5642.1,3040.8,3726.2,9779.4,3629.1
366.5,1552.5,31368,10992,18307.3
585.9,31854.6,4375.3,4547.7,11850.1
4737.2,224.6,13174.2,5160.8,19044
4628.7,7579.6,7820,7176.4,7680.3
2402.2,26317.6,11524.2,7914,852
922.4,1469.3,1894.9,265.3,14978.6
315.8,3800.4,13336.5,10382.5,12030.5
3158.1,2381.6,3834.5,2449.6,17120.3
232.6,6971,9440.2,20916.9,1136.9
19244.5,23750.9,21342.4,2701.5,5776
9536,12892.6,4421.4,24531.7,7887.2
5706.3,5370.1,2381.6,765.6,9471.5
4928.8,10280.6,3674.4,30756,7195.7
4301.2,4513.6,6326.4,14926.5,19964.3
4082.7,12468.7,5332.3,8505.6,10226.4
3049.1,1424.3,13717.8,6947.9,6327.4
3009.2,183.3,6000.5,340.2,6569.8
4398.2,3158.1,9218.8,2255.9,6067.5
1026.2,6348.3,13870.6,10766.4,1894.9
44,9817.6,1099.5,7103.3,1615.6
3158.1,2187.3,7432.5,1224.8,3398.3
6671.6,38.8,6799.4,10193.2,4320.3
102.1,3665.2,4899.2,1950,10015
525.5,8165.3,1860.4,3556.1,6944.5
4421.4,7748.3,5422.3,15862.6,110
2883.4,9063.5,884.6,6461.6,12506.3
1807.4,1927.4,8630.4,8415.6,4082.7
7763.6,25901.8,11179.8,5818.8,2721.8
9974.9,3789.8,4474.8,8143.5,10089.5
8077.1,5130.5,40826.7,3789.8,5297.1
1044.2,9418.7,11043.3,13860.8,15828.8
4896,5445.5,3031.8,11265.7,10301.3
18325.8,36452.6,4732.7,7045.6,1020.7
1424.8,10082.9,14831.7,2974,18863.6
5787.1,2304.7,7267.7,4125.1,8383.1
8527,3402.2,9237,12438.3,9713.9
5787.1,4903.7,1049.6,2216.6,5052
694.8,276.4,1579.1,8527,18404.8
11480.3,3474,14464.6,5312.3,5034.5
2604.5,12015.1,702.7,12508.2,9123.9
1347.3,7503.7,7040.8,11250.9,13029.9
6145.7,19637.7,14005.3,1832.6,21322.1
15081.6,787.9,3572.5,12973.5,7863.8
439.8,5746.1,11833.7,2391.3,9565
4105.6,3158.7,3280.2,3193.5,1307.6
2463.4,4250.6,7930.9,21013.7,31478.1
1466.1,2816.8,13886.5,5894.6,6609.9
7609.3,6597.3,2381.6,10365.3,7579.6
197.4,22999,13506.1,12315.6,6968.4
5558.6,947.4,6065.5,3952.1,13052
3230.5,5054.8,850.6,5583.7,24415.6
5277.8,6947.9,29396.8,22388.4,4899.2
5082.9,7932.2,10573.3,12110.1,27347.4
8953,1360.9,5131.7,4986.5,6560.6
4284.2,2857.9,4105.6,5629.9,6967.8
765.6,5859.5,3623,9067.6,8495.4
1046.5,801.7,2604.2,14199.2,12785.2
9166.4,6548.1,69,15622.8,12194.8
1742.5,4547.7,3402.2,3215,3031.8
510.4,7183.3,11298.8,7611,6491.5
1731.4,8591.4,11338.7,20107.8,20491.4
4738.1,3941.1,6821.6,12301.9,7564.2
1364.7,9005.7,4737.2,28214.2,1374.6
3376.9,8637,1360.9,10574.2,6316.3
4398.2,18870.9,7502.6,3668.5,2986.1
8337.5,1319.5,6229.2,5765.4,43752
3113.3,8430.6,4359.6,5223.7,8437.5
2386.9,6714.6,9173,13796.1,69
76243,3339.6,25080.9,6962.2,10771.5
13305.3,7643.8,4039,7279,11253.2
4772.2,13936.9,3665.2,40826.7,21132.3
10989.6,3472.3,10443,14054.3,3402.2
14021.1,8067.3,1466.1,10928,24279.8
4997.9,6597.3,1701.1,13358.1,11917.8
62322.9,5763.1,4842,5541,11067.8
394.8,3330.7,5368.8,9391.3,6316.3
5567.3,3665.2,3176.5,9436.5,16002.4
4082.7,4082.7,13879.1,11767.9,5989
14267.2,1515.9,8842.8,14780.1,10314.4
2340.1,13499.1,11289.5,25960.9,7968.6
1346.1,5684.7,39362.2,11907.8,12605.4
965.7,6597.3,3713.9,3158.1,28283.7
3789.8,9240.6,3158.1,10820.3,5073.2
4038.2,1937.9,9317.6,4105.6,10183.7
189.5,4248.2,7108.7,3630.8,4028.9
4899.2,2932.1,5154.5,42108.4,4737.2
10862.4,1712.3,15069.9,6780.5,14798.7
11072.1,12737.8,8130.8,14561.9,11922.5
2638.9,2199.1,2625.6,16263,4116.7
4434,3478.6,4547.7,8213.2,7120.2
4470,21230.2,7682.1,5007.3,6652.9
1878.1,1113,2684.4,11970.3,14426.9
