2015 Observed,2030 Baseline,2030 Extended Policies,2030 Net Zero,2030 Net Zero Mandates,2050 Baseline,2050 Extended Policies,2050 Net Zero,2050 Net Zero Mandates
18.597,25.4407,26.7643,28.4209,27.8993,29.7432,35.9438,39.0643,43.2373
18.831,25.4232,26.7498,28.3873,27.8973,29.8066,36.0264,39.1935,43.4107
19.443,25.4713,26.8136,28.4352,28.0124,31.0686,38.2794,42.3847,46.9653
20.335,25.6961,27.0535,28.7439,28.3469,31.5656,38.8999,43.1363,47.8391
20.979,26.2072,27.7574,29.3845,29.0578,32.1864,39.8099,44.3469,49.3238
21.014,26.8089,28.668,30.6759,30.311,33.0618,41.0941,46.0309,51.3096
20.803,27.1864,29.2298,31.514,31.1234,33.5383,41.8533,47.0702,52.6085
20.295,26.5369,28.773,31.3204,30.8965,33.5177,42.1112,47.6649,54.2995
19.26,25.7282,28.1563,31.0206,30.5574,33.1087,42.0035,48.4836,55.6994
18.264,25.4858,28.2919,31.7748,31.2355,32.9595,42.8014,50.4982,58.1767
17.534,25.6359,28.1913,31.3385,30.8,33.9412,43.6023,50.3566,58.4324
17.128,25.7293,28.1257,30.7813,30.2785,33.9433,43.2222,49.5846,57.905
16.942,25.9169,28.2645,30.8633,30.3654,34.0546,43.2511,49.5217,58.0661
16.896,26.3597,28.622,31.1297,30.6545,34.2281,43.2664,49.3787,58.1328
17.115,26.6254,28.8071,31.2153,30.7641,34.3579,43.2003,49.1514,58.2354
17.629,28.1025,29.9584,32.2597,31.9152,34.863,43.5643,49.3575,58.8162
18.962,29.7103,31.4946,33.6903,33.3807,35.4233,44.0557,49.7578,60.2755
20.258,30.7491,32.5533,34.7037,34.3896,36.3361,44.9104,50.5994,62.5427
20.358,30.7241,32.4061,34.3382,34.0262,36.1429,44.2719,49.2546,60.3404
20.139,29.6288,31.0651,32.6155,32.3109,34.9525,42.3018,46.3444,55.3328
19.887,28.544,29.8523,31.2176,30.8983,34.2909,41.3513,45.1204,52.7721
19.686,27.5334,29.1176,30.9563,30.5286,33.7474,40.6434,44.2652,51.0215
19.426,27.0701,28.5398,29.8982,29.5349,32.7792,39.4737,42.9002,47.955
19.144,26.3789,27.8582,29.2541,28.8295,31.8789,38.4458,41.7488,46.2678
18.974,25.9418,27.4531,28.9228,28.4253,31.4703,38.0052,41.2756,45.6686
18.946,25.4408,26.9617,28.4803,27.9528,30.9242,37.3978,40.6791,44.9833
19.38,26.0456,27.9029,29.8242,29.3088,32.6971,40.1806,44.6333,50.4218
20.187,26.3074,28.2192,30.1604,29.6765,33.2592,40.8782,45.4765,51.3986
20.762,26.5313,28.561,30.6331,30.1548,33.7886,41.704,46.6136,52.6459
20.632,26.3892,28.4423,30.6017,30.0941,33.3657,41.3378,46.3294,52.2542
20.334,26.2558,28.3815,30.6906,30.135,33.1372,41.2664,46.4393,52.2963
19.709,25.5637,27.768,30.2154,29.6209,32.6414,40.9161,46.2726,52.0765
18.659,24.1598,26.9477,29.6355,29.0496,31.8651,40.3292,45.8959,51.5774
17.534,23.2159,26.3539,29.6798,29.0854,31.3193,40.2043,46.2098,51.7411
16.721,18.5455,20.605,22.6991,22.3271,24.2157,30.612,34.925,38.4665
16.21,18.4361,20.4051,22.3504,22.0161,23.97,30.057,34.0833,37.547
15.842,18.2925,20.2684,22.1438,21.8209,23.778,29.7542,33.6705,37.0499
15.673,18.2074,20.1662,21.9619,21.6547,23.5219,29.3678,33.1369,36.4184
15.611,18.0466,19.985,21.6983,21.4068,23.2534,28.9708,32.5948,35.8102
15.796,18.1797,20.0876,21.7233,21.4549,23.2313,28.8331,32.3297,35.5132
16.297,18.379,20.2645,21.8475,21.5988,23.3322,28.8652,32.2847,35.4703
16.998,18.701,20.4273,21.9856,21.7541,23.6471,29.1857,32.6053,35.8782
17.731,19.0012,20.4941,21.7228,21.6057,22.3361,27.0651,29.6855,32.5184
18.189,18.8937,20.331,21.4428,21.3412,22.3187,26.8589,29.2839,32.1418
18.26,18.856,20.2445,21.3124,21.2161,22.2999,26.7473,29.097,31.9931
18.129,18.7676,20.1101,21.1881,21.0817,22.1384,26.5603,28.9116,31.8392
17.846,18.7436,20.0339,21.1353,21.0165,22.0597,26.472,28.8506,31.8375
17.647,18.7329,19.9583,21.0837,20.9537,22.0114,26.4061,28.8194,31.8906
17.523,18.9168,19.9108,21.056,20.9059,22.0481,26.4439,28.9062,32.0827
17.607,19.2957,20.1252,21.1792,20.9422,22.2068,26.6166,29.1285,32.4098
18.162,19.832,20.6392,21.6852,21.3622,24.0755,29.2393,32.5098,36.435
19.108,20.8939,21.741,22.8018,22.4554,24.7199,29.9975,33.3867,37.4911
20.01,21.9322,22.935,24.0875,23.8231,25.4574,30.981,34.5969,38.8574
19.824,22.8363,24.2067,25.7068,25.4614,27.4347,33.3886,37.5628,42.2578
19.519,23.1849,24.7038,26.3752,26.1539,27.8683,34.2848,38.8969,43.7032
19,22.7549,24.4565,26.3549,26.1041,28.0661,35.0176,40.0747,45.1762
18.253,22.2014,24.0839,26.2707,25.9675,27.7954,35.317,40.8642,46.2972
17.493,22.0429,24.2456,26.9498,26.5731,27.6742,36.1641,42.6311,48.4598
16.786,24.2847,26.3619,28.6257,28.3281,32.2307,40.4131,46.5371,55.2977
16.425,24.4198,26.3637,28.4395,28.1668,32.3541,40.2271,46.0653,55.2146
16.305,24.4452,26.3446,28.3666,28.1046,32.4178,40.2374,46.0409,55.6657
16.329,24.5369,26.368,28.3158,28.0706,32.3946,40.1256,45.8363,55.9244
16.382,24.7884,26.5542,28.4205,28.1927,32.6177,40.2403,45.8496,56.4067
16.679,25.3061,27.0063,28.7891,28.5868,33.0481,40.5088,46.0093,57.0265
17.154,25.8579,27.5174,29.2425,29.0628,33.6067,40.9637,46.4103,57.9008
17.622,26.7328,28.0907,29.79,29.6302,34.5247,41.8753,47.3587,59.3651
18.04,27.3321,28.5772,29.9427,29.8788,34.0033,40.3784,45.0412,58.084
18.329,27.1113,28.1775,29.2507,29.2187,33.9296,40.0634,44.3638,56.3662
18.428,26.6242,27.6495,28.5863,28.5557,33.5941,39.6047,43.7381,55.0707
18.495,26.0782,27.2743,28.1969,28.1571,32.9944,38.9658,43.0036,53.6996
18.446,25.749,26.9379,27.8556,27.8057,32.467,38.3693,42.3285,52.4518
18.293,25.1463,26.2699,27.1795,27.104,31.9986,37.8152,41.703,51.3029
18.14,24.632,25.7649,26.6779,26.5878,31.7127,37.4891,41.3447,49.9411
18.306,24.4195,25.561,26.4892,26.3957,31.5513,37.3192,41.1612,49.3194
18.893,25.1399,26.6181,28.0011,27.8518,32.785,39.4387,44.1173,53.5006
19.972,25.585,27.1139,28.5409,28.3917,33.495,40.3068,45.1279,54.9597
20.879,26.2003,27.8325,29.3812,29.2239,34.4275,41.5504,46.6653,57.011
20.673,26.4973,28.2006,29.8511,29.6829,34.8431,42.1899,47.5233,58.2334
20.359,26.9084,28.5117,30.2701,30.09,35.1583,42.6961,48.2466,59.2811
19.878,26.5349,28.3993,30.2761,30.0727,35.2743,43.0418,48.8046,60.0856
19.165,26.2194,28.1709,30.1864,29.9573,35.0984,43.1103,49.1026,60.5618
18.32,26.2121,28.3177,30.6666,30.3439,35.1166,43.5554,49.9847,61.6814
17.602,28.961,31.7628,34.9483,34.4717,39.1896,49.512,57.1302,69.6012
17.312,28.9616,31.5877,34.5274,34.0762,39.0447,48.8453,56.0113,68.6969
17.093,28.9641,31.5341,34.4102,33.9636,38.9067,48.5247,55.5634,68.3969
17.015,29.0827,31.5555,34.33,33.9059,38.6542,48.0141,54.8472,67.7555
17.086,29.226,31.6061,34.2692,33.8685,38.5537,47.663,54.2857,67.2791
17.413,29.7876,32.0882,34.6533,34.2728,38.7896,47.713,54.1215,67.1565
17.854,30.9968,32.8893,35.219,34.9085,39.214,48.0313,54.3026,67.4137
18.209,31.7849,33.6923,35.9663,35.649,39.8856,48.7279,54.9628,68.1485
18.436,31.608,33.3823,35.4169,35.1032,38.0156,46.057,51.2486,63.9053
18.67,30.2902,32.012,33.6032,33.2741,36.9922,44.7046,49.1239,59.287
18.71,29.2393,31.2062,32.6958,32.359,35.9096,43.3419,47.4551,56.524
18.668,28.4694,29.9991,31.4132,31.0664,34.8399,42.0981,45.9047,52.8952
18.495,27.3689,28.889,30.3099,29.9332,33.4246,40.3254,43.8824,49.3461
18.258,26.6055,28.1285,29.5546,29.1472,32.3997,39.1592,42.5666,47.1179
18.023,26.1882,27.74,29.2416,28.7624,32.0388,38.7587,42.1396,46.5841
18.187,25.7821,27.3437,28.8812,28.3891,31.6262,38.3085,41.7213,46.1153
18.899,27.5799,29.5606,31.0762,30.6879,35.4908,43.428,48.3655,56.1081
19.883,28.2464,30.3092,32.4001,32.0231,36.6829,44.8398,50.0106,58.6099
20.639,28.9445,31.1405,33.3914,33.0124,37.9433,46.511,52.1077,61.5447
20.573,29.1609,31.3812,33.6985,33.3169,38.0141,46.7234,52.4671,62.239
20.228,29.377,31.6813,34.1261,33.7342,38.3188,47.2934,53.3072,63.3864
19.638,28.9549,31.3443,33.9082,33.5011,38.2486,47.4552,53.73,64.0311
18.615,28.3461,30.8207,33.529,33.1013,37.7356,47.175,53.713,64.0039
17.682,27.9758,30.6219,33.6153,33.1493,37.2431,47.1478,54.1814,64.3439
16.989,25.4484,27.9676,30.8355,30.3107,33.118,42.4548,48.845,56.5179
16.71,25.2433,27.6123,30.2667,29.7615,32.6965,41.6196,47.595,54.8561
16.679,25.0608,27.383,29.9815,29.4786,32.342,41.144,46.9964,54.1701
16.697,25.1891,27.4308,29.9425,29.46,32.1544,40.7849,46.4662,53.6267
16.809,25.3051,27.4701,29.8869,29.4261,32.0754,40.5389,46.0502,53.2668
17.335,26.0329,27.9365,30.2723,29.8296,32.3205,40.6649,45.9996,53.2287
18.804,27.2639,28.9571,31.0314,30.7056,32.7376,41.0264,46.2476,53.5006
20.099,28.0826,29.7914,31.8218,31.4886,33.3667,41.6805,46.8734,54.2378
20.216,28.1946,29.8081,31.6378,31.3068,32.0949,39.7671,44.1366,51.1379
20.009,26.9171,28.3164,29.7851,29.457,30.7061,37.3397,40.6925,45.5129
19.738,25.6426,27.06,28.5032,28.0126,29.7706,36.0869,39.1606,43.1664
19.36,25.1054,26.5455,28.0581,27.4824,29.0324,35.2004,38.1589,41.9668
19.029,24.6776,26.1876,27.7857,27.2454,28.6326,34.7656,37.6664,41.3204
18.869,24.1795,25.7145,27.3134,26.8393,28.3925,34.4828,37.3441,40.9091
18.847,23.8863,25.4556,27.0681,26.6339,28.3261,34.4074,37.2661,40.7971
19.062,23.5213,25.1013,26.7238,26.3228,28.1964,34.2603,37.1365,40.6216
19.564,24.283,26.1995,28.244,27.7827,30.0947,37.2207,41.3053,46.1457
20.26,24.5865,26.5342,28.6131,28.1211,30.6785,37.934,42.1712,47.1941
20.932,25.0809,27.1213,29.3257,28.7943,31.4865,39.0362,43.5931,48.8029
20.868,25.1687,27.269,29.5739,29.0221,31.5401,39.2791,44.0321,49.2614
20.674,25.2562,27.4302,29.8521,29.2796,31.6233,39.5816,44.5601,49.8096
20.114,24.8068,27.0546,29.5855,28.9857,31.4657,39.6278,44.8381,50.1361
19.032,24.1939,26.5166,29.1784,28.5508,30.9666,39.3542,44.8209,50.1111
17.952,23.9401,26.4275,29.3397,28.6961,30.6655,39.5296,45.4885,50.7441
17.129,23.1504,25.5897,28.4598,27.8154,29.4675,38.1258,43.9306,48.2352
16.637,23.0973,25.3923,28.0493,27.4385,29.2921,37.5894,43.0343,47.3474
16.52,23.0518,25.3001,27.891,27.2978,29.1421,37.3456,42.6962,47.0092
16.523,23.1447,25.3159,27.8131,27.2521,28.9589,37.0067,42.2047,46.4859
16.708,23.2353,25.333,27.7356,27.2001,28.8542,36.7373,41.7711,46.0357
17.273,23.7758,25.813,28.1437,27.6216,29.1056,36.8672,41.7285,45.9635
18.609,24.3603,26.3621,28.6554,28.1368,29.4858,37.179,41.9236,46.1474
19.74,24.859,26.6815,28.9732,28.4299,29.9425,37.6297,42.3263,46.6034
19.921,24.8461,26.3695,28.3669,27.7732,27.7083,34.1955,37.4316,40.8401
19.592,23.9272,25.3434,27.059,26.6261,27.1254,33.2907,36.1537,39.3579
19.31,23.3402,25.0483,26.5373,26.1613,26.9263,32.9316,35.5672,38.5773
19.187,23.3102,25.077,26.5291,26.1563,26.9106,32.8807,35.4331,38.3009
18.983,23.1738,24.9743,26.4165,26.0417,26.7998,32.7638,35.2846,38.081
18.953,23.106,24.9139,26.343,25.9712,26.7766,32.7197,35.2258,38.0013
18.898,23.121,24.9458,26.3788,26.0071,26.8881,32.8361,35.3627,38.1626
19.125,22.944,24.8134,26.2632,25.9037,26.8514,32.7903,35.3574,38.1927
19.701,23.6451,25.64,27.633,27.1716,29.12,36.0851,39.9596,43.7064
20.403,23.8322,25.7676,27.8487,27.3764,29.4025,36.4712,40.5305,44.5047
20.876,24.1113,26.1324,28.331,27.8208,29.967,37.3143,41.6736,45.8175
20.887,24.511,26.7077,29.1253,28.5728,30.8954,38.7099,43.5418,47.886
20.67,24.6728,26.9457,29.4987,28.9142,31.0752,39.1378,44.2431,48.6403
20.054,24.2912,26.6448,29.3264,28.7069,31.0295,39.327,44.7127,49.1933
18.992,23.9689,26.398,29.2345,28.5723,30.8242,39.3769,45.0746,49.5839
17.915,23.7997,26.4095,29.5416,28.8543,30.5931,39.6888,45.9707,50.4655
17.237,24.618,27.9166,31.1653,30.5796,33.4449,43.0229,49.7784,56.1415
16.907,24.8407,27.8109,30.6604,30.1395,33.2828,42.4751,48.8313,55.2615
16.762,25.066,27.8419,30.5276,30.0477,33.2194,42.3362,48.6039,55.1082
16.687,25.6697,28.0183,30.6107,30.1545,33.2298,42.2016,48.3191,55.1222
16.915,26.1754,28.2559,30.7456,30.314,33.415,42.2373,48.1979,55.315
17.563,26.9387,28.9498,31.3506,30.9407,33.9735,42.7009,48.5041,55.9416
18.89,27.7824,29.7566,32.1026,31.7108,34.746,43.4585,49.1803,56.9991
19.998,28.4944,30.3595,32.683,32.2899,35.6956,44.4786,50.209,58.4468
20.031,28.8396,30.5451,32.4343,32.0935,34.8679,42.4681,46.8597,54.4113
19.833,28.5059,30.1973,31.7278,31.3992,34.6299,41.8587,45.8735,53.163
19.703,28.296,29.9301,31.3707,31.0391,34.3287,41.3536,45.1585,52.1313
19.519,28.0064,29.6284,31.0585,30.7208,33.8856,40.8389,44.5699,51.2332
19.303,27.7877,29.4111,30.8395,30.4821,33.5961,40.5198,44.2159,50.6645
19.233,27.6917,29.2526,30.622,30.2673,33.5182,40.4147,44.0958,50.4836
19.257,27.6954,29.2796,30.6554,30.3028,33.6437,40.5581,44.2651,50.7233
19.506,27.6509,29.1977,30.5845,30.2493,33.6774,40.607,44.3605,50.9635
19.957,27.7529,29.4072,31.3393,30.9642,35.2427,43.2452,48.2057,55.7397
20.615,27.968,29.8027,31.7863,31.4157,35.9374,44.1011,49.2272,57.161
21.395,28.3826,30.3432,32.4783,32.1009,36.746,45.2533,50.7288,59.0509
21.476,28.837,30.9151,33.2084,32.8156,37.4152,46.2566,52.0596,60.6633
21.279,29.2749,31.4474,33.8835,33.4767,37.9,47.0218,53.1045,61.89
20.859,28.8722,31.1427,33.7141,33.289,37.8538,47.2386,53.6045,62.5733
19.897,27.9989,30.3662,33.1007,32.6538,37.1002,46.7662,53.4395,62.5042
18.917,27.7058,30.267,33.3219,32.8344,36.7327,46.9549,54.207,63.3403
18.115,27.348,29.9809,32.9708,32.4879,36.2882,46.3518,53.4497,63.118
17.692,27.3321,29.7975,32.5525,32.0937,36.1319,45.7519,52.4241,62.2515
17.629,27.3293,29.7418,32.4364,31.9821,36.0051,45.4953,52.0546,62.0198
17.553,27.495,29.8159,32.4141,31.9819,35.8349,45.1186,51.4923,61.5489
17.73,27.7242,29.9584,32.4511,32.0423,35.8623,44.9391,51.126,61.3375
18.336,28.3811,30.5421,32.9432,32.5547,36.2455,45.1695,51.1676,61.5321
19.681,29.7575,31.5794,33.8283,33.5114,36.8249,45.6724,51.5592,62.1525
20.783,30.7506,32.5917,34.7917,34.4699,37.614,46.4821,52.3511,63.2118
20.653,30.7233,32.4377,34.41,34.0913,36.3555,44.4361,49.4981,60.5437
20.33,29.6296,31.0901,32.6662,32.3567,35.5747,43.0599,47.1849,55.9385
20.18,28.4951,30.3266,31.9283,31.6036,34.7301,41.9166,45.7562,53.6084
19.873,27.9599,29.7004,31.0857,30.7396,33.9115,40.9519,44.6537,51.7031
19.518,27.2572,28.7474,30.1431,29.768,33.1605,39.9743,43.4643,48.7849
19.26,26.6167,28.0988,29.4946,29.0966,32.3182,39.0011,42.3661,46.9245
19.127,26.2899,27.7995,29.2521,28.8029,32.0798,38.7434,42.0971,46.5809
19.147,25.9023,27.4223,28.9048,28.4498,31.6979,38.33,41.718,46.1591
19.632,26.5239,28.4081,30.3515,29.9259,33.6124,41.3654,46.0138,52.6206
20.375,26.9357,28.8775,30.8341,30.4506,34.3888,42.3116,47.13,53.9643
21.027,27.604,29.6735,31.7853,31.3954,35.5609,43.8762,49.0884,56.6329
20.953,27.7067,29.7626,31.9026,31.5122,35.3023,43.6417,48.8931,56.5064
20.851,27.7792,29.9101,32.1632,31.7611,35.3587,43.9013,49.3602,56.9842
20.323,27.1355,29.3424,31.7001,31.2816,34.9526,43.669,49.3266,56.8921
19.38,26.3592,28.6429,31.1258,30.6876,34.1975,43.0863,48.9472,56.259
18.201,25.6783,28.3009,31.0347,30.5613,33.5206,42.7911,49.0656,56.0265
17.277,19.8315,21.5851,23.6967,23.3481,24.3639,30.8905,35.8341,39.494
16.686,19.3639,20.9913,22.7435,22.3842,23.8447,30.036,34.1015,37.6975
16.433,19.0353,20.619,22.3565,21.9664,23.3446,29.3673,33.3262,36.8457
16.244,18.9197,20.4454,22.1489,21.7415,22.9724,28.8233,32.6424,36.0761
16.179,18.8459,20.3159,21.9761,21.5568,22.7175,28.4025,32.0834,35.4603
16.439,18.9529,20.3747,21.9793,21.5808,22.6252,28.1695,31.7255,35.064
17.01,19.1076,20.5021,22.0647,21.6972,22.6517,28.1057,31.5795,34.8973
17.7,19.2496,20.6517,22.1976,21.8663,22.8992,28.3295,31.7823,35.13
18.412,19.115,20.1794,21.5417,21.3342,21.5906,26.1242,28.6845,31.4144
18.942,18.5746,19.685,20.7733,20.6588,21.3768,25.705,27.9979,30.5723
19.162,18.1299,19.4501,20.2936,20.2188,21.2703,25.5092,27.6254,30.0252
19.197,17.7462,19.3101,20.1053,20.0353,21.0898,25.3031,27.3261,29.5649
19.037,17.6589,19.2448,20.0285,19.9551,21.0272,25.1813,27.1578,29.301
18.801,17.6128,19.1991,19.9784,19.9013,21.0123,25.1046,27.0532,29.147
18.574,17.5919,19.1859,19.9675,19.8859,21.0518,25.1183,27.0616,29.1367
18.52,17.6428,19.242,20.0294,19.9475,21.1044,25.1667,27.1185,29.1848
18.753,18.3896,20.0045,21.201,20.9938,22.5082,27.3733,30.1108,32.7904
19.3,18.6628,20.3053,21.5336,21.3242,22.8102,27.8352,30.6747,33.4764
19.958,19.1324,20.7804,22.1271,21.9018,23.2895,28.5231,31.598,34.5747
19.73,19.3435,21.0015,22.4718,22.2263,23.5154,28.931,32.2278,35.3229
19.242,19.5378,21.1709,22.763,22.4961,23.6121,29.1795,32.6843,35.9001
18.741,19.3261,20.9329,22.6637,22.3606,23.5356,29.2922,33.0193,36.3908
17.979,19.0588,20.7229,22.5561,22.2013,23.4228,29.3966,33.3174,36.7364
17.119,18.9457,20.7205,22.7425,22.3361,23.3231,29.6498,33.9127,37.34
16.409,19.1693,20.935,22.9613,22.5049,23.9171,30.3686,34.7662,38.5039
15.915,19.1973,20.847,22.721,22.262,23.8806,30.0626,34.2298,38.02
15.683,19.1682,20.7695,22.5922,22.1225,23.7927,29.882,33.9954,37.8231
15.567,19.2001,20.7479,22.495,22.053,23.6612,29.6477,33.6622,37.4838
15.553,19.2208,20.7164,22.3892,21.9686,23.5673,29.4394,33.3448,37.166
15.648,19.5063,20.9503,22.5543,22.1573,23.6884,29.4494,33.2485,37.0741
16.049,19.8077,21.2182,22.7743,22.397,23.8862,29.579,33.3117,37.1567
16.449,20.0497,21.4398,22.9878,22.6112,24.2229,29.8948,33.615,37.5212
17.065,19.7857,20.8363,22.1954,21.9258,22.1341,26.7026,29.7622,33.0661
17.499,18.8745,20.0001,21.1023,20.987,21.6933,25.9762,28.2375,30.8601
17.596,18.0464,19.5401,20.3435,20.2924,21.5155,25.7024,27.7173,30.0241
17.601,17.552,19.2502,20.0227,19.9598,21.3947,25.3356,27.2263,29.2838
17.574,17.4534,19.1631,19.9322,19.8641,21.339,25.1302,26.9577,28.8725
17.45,17.4166,19.1297,19.8943,19.8225,21.3358,25.0629,26.8606,28.7169
17.333,17.458,19.1749,19.9433,19.8666,21.4149,25.176,26.9888,28.8679
17.653,17.5987,19.3125,20.0895,20.0116,21.5144,25.3782,27.2362,29.1855
18.199,19.0368,20.705,21.9254,21.6985,23.6153,28.6442,31.5645,34.5727
19.033,19.4398,21.1045,22.3702,22.1375,23.9907,29.2515,32.3124,35.5201
19.932,19.9799,21.562,22.9861,22.7275,24.4635,29.9083,33.2563,36.7323
19.967,20.4461,22.0277,23.6808,23.3854,25.1879,30.9622,34.7431,38.5358
19.618,20.7501,22.362,24.1048,23.753,25.5513,31.5143,35.5205,39.4469
18.967,20.6569,22.3128,24.2613,23.7833,25.7892,31.9828,36.2208,40.3032
18.154,20.4551,22.1857,24.3837,23.8847,25.7895,32.2684,36.7588,40.9355
17.413,20.5356,22.5549,25.1382,24.6778,25.7879,32.894,38.7087,42.9074
16.773,24.8118,27.4755,30.4173,29.9221,32.8103,42.4319,49.1599,55.7807
16.486,25.0173,27.5195,30.2309,29.7621,32.985,42.2423,48.5924,55.6628
16.38,25.1748,27.6288,30.2832,29.8209,33.1158,42.3134,48.5917,56.0566
16.445,25.4938,27.8613,30.4227,29.9845,33.1967,42.2573,48.3909,56.203
16.654,25.8923,28.1771,30.6362,30.2229,33.4803,42.4012,48.3835,56.5647
17.369,26.7634,28.98,31.3511,30.96,34.1825,43.0257,48.8611,57.4589
18.819,28.524,30.3109,32.5324,32.2014,35.0554,43.8996,49.665,58.7497
20.025,29.7291,31.5402,33.7166,33.3829,35.9646,44.8321,50.5993,60.1416
20.131,29.9377,31.6284,33.5821,33.2539,35.5193,43.3795,48.0911,57.6655
19.927,29.1918,30.6376,32.2023,31.887,35.0745,42.5113,46.6379,54.9784
19.77,28.5857,29.9241,31.5749,31.2064,34.7248,41.9321,45.8293,53.6967
19.622,28.313,29.7233,31.3618,30.986,34.3209,41.4272,45.2274,52.6053
19.407,27.983,29.4881,30.8771,30.5206,33.9711,41.0156,44.754,51.364
19.355,27.499,28.9884,30.3553,29.9982,33.6669,40.489,44.0521,49.9529
19.279,27.1791,28.6801,30.054,29.6911,33.4115,40.2012,43.7435,49.2531
19.453,26.7451,28.249,29.638,29.2823,32.9488,39.7079,43.2651,48.505
19.922,27.748,29.702,31.5944,31.2165,35.0347,42.864,47.581,54.2286
20.627,28.07,30.0824,32.0282,31.6531,35.7022,43.6925,48.5681,55.5767
21.324,28.5744,30.7154,32.8168,32.4379,36.6952,45.0739,50.3353,58.0215
21.442,28.788,30.9515,33.1163,32.7367,36.7867,45.3169,50.7212,58.8308
21.185,28.9812,31.2301,33.5183,33.1299,37.064,45.8617,51.52,59.9323
20.58,28.4314,30.7651,33.1676,32.7652,36.8321,45.8534,51.7483,60.319
19.569,27.3887,29.8056,32.3445,31.9243,35.8808,45.1234,51.262,59.8039
18.356,26.6636,29.246,32.0543,31.5991,35.0496,44.7394,51.3458,59.7803
17.678,24.782,27.3059,30.4406,29.9396,31.7589,40.892,47.7977,55.7598
17.239,24.5378,26.9048,29.4142,28.9764,31.5182,40.2576,45.8158,53.1785
16.969,24.3097,26.6297,29.0842,28.6493,31.1001,39.7095,45.1397,51.5957
16.907,24.3682,26.6091,28.9806,28.5637,30.7799,39.1909,44.4289,50.5161
17.002,24.5764,26.742,29.0202,28.6205,30.6782,38.8765,43.9072,49.6776
17.53,25.2292,27.3326,29.5309,29.1439,30.9244,38.9533,43.7663,49.1458
18.919,25.7184,27.7856,29.9321,29.5542,31.0971,39.0152,43.668,48.6561
20.12,25.8071,27.8761,29.9967,29.6091,31.2153,39.0826,43.6447,48.2557
20.269,25.6043,27.1373,28.9713,28.5312,28.677,35.3463,38.7531,42.2306
20.133,24.9773,26.2995,27.9275,27.3717,28.308,34.5988,37.609,41.0636
19.987,24.4506,25.8925,27.4614,26.9293,28.0697,34.1563,36.9738,40.3227
19.904,24.2119,25.6651,27.2372,26.7381,27.7171,33.7457,36.4932,39.7105
19.674,23.9516,25.4199,27.0044,26.5316,27.3892,33.3954,36.1032,39.2194
19.553,23.6614,25.1617,26.7416,26.2935,27.1167,33.0881,35.7652,38.8205
19.514,23.368,24.9029,26.4582,26.0178,26.9383,32.9116,35.5678,38.5714
19.491,22.925,24.5,26.0366,25.61,26.5671,32.5252,35.1788,38.1373
20.034,23.4307,25.4701,27.3423,26.9598,28.8544,35.8003,39.4515,43.2713
20.601,23.3768,25.4755,27.3788,27.003,29.0126,36.0429,39.7924,43.6731
21.156,23.2758,25.4959,27.5148,27.1358,29.1594,36.4332,40.4346,44.3691
21.2,23.2325,25.5748,27.7177,27.3267,29.2458,36.7727,41.0136,44.948
20.902,23.1568,25.5953,27.8513,27.4492,29.1674,36.9077,41.3561,45.2627
20.09,22.5568,25.0864,27.4515,27.0333,28.8521,36.7898,41.4557,45.3693
18.873,21.936,24.5545,27.0542,26.6167,28.3293,36.4846,41.3945,45.2607
17.657,21.5425,24.3416,27.1073,26.635,27.8594,36.4687,41.8495,45.6248
16.929,21.0883,24.3384,26.9877,26.4646,28.0101,36.4688,41.7322,45.1289
16.486,20.8598,24.1146,26.5547,26.0527,27.7663,35.8544,40.729,44.0798
16.251,20.7789,24.0043,26.4,25.8982,27.5553,35.5439,40.3226,43.6658
16.128,21.2619,24.1194,26.4638,25.9734,27.4335,35.2621,39.924,43.3051
16.339,21.9877,24.2628,26.5664,26.0837,27.4393,35.1088,39.6791,43.188
16.973,22.7658,24.8693,27.1235,26.6314,27.89,35.4348,39.9061,43.5624
18.365,23.5724,25.606,27.8004,27.2779,28.6084,36.1042,40.5161,44.3245
19.451,24.5864,26.1465,28.311,27.7506,29.4344,36.9542,41.3752,45.3877
19.376,24.8198,26.3045,28.3119,27.7426,28.5182,34.9846,38.3697,42.1042
19.048,24.6625,25.986,27.8346,27.287,28.3361,34.5139,37.591,41.308
18.839,24.5467,25.8918,27.6673,27.1241,28.2747,34.3187,37.2414,40.9209
18.664,24.4033,25.7912,27.5625,27.0219,28.1044,34.1285,37.0099,40.6189
18.486,24.3165,25.7166,27.4938,26.9532,27.9992,34.0294,36.8956,40.4543
18.42,24.3238,25.7269,27.4975,26.9625,28.0287,34.047,36.9017,40.4364
18.394,24.3468,25.761,27.5335,27.0014,28.1321,34.161,37.0287,40.5659
18.553,24.2708,25.6853,27.3557,26.8431,28.093,34.1162,37.0125,40.5606
19.159,24.267,25.6878,27.5271,27.012,29.5093,36.4799,40.2934,44.261
19.954,24.1159,25.9926,27.8623,27.3115,30.0711,37.1488,41.1115,45.2687
20.796,25.3017,26.834,28.6269,28.1642,31.1381,38.5716,42.8892,47.3027
21.051,26.4159,28.2253,30.1815,29.8178,32.1849,40.0527,44.7905,49.6801
20.873,27.064,29.0529,31.2788,30.8936,32.6554,40.8265,45.8626,51.7832
20.252,26.4472,28.6212,31.0996,30.683,32.7821,41.3553,47.1085,53.8026
19.254,25.5808,27.9374,30.7183,30.2631,32.5447,41.393,47.7507,54.8985
