2015 Observed,2030 Baseline,2030 Extended Policies,2030 Net Zero,2030 Net Zero Mandates,2050 Baseline,2050 Extended Policies,2050 Net Zero,2050 Net Zero Mandates
13.646,13.2904,14.5499,16.2681,15.8353,14.7807,19.3651,21.0316,21.2154
14.865,15.4916,16.8414,18.3636,17.9553,15.9997,19.9071,21.5019,21.7473
15.593,16.8225,17.9315,19.1742,18.7692,16.6095,20.4474,21.7779,21.9561
15.839,17.313,18.3533,19.4839,19.0838,17.0716,20.7177,21.8469,22.0531
16.049,17.6905,18.6992,19.7784,19.3762,17.4052,20.9625,21.994,22.2031
16.255,18.0364,18.9265,20.0031,19.598,17.5772,21.1239,22.14,22.3367
16.368,18.2314,19.1122,20.1738,19.7647,17.7211,21.2724,22.2877,22.4779
16.555,18.3012,19.1957,20.2698,19.8628,17.847,21.3821,22.3959,22.5912
16.607,18.43,19.3121,20.3854,19.9799,18.0067,21.5403,22.5666,22.777
16.769,18.4622,19.343,20.4149,20.0177,18.0623,21.5801,22.6283,22.8522
16.861,18.5669,19.4488,20.4766,20.1032,18.1935,21.7049,22.9275,23.3035
17.159,18.8488,19.7859,20.8678,20.502,18.3464,21.8771,23.2135,23.6351
17.256,18.7898,19.8615,21.1167,20.7444,18.5645,22.3112,23.6648,24.1281
17.301,18.1003,19.2975,20.7316,20.3389,18.0237,22.0924,23.6721,24.1367
17.179,16.3559,17.657,19.254,18.8405,16.6528,21.3721,23.1935,23.6304
17.24,13.9418,15.3435,17.0882,16.6482,15.9436,20.7793,22.7436,23.1681
16.379,12.8994,14.575,16.4999,16.0299,15.4912,20.4647,22.596,22.9815
14.897,12.4145,14.2047,16.316,15.8203,15.0238,20.3088,22.7723,23.0916
13.678,12.3275,14.0887,16.1755,15.6794,14.9764,20.2523,23.044,23.3961
12.992,12.3165,13.9796,15.9266,15.4437,14.8648,19.8828,22.4142,22.746
12.576,12.2651,13.8988,15.8098,15.3284,14.7271,19.6749,22.133,22.4395
12.306,12.3429,13.9274,15.7823,15.3165,14.612,19.4531,21.8035,22.0778
12.241,12.5379,14.074,15.8671,15.4176,14.67,19.4012,21.6392,21.8993
12.438,13.0741,14.5759,16.3228,15.885,15.015,19.6915,21.8162,22.0616
13.201,13.4747,14.9467,16.6658,16.2356,15.2689,19.9183,21.9613,22.2116
14.464,15.2332,16.5814,18.1023,17.6938,17.0279,21.1706,22.3395,22.4989
15.315,17.4119,18.7018,20.1062,19.6999,18.0966,21.989,23.0432,23.2518
15.871,19.4268,20.4745,21.6416,21.2492,19.2274,22.9365,23.7986,24.0506
16.329,20.6622,21.5452,22.5961,22.2022,20.0748,23.7,24.4696,24.7341
16.622,21.584,22.4634,23.5099,23.1111,20.4689,24.0861,24.8433,25.1019
16.924,22.2288,23.1173,24.1736,23.7677,20.7794,24.4035,25.1625,25.4211
17.208,22.7172,23.5981,24.6409,24.2402,21.1219,24.6788,25.4386,25.7088
17.336,22.9974,23.883,24.9244,24.5271,21.4759,24.8766,25.6498,25.9374
17.527,22.8014,23.6824,24.7208,24.3395,21.3548,24.782,25.5759,25.8738
17.755,22.3877,23.277,24.3103,23.9448,21.225,24.6538,25.474,25.8056
18.153,21.9845,22.9275,24.0137,23.6544,21.1,24.5509,25.3917,25.8402
18.22,21.3049,22.3809,23.6393,23.2723,20.7709,24.5403,25.7358,26.0202
18.237,20.2053,21.4058,22.8423,22.4539,19.8649,23.9517,25.4696,25.8484
17.815,18.3735,19.6792,21.2797,20.8703,18.2003,22.5616,24.7598,25.2783
17.774,15.9526,17.3588,19.1071,18.6712,16.9512,21.8543,24.2016,24.7114
16.86,14.1272,15.6406,17.5716,17.1065,16.3198,21.3593,23.8724,24.3447
15.427,13.2978,15.0838,17.1966,16.7031,15.8598,21.2033,24.0443,24.4598
14.151,10.2595,11.4791,12.9021,12.5653,12.0694,15.7738,17.7728,18.1488
13.274,9.8233,10.9637,12.2765,11.9525,11.5973,15.081,16.8935,17.257
12.65,9.4571,10.5663,11.8416,11.5224,11.1897,14.5837,16.3408,16.6885
12.288,9.319,10.3895,11.6207,11.31,10.9368,14.2381,15.9127,16.2323
12.134,9.1396,10.1728,11.3566,11.0553,10.7107,13.9225,15.5139,15.8071
12.055,9.4407,10.4377,11.574,11.2891,10.8964,14.026,15.5411,15.833
12.14,9.849,10.8203,11.9224,11.6513,11.1882,14.2561,15.7194,16.0361
12.916,11.9828,12.8848,13.8295,13.6203,13.56,16.164,17.2177,17.5851
13.816,13.8695,14.6638,15.5025,15.329,14.4525,16.9909,17.9847,18.4137
14.76,15.8315,16.3775,17.0407,16.8922,15.649,18.0663,18.9393,19.418
15.408,17.8893,18.3955,18.9903,18.8548,16.6873,18.9495,19.7715,20.2781
15.992,18.9304,19.43,20.0166,19.875,17.5516,19.5878,20.1875,20.6914
16.373,19.6484,20.15,20.7382,20.5887,18.168,20.2055,20.7519,21.0153
16.606,20.1226,20.623,21.2066,21.0535,18.5985,20.6248,21.167,21.4345
16.804,20.3618,20.8695,21.457,21.2986,18.8645,20.8977,21.4523,21.7344
17.066,20.4357,20.9489,21.5445,21.3869,18.9365,20.9787,21.5539,21.8375
17.488,20.2451,20.7725,21.3747,21.2173,18.9038,20.9649,21.5674,21.8828
18.002,20.1462,20.7157,21.3604,21.2009,18.9184,21.0706,21.7634,22.1188
18.165,19.6654,20.3321,21.1024,20.9307,18.6245,21.017,21.9495,22.3337
17.974,18.5048,19.2607,20.1585,19.967,17.5808,20.1995,21.3481,21.7038
17.521,16.3347,17.1648,18.1794,17.9673,15.5655,18.3749,19.7055,19.9897
17.418,14.1766,15.1055,16.2589,16.0064,13.9417,17.0293,18.7357,19.2442
16.632,12.692,13.7248,15.0417,14.7476,13.2643,16.745,18.562,19.0311
15.484,11.6318,12.8422,14.4431,14.0973,12.813,16.5397,18.5822,19.0021
14.349,10.9798,12.2007,13.6248,13.2894,12.6375,16.3227,18.3286,18.7023
13.513,10.5319,11.6735,12.9873,12.6646,12.1558,15.6194,17.438,17.7978
12.942,10.1815,11.2918,12.5681,12.25,11.7712,15.1445,16.907,17.25
12.533,10.0384,11.1098,12.3419,12.0322,11.5168,14.7966,16.4759,16.79
12.271,9.9347,10.9679,12.1521,11.8513,11.3363,14.5213,16.115,16.4143
12.197,10.1159,11.1123,12.2488,11.9641,11.409,14.5093,16.025,16.3233
12.131,10.564,11.5363,12.6394,12.3696,11.7573,14.8045,16.2734,16.5867
12.63,12.6291,13.5325,14.4784,14.2707,13.8643,16.4354,17.4512,17.7762
13.517,14.3884,15.184,16.0235,15.8514,14.7997,17.3045,18.2599,18.6438
14.483,15.7806,16.3266,16.9897,16.8414,15.7851,18.166,18.9975,19.4233
15.369,17.6405,18.1462,18.7406,18.6049,16.6544,18.9827,19.7621,20.2138
16.071,18.6843,19.1834,19.7697,19.6278,17.3371,19.4167,20.1854,20.634
16.634,19.3126,19.8135,20.4012,20.2513,17.8749,19.9089,20.4519,20.8923
16.942,19.6414,20.1408,20.7237,20.5697,18.1772,20.1986,20.7357,21.0388
17.166,19.7895,20.296,20.8826,20.7233,18.3626,20.39,20.9385,21.2017
17.522,19.7444,20.2562,20.8508,20.6919,18.3296,20.3648,20.9326,21.195
17.973,19.4229,19.9486,20.5496,20.3907,18.1814,20.2342,20.8278,21.1251
18.413,19.2564,19.8241,20.4673,20.3063,18.1362,20.2794,20.9626,21.2916
18.598,18.8579,19.5231,20.2922,20.119,17.9142,20.2986,21.2224,21.5842
18.503,17.8735,18.6282,19.5251,19.3324,17.0262,19.6387,20.7806,21.1192
18.173,16.4269,17.2576,18.2728,18.0609,15.648,18.459,19.7916,20.2683
18.222,14.5184,15.4484,16.6028,16.351,14.2962,17.6092,19.3203,19.8193
17.397,13.0337,14.0676,15.3857,15.0922,13.6961,17.1556,18.9774,19.4357
15.978,12.028,13.2398,14.842,14.497,13.2835,16.9894,19.0371,19.4463
14.691,14.3657,16.1261,18.2061,17.7144,16.6219,21.8567,24.5851,25.0019
13.851,14.1067,15.7678,17.7071,17.2276,16.2874,21.2581,23.7211,24.1174
13.343,13.869,15.4992,17.4017,16.9228,15.983,20.8763,23.2608,23.6308
13.013,13.8518,15.4319,17.2775,16.8137,15.7933,20.5751,22.8479,23.1835
12.795,13.8373,15.3681,17.1513,16.7031,15.6637,20.3309,22.4875,22.8062
13.104,14.2084,15.7041,17.4406,17.0035,15.8601,20.4687,22.5089,22.8107
13.932,14.9592,16.438,18.1483,17.7208,16.4482,21.0438,23.0125,23.3201
15.466,17.8105,19.1646,20.6906,20.2878,19.2529,23.3168,24.5125,24.6869
16.767,20.5241,21.8211,23.2313,22.8319,20.6172,24.4975,25.5825,25.8089
17.657,22.2596,23.315,24.4873,24.1012,21.615,25.3106,26.202,26.4704
18.354,23.1838,24.0725,25.1277,24.7395,22.2207,25.8308,26.6281,26.908
18.917,23.9908,24.8756,25.9263,25.5328,22.5437,26.1454,26.9295,27.2045
19.304,24.4836,25.3773,26.4375,26.0365,22.7549,26.3628,27.148,27.422
19.65,24.7761,25.6615,26.708,26.3118,22.9354,26.4998,27.2847,27.5682
19.827,24.7961,25.6857,26.7304,26.3371,23.0607,26.5605,27.3574,27.6552
20.058,24.283,25.1675,26.2087,25.8308,22.7718,26.3441,27.1599,27.4639
20.355,23.5505,24.4427,25.4783,25.1155,22.5766,26.1383,26.9786,27.3124
20.699,22.9208,23.8663,24.9546,24.5976,21.9256,25.3873,26.5302,27.0886
20.531,22.0859,23.1643,24.4247,24.0597,21.4606,25.2398,26.6471,27.2352
20.39,21.0934,22.2968,23.7356,23.3495,20.6489,24.7471,26.5828,27.1671
20.07,19.4773,20.7852,22.3874,21.9807,19.2797,24.0292,26.1688,26.7258
19.943,17.5325,18.9419,20.6926,20.2603,18.6891,23.5567,25.8412,26.3933
18.83,16.1622,17.6798,19.6139,19.1533,18.1269,23.1333,25.5858,26.1069
17.106,15.3852,17.1715,19.3481,18.8349,17.5981,22.9097,25.6915,26.1602
15.718,15.2468,17.0189,19.1094,18.6174,17.2637,22.3962,24.8902,25.2439
14.733,15.0957,16.7688,18.7189,18.2392,17.0246,21.8942,24.1242,24.4582
14.152,14.964,16.6064,18.5197,18.0408,16.8187,21.6119,23.7643,24.0718
13.846,15.1311,16.7235,18.5803,18.1165,16.8055,21.4883,23.5302,23.8032
13.747,15.4031,16.9466,18.7412,18.2933,16.9461,21.516,23.4434,23.7012
14.073,15.8474,17.3562,19.1042,18.6676,17.2059,21.7183,23.5307,23.7722
14.976,16.7807,18.03,19.7518,19.3248,17.7372,22.2369,23.978,24.2252
16.395,18.9927,20.3494,21.8768,21.4769,19.2371,23.1781,24.5983,24.8951
17.364,20.3048,21.439,22.723,22.3303,19.8517,23.724,25.026,25.3588
17.89,20.5918,21.657,22.8288,22.4408,20.1332,23.8132,24.9132,25.2709
18.642,20.9133,21.9456,23.066,22.6759,20.4101,24.0012,25.0034,25.3687
18.974,21.4735,22.353,23.3997,23.0014,20.5902,24.1712,25.1584,25.5184
19.026,21.9142,22.8024,23.8585,23.4526,20.7707,24.3571,25.3445,25.7035
18.949,22.0942,22.9739,24.016,23.6147,20.8655,24.4362,25.4227,25.7886
18.93,22.127,23.011,24.0513,23.6529,20.9295,24.4983,25.4969,25.8771
18.976,21.7646,22.6437,23.6808,23.298,20.7926,24.3437,25.362,25.7514
19.166,21.1431,22.0301,23.1161,22.7385,20.6331,24.1741,25.2175,25.6389
19.522,20.7302,21.6708,22.7554,22.3944,19.9937,23.8599,25.2681,25.7256
19.323,20.1472,21.2211,22.4781,22.1095,19.7498,23.8976,25.4838,25.9761
19.025,19.4154,20.6148,22.0504,21.6614,19.2727,23.7693,25.5188,26.0116
18.948,18.351,19.6593,21.2625,20.8537,18.7874,23.4278,25.3251,25.8007
18.787,16.4063,17.8167,19.5689,19.1343,18.1095,22.8692,24.9125,25.3781
17.607,15.1306,16.8143,18.7449,18.2797,17.3207,22.2167,24.4256,24.8464
15.916,14.3639,16.1606,18.2771,17.7846,16.6004,21.7993,24.3347,24.6865
14.47,12.3569,14.1174,16.2203,15.7218,14.776,19.7994,22.357,22.6502
13.419,11.9952,13.6573,15.6198,15.1342,14.3706,19.1361,21.4313,21.6881
12.823,11.9682,13.6007,15.5272,15.0431,14.2545,18.9494,21.1711,21.3998
12.5,12.1266,13.7109,15.5818,15.1142,14.2188,18.8133,20.9312,21.1245
12.326,12.3969,13.9341,15.7439,15.2935,14.3526,18.8446,20.8549,21.0318
12.576,13.0343,14.5383,16.3023,15.8645,14.7983,19.2419,21.1431,21.3037
13.251,14.1877,15.3331,16.8634,16.473,15.266,19.6973,21.5263,21.6881
14.281,15.3207,16.5323,17.9088,17.5081,15.8068,20.0061,21.8004,22.0078
14.933,15.4746,16.6522,17.9672,17.5642,15.9836,20.0931,21.1397,21.2733
15.098,15.3348,16.4401,17.6405,17.2398,15.8881,19.7876,20.619,20.7774
15.306,15.9155,16.9881,18.1365,17.7332,16.3873,20.1917,20.9218,21.1035
15.506,16.6911,17.5743,18.7207,18.315,16.8685,20.665,21.3826,21.5673
15.677,17.7236,18.604,19.6543,19.24,17.3265,21.1312,21.852,22.0407
15.799,18.5671,19.4406,20.478,20.0696,17.6976,21.4899,22.2132,22.417
15.903,19.174,20.0529,21.0894,20.6851,18.1191,21.7604,22.4989,22.7224
16.177,19.1887,20.0635,21.0974,20.7095,18.1811,21.7321,22.4923,22.7274
16.568,18.9292,19.8128,20.8419,20.47,18.1873,21.7088,23.1101,23.4891
17.004,18.7421,19.68,20.7625,20.3974,18.2546,21.8198,23.2918,23.7089
17.222,18.2655,19.3374,20.5929,20.2205,18.1084,21.9312,23.5823,24.0346
17.298,17.2602,18.4572,19.8915,19.4979,17.3491,21.7365,23.55,23.9979
17.067,14.9647,16.2639,17.8597,17.4443,16.3747,20.8949,22.8452,23.2564
17.063,13.2035,14.8194,16.6679,16.2117,15.6609,20.3058,22.4044,22.7984
16.166,12.6763,14.3477,16.2887,15.8193,15.2313,20.0221,22.294,22.6548
14.675,12.4252,14.212,16.3402,15.8456,14.9439,20.0493,22.6575,22.9648
13.557,12.4021,14.1639,16.2464,15.7555,14.8841,20.1371,22.5818,22.8456
12.817,12.404,14.0679,16.0107,15.5331,14.7868,19.7835,21.9689,22.2134
12.434,12.3824,14.0166,15.9234,15.4472,14.6787,19.6044,21.716,21.9356
12.274,12.5523,14.1374,15.9881,15.5277,14.656,19.4758,21.4801,21.6669
12.173,12.8199,14.3568,16.1458,15.7019,14.7871,19.498,21.3906,21.5627
12.48,13.3205,14.8232,16.5659,16.1339,15.0954,19.7521,21.532,21.6888
13.196,13.8651,15.1837,16.8984,16.4738,15.3386,19.9657,21.6623,21.824
14.382,14.911,16.2635,17.7872,17.3819,16.3055,20.2287,21.7142,21.9262
15.154,16.4681,17.7567,19.1605,18.7538,16.9829,20.8265,22.1879,22.4157
15.605,17.8826,18.9288,20.0816,19.6869,17.8236,21.4804,22.6457,22.9119
15.962,18.7576,19.6371,20.698,20.3017,18.4426,22.0135,23.0841,23.3585
16.226,19.6304,20.5062,21.5501,21.1482,18.8952,22.4578,23.5154,23.7833
16.368,20.3249,21.2099,22.2637,21.8546,19.2951,22.8648,23.9244,24.193
16.472,20.7851,21.6623,22.7025,22.2986,19.6161,23.1716,24.2317,24.5114
16.467,21.0806,21.9626,23.0014,22.601,19.9199,23.4748,24.5483,24.8458
16.659,21.0161,21.8938,22.9298,22.5457,19.9236,23.4622,24.5571,24.8666
17.084,20.7235,21.6098,22.641,22.2729,19.7927,23.3229,24.4447,24.827
17.512,20.422,21.3622,22.4465,22.085,19.7242,23.1609,24.439,24.858
17.546,19.7616,20.8351,22.0917,21.7226,19.4123,23.1683,24.5427,24.9941
17.472,18.4583,19.6562,21.0907,20.6999,18.3334,22.5257,24.2224,24.6669
17.256,16.2585,17.5595,19.1564,18.7439,16.9644,21.7006,23.5353,23.9473
17.239,14.0006,15.4496,17.2767,16.826,16.2029,21.0558,23.0337,23.4366
16.296,13.0614,14.7292,16.6478,16.1828,15.5621,20.5529,22.698,23.0666
14.848,12.6828,14.4642,16.5687,16.0774,15.1712,20.4678,22.9428,23.2591
13.728,12.2495,14.0224,16.0798,15.5854,15.0407,20.0733,22.52,22.8381
12.974,12.0116,13.6868,15.6046,15.1234,14.7363,19.5132,21.6997,21.9881
12.594,11.9484,13.5932,15.4746,14.9943,14.5861,19.288,21.3982,21.662
12.402,12.1945,13.7896,15.6145,15.1497,14.6394,19.232,21.2326,21.4646
12.359,12.3212,13.8676,15.6305,15.1817,14.6293,19.1098,20.9966,21.2149
12.751,12.8362,14.3479,16.0643,15.6271,14.9518,19.3752,21.1474,21.3517
13.589,13.6493,15.0686,16.7579,16.3292,15.5159,19.917,21.6123,21.8314
14.664,15.5927,16.9419,18.4637,18.0576,16.4586,20.5086,22.1769,22.4445
15.441,17.2532,18.472,19.7695,19.3684,17.2867,21.2687,22.5074,22.7099
16.017,18.0808,19.1673,20.3531,19.9572,18.0025,21.7954,22.8355,23.0698
16.414,18.835,19.744,20.8788,20.4811,18.5393,22.2459,23.1907,23.4342
16.647,19.5076,20.3829,21.4264,21.0246,18.8576,22.5549,23.4857,23.7209
16.771,19.8496,20.7334,21.7862,21.3765,19.0004,22.7031,23.6339,23.8651
16.861,20.0298,20.9053,21.9441,21.5389,19.054,22.741,23.6708,23.9089
16.863,20.0809,20.9606,21.9977,21.5954,19.113,22.7981,23.74,23.9923
16.869,19.8072,20.6822,21.7161,21.3297,18.993,22.6608,23.6229,23.8847
16.976,19.5232,20.4067,21.4358,21.0654,18.9472,22.6066,23.9082,24.3142
17.235,19.4218,20.3596,21.442,21.0787,18.8415,22.6796,24.0521,24.4974
17.103,19.0897,20.1613,21.4164,21.0462,18.8183,22.764,24.3159,24.7974
17.153,18.6722,19.8698,21.304,20.9139,18.516,22.6902,24.407,24.8916
17.248,18.1098,19.4169,21.0192,20.6102,17.9739,22.5043,24.3709,24.8436
17.257,16.6719,18.0819,19.8339,19.4002,17.4543,22.1309,24.1454,24.6198
16.509,15.4356,16.9544,18.8904,18.4286,16.9474,21.7637,23.9473,24.3917
15.273,14.7359,16.4825,18.7916,18.2773,16.5718,21.6949,24.2094,24.6023
14.216,12.0483,13.2724,14.7224,14.388,13.3705,17.0288,18.9417,19.319
13.482,12.0295,13.1745,14.5143,14.1929,13.2961,16.7344,18.4615,18.8289
13.048,11.9319,13.0457,14.3481,14.0315,13.1511,16.4998,18.1717,18.524
12.846,11.8029,12.8778,14.1361,13.8279,12.9057,16.1613,17.7501,18.0737
12.739,11.664,12.7005,13.9106,13.6114,12.6925,15.8525,17.3552,17.6623
12.79,11.6989,12.6984,13.8605,13.5773,12.6308,15.7048,17.1283,17.4316
12.931,12.202,13.1774,14.3061,14.038,13.0311,16.0522,17.429,17.7483
13.836,14.0566,14.964,15.9134,15.71,14.9573,17.4714,18.4659,18.7903
14.94,15.5236,16.3238,17.1287,16.9669,15.7155,18.1616,19.094,19.4745
16.094,16.6127,17.1611,17.8638,17.713,16.5146,18.8352,19.6421,20.0643
16.895,18.6018,19.11,19.7066,19.5749,17.4215,19.6902,20.4457,20.8984
17.594,19.9267,20.4289,21.0177,20.8804,18.429,20.4779,21.0984,21.5538
18.037,20.796,21.3005,21.8911,21.746,19.176,21.2276,21.7904,22.1591
18.348,21.3486,21.8521,22.4382,22.2894,19.6719,21.7131,22.2723,22.6813
18.481,21.5906,22.1015,22.6914,22.5372,19.9389,21.9869,22.5584,23.0238
18.682,21.5904,22.1065,22.7045,22.5508,19.9449,22.1408,22.9006,23.3699
18.941,21.3506,21.881,22.4855,22.3319,20.2069,22.4808,23.2539,23.7381
19.342,21.1556,21.728,22.3748,22.2189,19.7991,21.9639,23.0582,23.6209
19.296,20.6277,21.2975,22.0702,21.9019,19.4646,21.8696,23.1334,23.7094
19.104,19.5222,20.2814,21.182,20.9938,18.4746,21.2495,22.6798,23.2414
18.901,17.9617,18.7972,19.8165,19.6086,17.0278,20.1832,21.7086,22.2404
18.918,16.197,17.1323,18.2914,18.0437,16.2112,19.4996,21.1201,21.6311
18.098,14.9449,15.9849,17.3083,17.0192,15.8242,19.2604,20.993,21.4653
16.928,14.2735,15.5076,16.9656,16.6414,15.4866,19.1706,21.1306,21.5549
15.938,13.9996,15.2158,16.6615,16.3333,14.9966,18.619,20.5305,20.9276
15.063,13.4772,14.6142,15.9494,15.6342,14.422,17.8235,19.5485,19.9348
14.402,12.9407,14.0464,15.3442,15.0337,13.8418,17.1537,18.8233,19.1953
13.978,12.6877,13.7545,15.0081,14.7062,13.4681,16.687,18.2737,18.618
13.681,12.6575,13.6861,14.8917,14.5988,13.3524,16.4765,17.9778,18.3079
13.553,12.9489,13.9406,15.0984,14.8218,13.5309,16.5701,17.9934,18.3232
13.472,13.6098,14.4191,15.5434,15.2819,13.9322,16.9185,18.2952,18.641
14.165,15.9553,16.867,17.82,17.6205,16.1365,18.6013,19.5473,19.8956
15.5,17.6498,18.3348,19.1034,18.9458,17.1352,19.5332,20.4185,20.8297
16.818,18.7073,19.3457,20.0371,19.8904,18.1416,20.4136,21.1728,21.6265
17.889,20.1954,20.7072,21.3065,21.1784,18.9624,21.1801,21.8855,22.3645
18.607,21.2183,21.7234,22.3144,22.1801,19.5646,21.7208,22.4153,22.8946
19.167,21.8646,22.3716,22.964,22.8214,20.1123,22.1756,22.8524,23.334
19.416,22.0605,22.5658,23.1533,23.0062,20.2942,22.4248,23.1136,23.5984
19.592,21.8177,22.3294,22.92,22.7665,20.2893,22.4924,23.1847,23.6718
19.696,21.332,21.848,22.4459,22.292,20.1732,22.3779,23.0774,23.5579
19.681,20.7018,21.2666,21.9256,21.7717,20.0411,22.253,22.9638,23.4538
19.99,20.2222,20.7931,21.4389,21.2814,18.9778,21.2105,22.3971,22.9628
20.015,19.674,20.3423,21.1141,20.944,18.623,21.2198,22.5262,23.1047
19.844,18.7905,19.5489,20.4491,20.2596,17.8688,20.8778,22.2942,22.8611
19.489,17.4011,18.2334,19.2497,19.0413,17.1362,20.2422,21.7518,22.2902
19.345,15.417,16.4975,17.7224,17.4487,16.2926,19.5291,21.1311,21.6424
18.378,14.4695,15.6016,16.9081,16.6131,15.5147,18.8961,20.607,21.0724
16.858,13.432,14.6526,16.1007,15.7796,14.5436,18.1695,20.1043,20.5136
15.534,13.8505,15.6148,17.6743,17.1825,16.4004,21.6171,24.2611,24.6113
14.533,13.3513,15.0159,16.9346,16.4547,15.8493,20.8004,23.1775,23.4997
13.866,12.9258,14.5592,16.4409,15.9612,15.3788,20.2512,22.5483,22.8375
13.511,12.8459,14.4292,16.2541,15.7895,15.1309,19.8919,22.0775,22.3304
13.374,12.8964,14.4306,16.1932,15.7444,15.0603,19.7075,21.7779,22.0147
13.657,13.2084,14.7088,16.4253,15.9884,15.2252,19.8205,21.7782,21.9892
14.392,14.0791,15.5616,17.2514,16.8237,15.8999,20.4762,22.3596,22.5858
15.794,16.5965,17.9478,19.4715,19.068,18.1617,22.0999,23.286,23.538
17.016,19.1614,20.4554,21.8631,21.4628,19.4035,23.2789,24.3532,24.6576
17.685,21.1136,22.1656,23.3279,22.9471,20.5836,24.2755,25.1571,25.5102
18.318,22.3955,23.2824,24.3363,23.9479,21.4192,25.0271,25.8162,26.1879
18.904,23.2719,24.1551,25.2046,24.8109,21.8198,25.4196,26.1958,26.5644
19.346,23.8253,24.7174,25.7766,25.3754,22.0935,25.6998,26.4773,26.8461
19.743,24.0596,24.9434,25.9887,25.5922,22.2996,25.8429,26.6197,26.9973
19.953,23.9675,24.8553,25.8986,25.5046,22.3253,25.9034,26.6916,27.0818
20.041,23.4298,24.3123,25.352,24.9735,22.1601,25.7298,26.5367,26.9329
20.184,22.6345,23.5245,24.5665,24.1969,21.9748,25.5335,26.3646,26.7893
20.435,22.0191,22.9624,24.049,23.6915,21.1234,24.7324,26.3059,26.7934
20.425,21.3938,22.4703,23.7292,23.3642,20.8419,24.7022,26.4535,26.9735
20.288,20.6332,21.835,23.2726,22.887,20.2359,24.3628,26.2772,26.7963
19.971,19.3353,20.6426,22.2444,21.8388,19.0363,23.6368,25.6941,26.1885
19.728,17.5209,18.9302,20.6807,20.2496,18.1674,23.0196,25.2227,25.7122
18.597,16.0286,17.5458,19.4795,19.0197,17.518,22.5085,24.8791,25.3342
17.026,15.1357,16.8798,19.1852,18.6726,17.016,22.3118,25.0115,25.413
15.736,15.0887,16.8184,18.8985,18.4079,17.1004,22.2134,24.6133,24.9943
14.844,14.8342,16.4647,18.4043,17.9259,16.7697,21.6191,23.7541,24.1122
14.312,14.5133,16.113,18.0158,17.538,16.3818,21.154,23.2108,23.541
14.014,14.4987,16.0485,17.8946,17.432,16.1958,20.8577,22.8037,23.1003
13.87,14.4473,15.9479,17.7316,17.2847,16.0333,20.5808,22.4109,22.6879
14.19,14.7619,16.2273,17.9643,17.5285,16.1838,20.6722,22.3858,22.642
14.867,15.2407,16.6888,18.3992,17.9727,16.5335,21.0067,22.6463,22.9023
15.96,16.8806,18.2328,19.7568,19.3543,17.5434,21.4697,23.013,23.3159
16.72,18.2186,19.3716,20.6708,20.2726,18.1266,21.9835,23.3914,23.6295
17.259,18.9197,19.995,21.1823,20.7892,18.7815,22.4483,23.6565,23.9283
17.775,19.8893,20.8819,22.0183,21.6236,19.6144,23.1957,24.3093,24.596
18.007,20.8885,21.7667,22.8124,22.4141,20.0798,23.6531,24.7542,25.0395
18.066,21.4575,22.3447,23.4001,22.9943,20.3272,23.907,25.0093,25.2949
18.171,21.7588,22.6378,23.6794,23.2784,20.4669,24.0316,25.1336,25.4283
18.226,21.8342,22.7175,23.7573,23.3593,20.5355,24.0985,25.2126,25.5214
18.403,21.4223,22.3006,23.337,22.9546,20.381,23.9259,25.0595,25.3751
18.852,20.8574,21.7436,22.7748,22.4078,20.2753,23.8104,24.9862,25.4356
19.137,20.4736,21.4135,22.4976,22.1372,19.762,23.7404,25.0541,25.5389
19.042,19.8979,20.9711,22.2274,21.8597,19.5246,23.7145,25.2063,25.7243
18.921,18.9852,20.1834,21.6181,21.2293,18.8967,23.3722,25.0262,25.5404
18.461,17.2114,18.5147,20.1135,19.7037,17.95,22.5631,24.3585,24.8433
18.304,15.166,16.6925,18.5192,18.0696,17.1848,21.9158,23.8558,24.3301
17.153,14.3091,15.9483,17.8664,17.4024,16.521,21.3902,23.4977,23.9353
15.626,13.7812,15.5338,17.6378,17.1474,15.9893,21.1638,23.6004,23.983
14.372,12.63,14.3697,16.4558,15.9598,15.0225,20.2185,22.7422,23.0316
13.472,12.3825,14.023,15.9686,15.4848,14.7006,19.6329,21.8917,22.1567
12.951,12.196,13.8058,15.7146,15.2314,14.446,19.3015,21.4824,21.7187
12.637,12.1091,13.67,15.5228,15.0554,14.2128,18.9638,21.0367,21.2273
12.576,12.3291,13.8417,15.6327,15.1816,14.2956,18.9367,20.8974,21.0726
12.902,12.9056,14.3839,16.1287,15.6895,14.6779,19.2643,21.1121,21.2719
13.559,13.4716,14.9324,16.6505,16.2205,15.1075,19.6772,21.4504,21.6132
14.826,15.4801,16.8296,18.3515,17.9464,16.8339,20.7551,22.075,22.2996
15.689,17.3734,18.6638,20.0321,19.6325,17.671,21.525,22.7286,23.0033
16.146,18.3534,19.3995,20.5694,20.1751,18.3301,21.9949,22.9999,23.3106
16.469,19.135,20.0152,21.0966,20.7004,18.8662,22.4447,23.3545,23.6744
16.722,19.8885,20.7646,21.8088,21.4085,19.1626,22.7322,23.6283,23.9408
16.955,20.5214,21.4067,22.4606,22.0529,19.434,23.0106,23.9082,24.2211
17.311,20.9757,21.8532,22.8936,22.491,19.6561,23.2182,24.1164,24.4403
17.505,21.1401,22.022,23.0608,22.6614,19.8378,23.3424,24.2532,24.5926
