2015 Observed,2030 Baseline,2030 Extended,2030 Net Zero,2050 Baseline,2050 Extended,2050 Net Zero
12.511,12.135,12.331,13.522,15.151,16.405,17.668
13.777,13.016,13.147,14.225,15.548,16.768,17.949
14.991,14.255,14.379,15.452,17.314,18.199,18.607
15.339,15.36,15.45,16.457,17.763,18.582,18.922
15.573,16.75,16.792,17.665,18.477,19.191,19.419
15.756,18.935,18.954,19.766,19.675,20.346,20.518
16.052,20.572,20.589,21.4,20.632,21.201,21.359
16.346,21.57,21.588,22.405,21.512,22.061,22.084
16.652,22.284,22.302,23.108,22.177,22.726,22.752
16.87,22.695,22.715,23.517,22.625,23.185,23.253
17.279,22.576,22.602,23.397,22.543,23.117,23.309
17.932,22.117,22.147,22.933,22.295,22.977,23.234
18.469,21.539,21.581,22.395,21.966,22.612,22.772
18.524,19.974,20.054,20.964,20.857,21.671,22.503
18.639,17.492,17.608,18.62,19.142,20.341,21.732
18.835,16.611,16.761,17.87,18.879,20.154,21.643
17.931,15.04,15.226,16.453,18.396,19.748,21.359
16.491,14.132,14.365,15.654,17.718,19.16,20.878
15.072,13.557,13.83,15.225,17.25,18.87,20.792
13.829,12.69,12.955,14.318,16.784,18.427,20.461
13.088,12.395,12.63,13.913,16.345,17.851,19.69
12.685,12.17,12.397,13.659,16.042,17.509,19.278
12.458,12.215,12.431,13.661,15.92,17.331,18.976
12.481,12.14,12.342,13.538,15.715,17.066,18.601
12.974,12.371,12.559,13.734,15.774,17.067,18.478
14.206,13.086,13.213,14.286,16.099,17.356,18.685
15.4,14.691,14.812,15.882,17.709,18.764,19.624
15.881,16.913,17.004,18.012,19.139,19.947,20.515
16.296,18.282,18.324,19.198,19.853,20.558,21.013
16.645,20.462,20.481,21.294,20.938,21.598,21.999
17.08,22.01,22.027,22.838,21.92,22.471,22.622
17.504,22.87,22.888,23.705,22.68,23.237,23.115
17.981,23.386,23.404,24.211,23.168,23.725,23.552
18.302,23.581,23.602,24.405,23.423,23.989,23.861
18.79,23.262,23.288,24.084,23.16,23.739,23.65
19.412,22.643,22.673,23.459,22.768,23.359,23.363
19.867,21.935,21.978,22.792,22.322,22.971,23.134
19.775,20.444,20.524,21.434,21.278,22.095,22.565
19.851,17.959,18.076,19.088,19.206,20.181,20.888
19.918,17.038,17.189,18.297,18.435,19.564,20.645
18.835,15.34,15.526,16.715,17.28,18.56,20.209
17.242,13.686,13.913,15.205,16.427,17.915,19.79
15.694,12.757,13.065,14.569,16.214,17.882,19.959
14.459,12.401,12.664,14.032,16.164,17.776,19.67
13.656,12.222,12.456,13.742,15.847,17.32,19.019
13.161,12.114,12.34,13.606,15.664,17.099,18.729
12.919,12.127,12.341,13.575,15.511,16.89,18.396
12.951,12.142,12.343,13.543,15.4,16.718,18.113
13.383,12.576,12.763,13.941,15.664,16.926,18.197
14.59,12.908,13.085,14.255,15.909,17.136,18.327
15.738,14.463,14.584,15.654,17.511,18.565,19.44
16.154,16.357,16.447,17.455,18.781,19.586,20.211
16.628,17.538,17.58,18.453,19.196,19.896,20.408
17.136,19.822,19.841,20.654,20.229,20.886,21.344
17.614,21.648,21.665,22.476,21.595,22.144,22.103
17.882,22.43,22.448,23.265,22.284,22.839,22.65
18.405,22.856,22.874,23.68,22.69,23.243,23.067
18.804,22.99,23.011,23.813,22.89,23.452,23.321
19.142,22.64,22.665,23.46,22.599,23.174,23.08
19.666,22.012,22.041,22.828,22.2,22.786,22.841
20.12,21.342,21.385,22.199,21.788,22.433,22.592
19.908,19.97,20.05,20.96,20.852,21.667,22.285
19.974,17.511,17.627,18.64,18.807,19.815,21.222
19.958,16.653,16.803,17.911,18.18,19.471,20.975
18.872,15.092,15.277,16.467,17.753,19.119,20.746
17.339,13.53,13.757,15.049,17.196,18.653,20.387
15.767,12.902,13.168,14.553,16.703,18.339,20.276
14.457,12.702,12.959,14.31,16.471,18.067,19.859
13.626,12.368,12.596,13.866,15.994,17.451,19.049
13.162,12.171,12.392,13.641,15.722,17.141,18.669
12.842,12.222,12.43,13.648,15.605,16.968,18.372
12.786,12.271,12.467,13.649,15.527,16.83,18.124
13.213,12.745,12.926,14.087,15.828,17.074,18.244
14.513,13.252,13.422,14.574,16.216,17.426,18.514
15.717,14.797,14.919,15.989,17.807,18.797,19.168
16.34,16.999,17.09,18.098,18.912,19.68,19.992
16.884,18.601,18.643,19.518,19.746,20.412,20.613
17.339,20.287,20.306,21.119,20.62,21.241,21.385
17.716,21.074,21.092,21.902,21.082,21.628,21.737
18.006,21.186,21.204,22.02,21.167,21.714,21.767
18.251,21.106,21.124,21.929,21.118,21.66,21.783
18.293,20.957,20.977,21.778,21.132,21.75,21.901
18.174,20.517,20.541,21.335,20.974,21.598,21.768
18.273,19.873,19.902,20.687,20.789,21.419,21.635
18.282,19.293,19.335,20.147,19.948,20.58,21.407
17.989,18.304,18.384,19.293,19.359,20.163,21.331
18.273,17.165,17.281,18.294,18.621,19.818,21.122
18.243,16.727,16.877,17.986,18.407,19.683,21.086
17.546,15.382,15.568,16.759,17.86,19.212,20.739
16.441,14.083,14.312,15.604,17.456,18.9,20.535
15.125,13.431,13.74,15.245,17.167,18.79,20.629
14.025,10.574,10.785,11.828,12.616,13.706,14.955
13.311,10.279,10.441,11.313,12.294,13.284,14.406
12.761,10.142,10.299,11.147,12.082,13.043,14.124
12.422,10.203,10.352,11.174,12.014,12.934,13.93
12.254,10.232,10.372,11.166,11.945,12.82,13.74
12.367,10.456,10.586,11.354,12.044,12.876,13.722
12.78,10.965,11.059,11.722,12.182,12.986,13.787
13.438,12.2,12.272,12.861,13.149,13.729,14.107
14.457,12.676,12.738,13.298,13.593,14.133,14.482
15.401,13.502,13.538,14.033,13.919,14.387,14.661
15.865,14.39,14.412,14.865,14.48,14.862,15.018
16.271,14.858,14.878,15.326,14.834,15.206,15.347
16.529,15.068,15.088,15.535,14.997,15.4,15.62
16.587,15.129,15.149,15.592,15.211,15.64,15.861
16.361,14.899,14.92,15.364,15.325,15.756,15.99
16.053,14.482,14.521,15.012,15.258,15.693,15.932
15.937,14.138,14.178,14.67,15.008,15.445,15.709
15.827,13.006,13.04,13.513,13.978,14.65,15.41
15.553,12.42,12.48,13.025,13.466,14.197,15.062
15.683,11.567,11.653,12.273,13.003,13.793,14.741
15.6,11.203,11.335,12.098,12.967,13.813,14.832
14.916,10.791,10.934,11.741,12.791,13.694,14.787
14.054,10.195,10.353,11.211,12.399,13.373,14.529
13.079,10.057,10.244,11.187,12.359,13.464,14.756
12.19,9.137,9.329,10.285,11.612,12.642,13.836
11.62,9.032,9.204,10.095,11.381,12.314,13.382
11.292,8.979,9.147,10.014,11.252,12.158,13.188
11.091,9.165,9.325,10.167,11.312,12.178,13.124
11.001,8.979,9.13,9.944,11.028,11.852,12.723
11.13,9.253,9.395,10.183,11.18,11.963,12.762
11.431,9.881,9.984,10.66,11.401,12.159,12.915
11.77,10.639,10.714,11.308,11.706,12.41,13.19
12.362,10.537,10.6,11.162,11.59,12.218,12.582
12.676,10.168,10.213,10.727,11.205,11.748,12.026
12.876,10.482,10.518,11.01,11.474,11.979,12.213
13.075,11.014,11.05,11.538,11.93,12.43,12.65
13.236,11.811,11.83,12.276,12.588,13.09,13.309
13.239,12.505,12.523,12.966,13.067,13.569,13.792
13.291,12.952,12.973,13.416,13.393,13.899,14.137
13.463,13.154,13.177,13.624,13.548,14.06,14.305
14.013,13.07,13.096,13.545,13.621,14.161,14.81
14.598,13.018,13.052,13.526,13.567,14.173,14.875
14.879,12.143,12.203,12.749,13.097,13.762,14.567
15.484,10.766,10.851,11.472,12.381,13.103,13.991
15.591,10.267,10.378,11.146,12.22,13,13.955
14.95,9.93,10.082,10.904,12.135,12.974,14.005
13.967,9.608,9.774,10.647,11.978,12.888,13.983
13.026,9.344,9.538,10.496,11.814,12.856,14.087
12.223,11.306,11.572,12.943,14.904,16.443,18.057
11.78,11.226,11.463,12.753,14.663,16.065,17.484
11.607,11.142,11.371,12.64,14.488,15.853,17.202
11.6,11.276,11.493,12.731,14.446,15.755,16.981
11.662,11.385,11.589,12.793,14.42,15.669,16.785
12.185,12.162,12.317,13.419,14.823,16.017,17.01
13.538,13.393,13.528,14.611,15.291,16.451,17.364
14.689,14.44,14.53,15.515,15.937,16.8,17.725
14.947,14.45,14.523,15.474,15.931,16.721,17.212
14.99,14.329,14.378,15.261,15.763,16.438,16.807
15.205,15.018,15.055,15.908,16.337,16.961,17.267
15.292,15.728,15.743,16.551,16.874,17.494,17.783
15.384,16.465,16.481,17.295,17.427,18.049,18.338
15.598,17.071,17.087,17.89,17.975,18.597,18.894
15.558,17.453,17.472,18.272,18.448,19.075,19.395
15.742,17.405,17.446,18.289,18.593,19.228,19.567
16.173,17.279,17.321,18.161,18.568,19.209,19.958
16.555,16.59,16.631,17.442,18.188,19.14,19.97
16.607,15.211,15.29,16.198,17.637,18.674,19.659
17.04,13.666,13.837,14.975,16.817,17.939,19.047
17.161,13.823,14.011,15.198,16.994,18.197,19.407
16.215,13.421,13.628,14.857,16.834,18.12,19.457
15.016,12.807,13.036,14.317,16.387,17.769,19.219
13.79,11.953,12.223,13.611,15.613,17.179,18.837
12.846,12.001,12.277,13.665,15.82,17.425,19.049
12.299,12.105,12.353,13.659,15.763,17.232,18.662
12.04,12.054,12.294,13.58,15.624,17.055,18.417
11.892,12.015,12.243,13.497,15.41,16.787,18.026
11.964,12.027,12.241,13.461,15.285,16.602,17.73
12.476,12.517,12.717,13.916,15.595,16.855,17.859
13.889,13.614,13.75,14.835,16.054,17.278,18.2
15.137,14.824,14.931,15.965,16.988,17.841,18.524
15.319,14.747,14.837,15.836,16.892,17.668,18.235
15.208,14.885,14.951,15.882,16.928,17.591,18.037
15.401,16.385,16.403,17.214,17.841,18.458,18.847
15.566,17.478,17.494,18.303,18.416,19.03,19.402
15.691,18.159,18.175,18.99,18.737,19.354,19.726
15.892,18.664,18.681,19.485,18.934,19.531,19.91
16.033,18.92,18.939,19.739,19.241,19.778,20.057
16.256,18.704,18.728,19.521,19.069,19.62,20.008
16.69,18.239,18.268,19.052,18.85,19.484,19.993
17.125,17.753,17.795,18.607,18.578,19.202,19.977
17.18,16.385,16.464,17.373,17.658,18.66,19.654
17.586,14.255,14.371,15.383,16.629,17.811,18.926
17.66,13.917,14.067,15.174,16.565,17.825,19.036
16.857,12.674,12.859,14.087,16.216,17.552,18.887
15.618,11.915,12.151,13.444,15.7,17.131,18.577
14.26,11.715,11.992,13.392,15.578,17.191,18.843
13.268,11.43,11.703,13.088,15.351,16.953,18.806
12.712,11.381,11.625,12.93,15.141,16.608,18.267
12.285,11.425,11.661,12.946,15.097,16.527,18.118
12.121,11.635,11.86,13.113,15.133,16.508,17.977
12.1,11.781,11.992,13.211,15.145,16.461,17.822
12.555,12.374,12.571,13.769,15.559,16.822,18.06
13.837,13.303,13.437,14.518,16.073,17.301,18.458
15.102,14.64,14.767,15.845,17.238,18.132,18.727
15.27,14.715,14.807,15.817,17.238,18.059,18.582
15.205,15.449,15.49,16.364,17.583,18.294,18.699
15.402,17.751,17.77,18.582,18.799,19.466,19.816
15.701,19.119,19.135,19.945,19.436,20.101,20.434
15.821,19.879,19.896,20.712,19.997,20.537,20.815
16.16,20.437,20.454,21.259,20.52,21.059,21.05
16.342,20.74,20.76,21.561,20.87,21.419,21.275
16.601,20.591,20.616,21.411,20.758,21.321,21.217
17.104,20.146,20.175,20.961,20.523,21.098,21.089
17.518,19.639,19.681,20.494,20.259,20.894,21.093
17.491,18.133,18.212,19.122,19.206,20.01,20.815
17.846,16.122,16.238,17.251,17.597,18.795,20.154
17.834,15.368,15.519,16.627,17.329,18.605,20.062
17.022,13.798,13.984,15.174,16.877,18.228,19.809
15.653,12.46,12.695,13.989,16.288,17.73,19.418
14.332,12.157,12.431,13.832,16.081,17.703,19.595
13.367,11.748,12.018,13.402,15.589,17.184,18.974
12.817,11.498,11.739,13.042,15.191,16.648,18.243
12.489,11.251,11.485,12.768,14.886,16.308,17.836
12.262,11.466,11.688,12.94,14.925,16.292,17.697
12.219,11.627,11.837,13.053,14.951,16.259,17.553
12.653,12.129,12.324,13.52,15.273,16.525,17.696
14.061,12.879,13.01,14.087,15.723,16.939,18.029
15.32,14.242,14.366,15.441,16.99,17.874,18.445
15.614,15.206,15.297,16.305,17.461,18.278,18.782
15.725,15.949,15.991,16.865,17.842,18.553,18.942
15.946,17.394,17.413,18.225,18.575,19.239,19.57
16.156,18.597,18.614,19.423,19.075,19.736,20.051
16.353,19.301,19.318,20.134,19.481,20.017,20.273
16.582,19.776,19.793,20.598,19.929,20.463,20.442
16.783,19.976,19.996,20.797,20.186,20.73,20.593
16.968,19.685,19.709,20.503,19.947,20.503,20.496
17.289,19.084,19.113,19.898,19.572,20.141,20.362
17.503,18.424,18.466,19.279,19.172,19.799,20.269
17.388,17.114,17.193,18.103,18.301,19.099,20.074
17.874,15.341,15.457,16.469,17.082,18.274,19.571
17.788,14.833,14.984,16.093,16.888,18.158,19.555
16.983,13.308,13.493,14.684,16.396,17.743,19.263
15.741,12.114,12.347,13.641,15.92,17.359,18.987
14.311,11.814,12.088,13.489,15.712,17.33,19.163
13.309,11.44,11.708,13.087,15.202,16.794,18.471
12.693,11.145,11.385,12.683,14.781,16.237,17.72
12.382,11.095,11.327,12.605,14.64,16.059,17.474
12.179,11.246,11.466,12.713,14.615,15.979,17.271
12.236,11.413,11.621,12.833,14.648,15.951,17.133
12.579,11.966,12.159,13.35,15.019,16.267,17.326
13.9,12.902,13.033,14.111,15.486,16.699,17.676
15.127,14.321,14.445,15.521,16.624,17.485,18.076
15.461,14.648,14.726,15.702,16.812,17.606,18.13
15.636,14.938,14.992,15.901,16.999,17.681,18.085
15.684,15.964,15.983,16.794,17.577,18.211,18.557
15.853,17.219,17.235,18.045,18.097,18.728,19.057
15.866,18.061,18.077,18.892,18.463,19.097,19.427
15.996,18.668,18.684,19.489,18.936,19.463,19.717
15.984,18.989,19.008,19.809,19.301,19.839,19.93
16.071,18.72,18.744,19.537,19.081,19.632,19.849
16.357,18.158,18.186,18.971,18.741,19.321,19.746
16.628,17.614,17.656,18.468,18.448,19.071,19.713
16.505,16.371,16.45,17.359,17.64,18.491,19.551
16.798,14.561,14.676,15.688,16.684,17.87,19.051
16.695,14.018,14.168,15.277,16.649,17.914,19.196
16.061,12.697,12.907,14.145,16.275,17.617,19.023
14.898,11.939,12.171,13.462,15.718,17.155,18.673
13.724,11.793,12.066,13.463,15.649,17.269,18.994
12.769,8.783,8.973,9.933,11.271,12.387,13.579
12.135,8.711,8.882,9.776,11.073,12.092,13.158
11.813,8.612,8.779,9.649,10.898,11.889,12.916
11.606,8.662,8.821,9.665,10.822,11.773,12.716
11.484,8.716,8.865,9.683,10.778,11.686,12.554
11.613,8.98,9.121,9.911,10.915,11.782,12.577
12.064,9.569,9.669,10.342,11.146,11.986,12.736
12.659,10.503,10.586,11.205,11.987,12.585,13.075
13.211,10.507,10.579,11.166,11.988,12.535,12.989
13.614,10.416,10.469,11.008,11.851,12.314,12.682
13.74,11.491,11.512,11.963,12.643,13.076,13.409
13.846,12.865,12.884,13.33,13.361,13.792,14.113
13.809,13.843,13.863,14.31,13.908,14.33,14.65
13.825,14.437,14.457,14.9,14.431,14.793,15.015
13.761,14.702,14.723,15.167,14.701,15.07,15.274
13.928,14.723,14.747,15.194,14.716,15.095,15.399
14.311,14.454,14.48,14.93,14.647,15.092,15.463
14.769,14.178,14.213,14.687,14.38,14.81,15.513
14.956,12.775,12.835,13.381,13.436,14.192,14.998
15.359,10.894,10.979,11.599,12.54,13.352,14.239
15.229,10.723,10.831,11.546,12.588,13.454,14.407
14.678,10.187,10.337,11.162,12.396,13.323,14.351
13.875,9.887,10.052,10.927,12.263,13.259,14.35
12.98,9.702,9.894,10.854,12.183,13.309,14.535
12.118,8.884,9.068,10.007,11.85,12.958,14.204
11.57,8.842,9.006,9.879,11.682,12.691,13.81
11.254,8.685,8.844,9.693,11.448,12.428,13.508
11.073,8.687,8.838,9.663,11.324,12.264,13.259
10.996,8.816,8.958,9.755,11.354,12.251,13.171
11.048,9.172,9.305,10.075,11.582,12.437,13.283
11.373,9.531,9.658,10.408,11.853,12.679,13.481
11.642,10.331,10.421,11.058,12.157,12.896,13.721
12.165,10.218,10.295,10.901,12.043,12.731,13.481
12.757,10.935,10.97,11.463,12.377,12.992,13.665
13.104,12.67,12.69,13.142,13.195,13.781,14.42
13.378,13.869,13.889,14.335,13.955,14.42,15.046
13.572,14.656,14.676,15.123,14.631,14.999,15.406
13.689,15.056,15.075,15.519,14.982,15.349,15.513
13.817,15.185,15.206,15.65,15.133,15.504,15.558
14.124,15.157,15.18,15.628,15.103,15.485,15.579
14.721,14.91,14.936,15.386,14.978,15.369,15.455
15.309,14.732,14.767,15.241,14.87,15.303,15.491
15.506,13.896,13.956,14.502,14.252,14.802,15.197
16.047,12.214,12.3,12.92,12.85,13.512,14.068
15.997,11.75,11.859,12.549,12.45,13.22,13.906
15.335,10.681,10.813,11.59,11.858,12.741,13.773
14.364,9.739,9.899,10.777,11.489,12.475,13.621
13.404,9.339,9.554,10.6,11.415,12.53,13.809
12.609,12.124,12.394,13.775,15.648,17.191,18.711
12.125,11.976,12.217,13.517,15.338,16.743,18.07
11.939,11.897,12.13,13.41,15.167,16.535,17.793
11.766,12.017,12.238,13.487,15.108,16.421,17.556
11.873,12.141,12.349,13.563,15.097,16.35,17.375
12.413,12.68,12.874,14.067,15.456,16.653,17.554
13.825,13.565,13.693,14.767,15.925,17.086,17.905
15.451,14.958,15.079,16.15,16.76,17.578,18.319
16.129,15.908,15.975,16.91,17.324,18.081,18.729
16.425,16.277,16.32,17.189,17.596,18.246,18.779
16.733,17.215,17.233,18.044,17.97,18.571,19.044
16.903,17.99,18.006,18.815,18.36,18.956,19.412
16.972,18.602,18.618,19.433,18.914,19.513,19.968
17.128,19.151,19.167,19.971,19.688,20.286,20.748
16.992,19.435,19.454,20.254,20.383,20.987,21.471
17.078,19.267,19.303,20.133,20.401,21.011,21.515
17.388,18.983,19.021,19.846,20.226,20.842,21.424
17.615,18.174,18.216,19.028,19.564,20.537,21.289
17.541,17.409,17.488,18.397,19.145,20.205,21.114
18.126,16.156,16.272,17.284,18.408,19.551,20.582
18.115,15.729,15.879,16.989,18.008,19.231,20.363
17.167,14.431,14.617,15.808,17.433,18.732,19.988
15.9,13.446,13.679,14.972,16.887,18.277,19.642
14.579,13.121,13.394,14.794,16.65,18.221,19.791
13.537,12.815,13.084,14.465,16.256,17.808,19.39
12.852,12.625,12.864,14.164,15.907,17.322,18.709
12.544,12.484,12.716,13.994,15.68,17.057,18.375
12.399,12.571,12.791,14.038,15.594,16.915,18.11
12.511,12.67,12.877,14.09,15.561,16.821,17.906
13.029,13.16,13.352,14.544,15.872,17.076,18.037
14.558,14.119,14.248,15.323,16.241,17.409,18.288
16.094,15.536,15.658,16.731,17.184,18.005,18.666
16.63,16.371,16.438,17.374,17.733,18.492,19.09
16.966,16.615,16.659,17.528,17.89,18.541,19.024
17.072,17.194,17.213,18.025,18.147,18.748,19.169
17.441,17.533,17.55,18.359,18.283,18.878,19.28
17.383,17.63,17.647,18.462,18.31,18.905,19.305
17.353,17.564,17.58,18.384,18.296,18.889,19.293
17.146,17.307,17.326,18.126,18.227,18.823,19.248
16.899,16.686,16.722,17.552,17.932,18.533,18.977
17,16.274,16.311,17.136,17.647,18.254,18.743
16.993,15.129,15.169,15.98,16.92,17.888,18.688
16.842,14.45,14.529,15.437,16.753,17.808,18.765
17.321,13.881,13.997,15.009,16.577,17.718,18.801
17.018,13.719,13.872,14.988,16.553,17.78,18.978
16.225,12.771,12.984,14.228,16.17,17.479,18.805
15.065,12.282,12.516,13.813,15.844,17.248,18.686
13.736,12.111,12.386,13.792,15.752,17.34,18.986
12.778,11.726,12.004,13.383,15.201,16.752,18.493
12.316,11.679,11.927,13.225,14.992,16.406,17.952
12.033,11.688,11.928,13.205,14.912,16.289,17.766
11.852,11.927,12.156,13.402,14.975,16.298,17.652
11.909,12.193,12.409,13.62,15.106,16.372,17.615
12.365,12.875,13.077,14.267,15.608,16.818,17.939
13.675,13.79,13.929,15.021,16.206,17.382,18.421
15.093,14.749,14.833,15.798,16.723,17.885,18.941
15.387,15.08,15.176,16.196,16.823,17.592,17.965
15.226,14.75,14.798,15.682,16.312,16.965,17.214
15.12,14.327,14.35,15.169,15.979,16.573,16.752
15.036,14.004,14.032,14.861,15.708,16.287,16.439
14.87,13.795,13.823,14.655,15.502,16.078,16.224
14.893,13.979,14.006,14.831,15.658,16.229,16.379
14.78,14.005,14.034,14.857,15.718,16.294,16.466
14.827,13.904,13.935,14.754,15.636,16.219,16.41
15.268,13.767,13.8,14.615,15.729,16.647,17.505
15.637,13.247,13.288,14.2,15.794,16.743,17.684
15.917,13.189,13.271,14.253,15.955,16.999,18.106
16.666,13.966,14.089,15.115,16.532,17.677,18.923
16.607,14.379,14.542,15.675,17.07,18.309,19.676
15.789,13.818,14.04,15.285,17.157,18.481,19.98
14.568,13.158,13.403,14.701,16.672,18.095,19.709
13.36,12.908,13.195,14.603,16.511,18.123,19.951
12.531,13.123,13.365,14.7,16.733,18.354,20.186
12.072,13.059,13.272,14.524,16.516,18,19.634
11.776,13.058,13.264,14.495,16.435,17.885,19.45
11.637,13.262,13.455,14.656,16.472,17.869,19.31
11.676,13.474,13.655,14.82,16.561,17.9,19.23
12.191,14.166,14.338,15.471,16.964,18.249,19.454
13.587,15.405,15.557,16.67,17.446,18.698,19.822
14.816,16.126,16.267,17.372,17.874,19.112,20.253
14.841,16.386,16.493,17.529,17.776,18.75,19.055
14.491,15.682,15.737,16.632,16.924,17.595,17.917
14.261,15.027,15.056,15.883,16.585,17.189,17.434
14.142,14.382,14.404,15.225,16.274,16.859,17.075
14.044,13.951,14.041,14.935,16.016,16.595,16.802
14.078,13.762,13.851,14.738,15.841,16.412,16.619
14.067,13.646,13.736,14.62,15.771,16.344,16.572
14.099,13.455,13.547,14.428,15.604,16.183,16.43
14.511,13.327,13.421,14.393,16.121,17.07,17.98
15.107,13.428,13.53,14.516,16.316,17.3,18.297
15.594,13.699,13.821,14.859,16.738,17.821,18.989
16.517,14.294,14.422,15.456,17.327,18.512,19.821
16.528,14.753,14.916,16.063,17.929,19.205,20.629
15.837,14.245,14.427,15.617,17.671,19.032,20.59
14.675,13.677,13.882,15.126,17.275,18.736,20.408
13.488,13.512,13.759,15.114,17.197,18.847,20.733
12.671,13.312,13.583,14.931,16.967,18.607,20.464
12.147,13.267,13.509,14.774,16.768,18.27,19.928
11.921,13.253,13.488,14.732,16.674,18.142,19.731
11.765,13.468,13.691,14.903,16.722,18.136,19.6
11.855,13.69,13.899,15.077,16.817,18.173,19.524
12.372,14.301,14.475,15.614,17.216,18.516,19.742
13.761,15.505,15.659,16.776,17.669,18.934,20.078
15.042,16.191,16.333,17.442,18.031,19.282,20.442
15.26,16.469,16.577,17.617,17.884,18.866,19.183
15.051,15.807,15.863,16.76,17.199,17.884,18.226
14.788,15.195,15.226,16.055,16.829,17.447,17.713
14.594,14.64,14.665,15.502,16.638,17.24,17.477
14.457,14.402,14.43,15.317,16.445,17.042,17.272
14.473,14.275,14.302,15.183,16.333,16.923,17.156
14.417,14.211,14.239,15.117,16.314,16.908,17.162
14.455,14.107,14.137,15.013,16.234,16.836,17.111
14.806,14.086,14.12,14.991,16.711,17.684,18.623
15.136,14.078,14.211,15.211,17.007,18.016,19.044
15.479,14.311,14.464,15.515,17.4,18.507,19.706
16.309,14.669,14.84,15.947,17.846,19.05,20.386
16.167,14.947,15.138,16.296,18.155,19.446,20.888
15.598,14.41,14.62,15.82,17.864,19.238,20.812
14.614,13.898,14.13,15.385,17.523,18.994,20.682
13.468,13.677,13.951,15.316,17.387,19.048,20.948
12.532,10.722,10.902,11.852,13.186,14.355,15.67
12.016,10.568,10.728,11.61,12.906,13.974,15.157
11.796,10.421,10.576,11.434,12.684,13.724,14.866
11.544,10.413,10.559,11.392,12.548,13.547,14.601
11.439,10.422,10.56,11.363,12.461,13.415,14.39
11.671,10.746,10.874,11.65,12.657,13.569,14.468
12.271,11.076,11.19,11.942,12.89,13.774,14.627
13.03,11.637,11.745,12.422,13.237,14.113,14.994
13.631,12.001,12.088,12.702,12.986,13.645,14.041
14.069,11.759,11.811,12.328,12.743,13.245,13.628
14.245,11.487,11.521,11.993,12.676,13.136,13.471
14.297,11.142,11.204,11.667,12.557,13.003,13.317
14.164,10.937,10.998,11.46,12.335,12.774,13.08
14.019,10.769,10.829,11.288,12.165,12.599,12.903
14.175,10.671,10.732,11.192,12.09,12.525,12.841
14.298,10.651,10.713,11.174,12.069,12.51,12.833
14.683,10.653,10.734,11.374,12.494,13.184,13.917
15.102,10.906,10.992,11.645,12.761,13.477,14.267
15.369,11.421,11.493,12.065,13.18,13.965,14.87
15.641,11.729,11.829,12.474,13.496,14.347,15.345
15.294,11.907,12.03,12.743,13.629,14.534,15.592
14.699,11.26,11.406,12.208,13.395,14.36,15.493
13.919,10.945,11.097,11.957,13.269,14.304,15.5
13.064,10.74,10.92,11.867,13.164,14.33,15.662
12.29,10.301,10.478,11.411,12.655,13.787,15.051
11.858,10.092,10.249,11.114,12.316,13.348,14.482
11.614,9.958,10.111,10.951,12.105,13.107,14.2
11.449,9.953,10.097,10.912,11.971,12.931,13.937
11.388,9.936,10.071,10.858,11.854,12.77,13.699
11.549,10.188,10.314,11.073,11.977,12.851,13.703
11.967,10.558,10.667,11.354,12.184,13.029,13.836
12.443,11.103,11.206,11.873,12.535,13.373,14.205
13.116,11.383,11.464,12.069,12.288,12.865,13.252
13.557,11.033,11.079,11.588,11.999,12.464,12.792
13.658,10.626,10.654,11.116,11.761,12.182,12.461
13.794,10.211,10.253,10.704,11.448,11.853,12.109
13.84,10.018,10.059,10.509,11.245,11.643,11.89
13.763,10.101,10.14,10.587,11.296,11.689,11.934
13.791,10.152,10.193,10.64,11.357,11.752,12.011
13.982,10.164,10.206,10.655,11.362,11.762,12.028
14.481,10.122,10.199,10.821,11.803,12.45,13.129
15.022,10.232,10.314,10.948,11.933,12.601,13.335
15.425,10.297,10.393,11.066,12.081,12.817,13.664
16.024,10.898,10.991,11.625,12.508,13.316,14.26
15.814,11.187,11.304,12.008,12.863,13.729,14.738
15.178,10.86,10.995,11.788,12.903,13.831,14.916
14.265,10.491,10.641,11.485,12.705,13.703,14.853
13.292,10.237,10.414,11.344,12.552,13.682,14.968
12.648,12.347,12.62,13.998,15.827,17.388,19.132
12.205,12.207,12.45,13.747,15.525,16.947,18.494
12.004,12.129,12.365,13.64,15.356,16.74,18.217
11.958,12.305,12.528,13.772,15.353,16.681,18.032
12.029,12.482,12.692,13.901,15.394,16.661,17.9
12.617,13.017,13.212,14.4,15.745,16.956,18.07
13.928,13.971,14.11,15.202,16.149,17.324,18.356
15.424,14.666,14.749,15.83,16.494,17.653,18.698
15.8,15.013,15.109,16.127,16.555,17.32,17.69
15.878,14.587,14.629,15.478,16.25,16.898,17.141
15.881,14.299,14.328,15.144,15.918,16.503,16.675
15.788,14.402,14.429,15.242,15.961,16.534,16.681
15.709,14.749,14.775,15.591,16.269,16.844,16.989
15.721,15.208,15.234,16.045,16.697,17.271,17.424
15.727,15.451,15.479,16.288,16.958,17.537,17.713
15.785,15.431,15.461,16.266,16.952,17.538,17.734
16.099,15.264,15.296,16.097,16.98,17.898,18.751
16.474,14.601,14.642,15.455,16.762,17.711,18.646
16.711,13.785,13.865,14.806,16.447,17.484,18.578
17.364,13.42,13.594,14.735,16.433,17.56,18.784
17.102,13.56,13.715,14.852,16.504,17.714,19.042
16.304,13.062,13.273,14.506,16.338,17.63,19.087
15.147,12.63,12.864,14.149,16.074,17.464,19.034
