MARKAL-NETL,REGEN-EPRI,IPM-NRDC,Haiku-RFF,NEMS-RHG,ReEDS-NREL,RIO-REPEAT,EPS-EI,GCAM-CGS
19.3596179,36.61908417,37.16022886,73.02117429,94.88900368,120.3737179,124.997224,135.1566919,147.2135171
17.05145117,32.25314306,32.72976932,64.31516337,83.57578241,106.0220602,110.0943248,119.0425216,129.6618617
18.71428975,35.39843375,35.92154007,70.58710667,91.72599988,116.3612137,120.8306011,130.6514161,142.3063425
5.501882569,10.40691515,10.5607051,20.75216195,26.96686257,34.20945929,35.52343086,38.41068821,41.8371627
7.414915054,14.02545236,14.23271584,27.96779396,36.34337751,46.10426185,47.87510801,51.76627939,56.38415645
9.929789391,18.78238483,19.05994469,37.4534707,48.66975303,61.7411807,64.11263462,69.32355235,75.50764836
8.643123648,16.34863219,16.59022686,32.60038713,42.36330468,53.74098462,55.80515423,60.34086032,65.72364382
4.564557246,8.633946541,8.761536141,17.21673082,22.37266725,28.38138279,29.47150029,31.86687156,34.70959653
11.61881442,21.97720769,22.30197958,43.82418484,56.94832049,72.24315569,75.01798625,81.11526421,88.35125494
12.15479724,22.99102934,23.33078315,45.84582052,59.57538035,75.57577539,78.47861053,84.85715955,92.42695083
10.92701524,20.66865642,20.97409098,41.21483639,53.5575441,67.9417051,70.55131867,76.28555685,83.09070736
2.653145696,5.018475369,5.092636735,10.00721271,13.00409714,16.49665883,17.13028886,18.52259674,20.17492863
7.930621091,15.0009201,15.22259873,29.91294911,38.87105302,49.31080515,51.20481335,55.36661501,60.30566461
6.106143046,11.5498853,11.72056568,23.03132933,29.92857777,37.96661403,39.42489641,42.62925531,46.43205247
8.501050002,16.0798972,16.31752059,32.06450959,41.66694659,52.85760288,54.88784215,59.34899137,64.64329393
1.713177271,3.240507277,3.28839442,6.461812249,8.396946944,10.65214813,11.06129285,11.96032761,13.02726391
5.124266088,9.692646425,9.835881141,19.32785704,25.11601759,31.86152556,33.08531395,35.77440713,38.96570881
16.98825595,32.13360811,32.60846792,64.0768018,83.26603811,105.6291266,109.6862989,118.6013323,129.1813156
7.509371362,14.20411825,14.41402201,28.32406703,36.80634455,46.69156978,48.4849742,52.42571401,57.10241677
14.39486603,27.22816191,27.63053066,54.29497764,70.55482719,89.50401559,92.94182884,100.4959128,109.460779
11.05657904,20.91372881,21.22278496,41.70352894,54.19258659,68.74730346,71.38785974,77.19008992,84.07593046
11.84022684,22.39601347,22.72697434,44.65931467,58.0335487,73.61984792,76.44755667,82.66102662,90.03490905
10.46305048,19.79105829,20.08352399,39.46484051,51.28347267,65.05687733,67.55568583,73.04644632,79.56264784
2.444636496,4.624076264,4.69240933,9.220751594,11.98211259,15.20019586,15.78402927,17.06691647,18.58939254
8.456671054,15.99595358,16.23233648,31.89711978,41.44942813,52.58166464,54.60130523,59.03916543,64.30582957
14.917131,28.21603601,28.63300324,56.26487198,73.1146506,92.75134088,96.31388258,104.1420388,113.4321623
20.46347184,38.70704482,39.2790447,77.18472293,100.2994204,127.2372316,132.1243625,142.8631067,155.6073926
10.28776871,19.45950949,19.74707567,38.80370758,50.42434865,63.96701499,66.42396231,71.82273908,78.22977823
10.93889569,20.69112852,20.99689516,41.25964743,53.6157748,68.01557505,70.62802594,76.3684987,83.18104814
6.087417144,11.5144649,11.68462185,22.96069843,29.83679485,37.85018061,39.30399083,42.49852282,46.28965782
4.09644842,7.748509826,7.863014736,15.45110423,20.07828415,25.47078817,26.4491109,28.59882978,31.15002491
16.83332114,31.84054597,32.31107501,63.49241412,82.50664242,104.665777,108.6859474,117.5196747,128.0031674
11.35028684,21.46928267,21.78654862,42.81134461,55.63216253,70.573512,73.28421221,79.24057328,86.3093298
9.897806855,18.72188926,18.99855513,37.33283803,48.51299421,61.54232054,63.90613632,69.10027037,75.26444823
12.10295124,22.89296165,23.23126625,45.65026626,59.32126297,75.25340871,78.14386187,84.49520334,92.03270585
17.33515508,32.78977437,33.27433079,65.38524607,84.96632538,107.7860667,111.9260862,121.023164,131.8191899
16.18776166,30.61945799,31.07194219,61.05747396,79.34250479,100.6518345,104.5178309,113.0127839,123.0942336
11.64893704,22.03418519,22.35979908,43.9378022,57.09596312,72.43045129,75.21247579,81.32556139,88.58031195
13.03180255,24.6499015,25.01416958,49.15373485,63.87392386,81.0287957,84.14107915,90.97985974,99.0958343
10.87796894,20.57588442,20.87994802,41.02984213,53.31714915,67.63674634,70.23464656,75.94314641,82.71775176
13.98226492,26.4477191,26.83855472,52.73871669,68.53250897,86.93855539,90.27783034,97.61539101,106.3232966
3.178414362,6.012031006,6.100874808,11.98843646,15.57864281,19.76266039,20.52173623,22.18969263,24.16915249
8.573442366,16.21682873,16.45647565,32.33756123,42.02176967,53.3077222,55.35525037,59.85438938,65.19377662
2.120575797,4.011109311,4.070384155,7.998449952,10.39376529,13.18525986,13.69170039,14.80452822,16.12518507
5.123016675,9.690283136,9.833482929,19.32314447,25.10989373,31.853757,33.07724699,35.76568452,38.95620808
13.10233251,24.78331027,25.14954982,49.41976184,64.21961861,81.46733504,84.59646262,91.47225566,99.63215503
6.871244587,12.99708936,13.18915604,25.91716175,33.67863747,42.72384207,44.36484766,47.97071369,52.25000246
12.61642019,23.8641979,24.2168551,47.58698349,61.83797364,78.44604229,81.45912323,88.07992101,95.93720284
22.51750448,42.5922865,43.22170119,84.93218348,110.3670319,140.0087412,145.3864207,157.2030724,171.2265732
16.99491817,32.14620983,32.62125586,64.10193055,83.29869223,105.6705508,109.7293141,118.6478437,129.2319761
3.827702083,7.240171036,7.347163884,14.43743892,18.76105401,23.79978434,24.71392448,26.72261166,29.10643636
-0.546382424,-1.03349271,-1.048765323,-2.060861242,-2.678032391,-3.39728212,-3.52777036,-3.814498884,-4.154776128
2.779107561,5.256734623,5.334416905,10.48231936,13.62148514,17.27986117,17.94357368,19.40198335,21.13276205
9.250123208,17.49678336,17.75534503,34.88988587,45.3384452,57.51517037,59.72430493,64.57854998,70.339362
15.24950978,28.84473678,29.27099474,57.51854802,74.74376806,94.81799685,98.45991797,106.4624987,115.9596218
10.02017431,18.95334962,19.23343594,37.79438719,49.11276462,62.30317366,64.6962135,69.95456309,76.19494922
19.62222225,37.11580527,37.66429034,74.01167306,96.17612954,122.0065322,126.6927541,136.9900305,149.2104011
11.39217508,21.54851508,21.8669519,42.96933992,55.83747308,70.83396361,73.55466767,79.53301069,86.62785447
-1.005234058,-1.901419273,-1.929517816,-3.791571287,-4.927042399,-6.250317623,-6.490389809,-7.017912778,-7.643954648
4.13169414,7.815177772,7.930667879,15.58404507,20.25103711,25.68993807,26.67667826,28.84489325,31.41803879
8.657167268,16.37519596,16.61718318,32.65335727,42.43213792,53.82830467,55.8958282,60.43890405,65.83043367
5.71582434,10.81159007,10.97136016,21.5591138,28.01547425,35.53970075,36.90476636,39.90429528,43.46400889
23.25883427,43.99452584,44.64466236,87.7283529,114.000577,144.6181619,150.1728873,162.3785714,176.8637592
20.64059265,39.04207218,39.61902299,77.85279239,101.1675582,128.3385287,133.2679599,144.0996529,156.9542465
14.42679703,27.28856001,27.6918213,54.41541593,70.71133343,89.70255533,93.14799441,100.718835,109.7035873
10.64225433,20.13002577,20.42750062,40.14076685,52.16182033,66.17112629,68.71273263,74.29753505,80.92534154
11.43716763,21.63361933,21.95331379,43.13904412,56.05799902,71.11371707,73.84516634,79.84712038,86.96998471
8.620196264,16.30526461,16.5462184,32.51390895,42.25092867,53.59842734,55.65712138,60.18079573,65.54930046
5.949165471,11.25295924,11.41925174,22.43923672,29.15916973,36.99056304,38.41135569,41.53333648,45.2383708
4.431521199,8.382306338,8.506177283,16.71494156,21.72060593,27.5541948,28.61254034,30.93809745,33.69796994
11.85558307,22.42506007,22.75645017,44.71723574,58.10881553,73.71532946,76.54670562,82.76823415,90.15168017
2.723300288,5.151174109,5.227296453,10.27182386,13.34795203,16.93286419,17.5832487,19.01237203,20.70839496
7.747517888,14.65457692,14.8711374,29.22231508,37.97359313,48.17231092,50.02259001,54.08830346,58.91331964
3.39104879,6.414233056,6.509020466,12.79045723,16.62084669,21.08477309,21.89463074,23.67417264,25.78605744
39.92661964,75.52195776,76.63799622,150.5963943,195.6958643,248.254675,257.7900372,278.7425793,303.608167
14.6198638,27.65374947,28.06240741,55.14363085,71.65762864,90.90300079,94.39454849,102.0667059,111.1716968
3.793563176,7.175596646,7.281635235,14.30867279,18.59372597,23.58751634,24.49350336,26.48427525,28.84683884
10.8356978,20.49592775,20.79880978,40.87040258,53.10996185,67.37391393,69.96171886,75.64803582,82.39631545
13.13058181,24.83674436,25.20377354,49.52631339,64.35807941,81.64298281,84.77885694,91.66947454,99.84696708
29.58614436,55.96275279,56.7897518,111.5938866,145.0131803,183.9599425,191.0257699,206.551876,224.9775999
5.374137548,10.16528303,10.31550221,20.27032954,26.34073463,33.41516969,34.69863292,37.51885272,40.86576988
13.6577859,25.83396089,26.2157266,51.51483723,66.94211133,84.92101839,88.18280055,95.35008234,103.8559082
10.11415553,19.13111688,19.41383018,38.14886832,49.57340307,62.8875276,65.30301224,70.61068094,76.9095969
20.8263161,39.39337162,39.97551381,78.55330957,102.077861,129.493315,134.4671012,145.3962574,158.3665162
8.839586437,16.72024528,16.96733152,33.34141124,43.32624509,54.96254573,57.07363501,61.71244011,67.21757713
6.771105976,12.80767528,12.99694286,25.539456,33.18781926,42.10120287,43.71829314,47.2716088,51.48853303
7.214612786,13.64657682,13.84824141,27.21228799,35.36161833,44.85882774,46.58183727,50.36789477,54.86102715
25.73603125,48.68019088,49.39957061,97.07191709,126.1422812,160.0208115,166.1671465,179.6728047,195.7007467
9.654299044,18.26128962,18.5311489,36.41436813,47.31946788,60.02824414,62.33390485,67.40025179,73.41277731
10.55214078,19.95957427,20.25453024,39.8008739,51.7201388,65.61082061,68.13090584,73.6684188,80.24010417
17.52394251,33.14686938,33.63670283,66.09732005,85.8916459,108.9599042,113.1450103,122.3411593,133.2547587
54.31202694,102.7322283,104.2503711,204.8556953,266.2043306,337.6998783,350.6707949,379.1724572,412.9970204
5.838901417,11.04439269,11.20760307,22.02333952,28.61872279,36.30496612,37.69942527,40.76354211,44.39990594
5.936197697,11.22843045,11.39436048,22.39032449,29.09560964,36.90993235,38.32762801,41.44280363,45.13976185
24.72290367,46.76384085,47.4549014,93.25057277,121.1765495,153.7214137,159.6257914,172.5997843,187.9967684
