MARKAL-NETL,REGEN-EPRI,IPM-NRDC,Haiku-RFF,NEMS-RHG,RIO-REPEAT,GCAM-PNNL,EPS-EI
52.61056857,99.51388757,100.9844708,198.4380847,257.8648226,339.6851663,355.0760561,367.2939436
54.98522029,104.0055863,105.5425464,207.3948657,269.5039126,355.0173321,371.1029114,383.8722703
41.99644494,79.43707154,80.61096626,158.4034221,205.8408817,271.1540621,283.4398571,293.1927994
16.65819359,31.50928889,31.97492272,62.83186289,81.64827431,107.5552197,112.4284691,116.2970442
28.8546806,54.57917522,55.38572818,108.8349301,141.4279924,186.3030042,194.7442589,201.4452555
33.73747181,63.81506735,64.75810526,127.2519851,165.3604479,217.8292125,227.698897,235.5338367
11.33265464,21.43593103,21.75270411,42.74483895,55.54574026,73.1703682,76.48566481,79.11747631
40.95985352,77.47633924,78.6212589,154.4935762,200.7601447,264.4612106,276.4437572,285.9559693
14.61033665,27.63572869,28.04412032,55.10769607,71.61093239,94.33303555,98.60719734,102.0001934
23.42339815,44.30580153,44.96053798,88.34905975,114.8071684,151.2354097,158.087777,163.527453
21.33698013,40.35930231,40.95571871,80.47944712,104.5808237,137.7642523,144.0062512,148.9613929
27.40565221,51.83831056,52.60435993,103.3694423,134.3257417,176.9472138,184.9645644,191.3290494
9.298553,17.58838923,17.84830462,35.07255478,45.5758184,60.03699651,62.75722951,64.91665636
16.39970207,31.02034729,31.4787557,61.85687701,80.38130702,105.8862445,110.6838738,114.4924188
12.02516719,22.74583165,23.08196201,45.3568781,58.94001315,77.64164171,81.15952849,83.95216396
25.44964301,48.13848209,48.84985662,95.99170951,124.7385812,164.3180534,171.7631859,177.6734218
71.44971622,135.1484924,137.145672,269.4961341,350.2027995,461.3219243,482.224088,498.8170391
27.55905971,52.12848375,52.89882121,103.9480693,135.0776514,177.937704,185.999933,192.4000443
24.33848818,46.03671167,46.71702693,91.80062315,119.29238,157.143776,164.2638471,169.9160368
3.185949642,6.02628413,6.115338559,12.01685825,15.61557614,20.57038848,21.50241795,22.24229922
51.41059068,97.24410664,98.68114782,193.911973,251.983265,331.9373943,346.9772382,358.9164517
17.44411075,32.9958661,33.48346807,65.79620828,85.50035945,112.6295689,117.7327335,121.7838241
26.44838349,50.02761864,50.76691021,99.75878815,129.633796,170.7665168,178.5038245,184.6460006
22.31567135,42.2105153,42.8342883,84.17090334,109.3777693,144.0832657,150.6115746,155.7940003
48.92390139,92.54048673,93.90801937,184.5326054,239.7950354,315.8818471,330.1942258,341.5559491
34.22423433,64.73578787,65.69243189,129.0879703,167.74626,220.9720412,230.984125,238.9321069
18.55485022,35.09685086,35.61550049,69.98572797,90.94452483,119.8011645,125.2292689,129.5383094
13.07766571,24.73665255,25.1022026,49.32672288,64.09871704,84.43719906,88.26298764,91.30004754
29.70192005,56.18174471,57.01197992,112.0305727,145.5806419,191.7732867,200.462396,207.3601492
79.66066892,150.679665,152.9063592,300.4664462,390.4478666,514.3367255,537.6409515,556.1407533
12.41449489,23.48225237,23.82926532,46.82535574,60.84825938,80.15537326,83.7871554,86.67020544
23.13610519,43.76238146,44.40908743,87.26543975,113.3990341,149.3804753,156.1487968,161.521754
26.55311306,50.22571661,50.96793561,100.1538102,130.1471163,171.4427133,179.210659,185.3771567
53.71067815,101.5947657,103.0960995,202.5875103,263.2568867,346.788129,362.5008489,374.9742177
77.87462094,147.3013214,149.4780915,293.729778,381.693752,502.8049359,525.5866649,543.6716882
11.20670275,21.19769064,21.51094309,42.26976993,54.92840115,72.35714779,75.63559797,78.23815934
34.44816918,65.1593649,66.1222684,129.9326143,168.8438516,222.417898,232.4954926,240.4954794
21.10378793,39.91821484,40.50811299,79.59988594,103.4378582,136.2586246,142.4324046,147.3333914
28.99106895,54.83715638,55.6475217,109.3493637,142.0964847,187.1836086,195.6647629,202.3974333
18.73213329,35.43218515,35.95579024,70.65440946,91.81345801,120.9458097,126.425777,130.7759885
13.28764161,25.13382594,25.50524529,50.11871614,65.12789045,85.79292854,89.68014424,92.76596739
32.10663113,60.73030129,61.62775355,121.1007324,157.3670645,207.2995337,216.692126,224.1483315
16.98332941,32.12428945,32.59901155,64.05821969,83.24189118,109.6544901,114.622856,118.5669382
23.71356803,44.85466337,45.51751072,89.44353103,116.2294037,153.1089193,160.046174,165.5532369
24.75197626,46.81883221,47.51070539,93.36022962,121.3190456,159.8135013,167.0545358,172.8027508
45.94891275,86.91323932,88.19761436,173.311456,225.213461,296.6735485,310.115613,320.786447
73.33508041,138.7146945,140.7645743,276.607406,359.4437014,473.4949585,494.9486735,511.9794676
46.33135647,87.63663887,88.93170407,174.7539685,227.0879662,299.142833,312.6967789,323.4564289
60.6257133,114.6746857,116.3693102,228.6698426,297.1501588,391.4357145,409.1713844,423.2506496
20.83981563,39.41890624,40.00142578,78.6042275,102.1440275,134.5542622,140.6508188,145.4905027
23.76072042,44.94385301,45.60801838,89.6213818,116.4605159,153.4133633,160.3644121,165.8824252
16.48476442,31.18124433,31.64203042,62.17771766,80.79823061,106.4354576,111.2579714,115.0862706
38.96433921,73.70178609,74.79092666,146.9668368,190.9793543,251.5769816,262.9757532,272.0245418
30.83564591,58.32620866,59.18813404,116.3067931,151.1374725,199.0932961,208.1140697,215.275111
14.59475125,27.6062486,28.01420459,55.04891059,71.53454228,94.23240691,98.50200929,101.8913859
6.627471019,12.53598704,12.7212397,24.99768946,32.48380857,42.79090031,44.72972513,46.26883975
8.877545285,16.79204516,17.04019244,33.48458554,43.51229614,57.31871995,59.9157898,61.97744495
20.53259433,38.83779133,39.41172334,77.44544118,100.6382166,132.5706585,138.5773394,143.3456765
9.869444677,18.66824166,18.94411475,37.22586074,48.37398016,63.72301321,66.61025697,68.90226346
31.32485983,59.25156606,60.12716607,118.1520246,153.5352999,202.2519526,211.4158427,218.6904953
28.98960778,54.83439255,55.64471703,109.3438524,142.0893229,187.1741744,195.6549013,202.3872324
68.34269458,129.2715021,131.1818335,257.7769788,334.9740801,441.261142,461.2543661,477.1257656
2.976662887,5.630414266,5.713618662,11.22746433,14.5897805,19.21910854,20.08991248,20.78119055
21.28927457,40.26906635,40.86414926,80.2995099,104.3470002,137.4562368,143.6842798,148.6283427
62.55809173,118.3298162,120.078455,235.9584442,306.6214957,403.9123007,422.2132756,436.741302
35.85921553,67.82838581,68.83073121,135.2548403,175.7599376,231.5284537,242.0188409,250.3465187
22.37701111,42.32654062,42.95202821,84.40226645,109.6784193,144.4793118,151.0255652,156.2222359
41.20315094,77.93654092,79.08826129,155.4112525,201.9526398,266.0320836,278.0858054,287.654519
5.846582507,11.05892162,11.2223467,22.05231128,28.6563708,37.74901897,39.45939979,40.81716666
21.3165892,40.32073248,40.9165789,80.40253602,104.4808798,137.6325963,143.86863,148.8190363
22.11812522,41.83685305,42.45510419,83.42579305,108.409519,142.8077903,149.2783082,154.4148573
17.15389389,32.44691541,32.92640517,64.70155983,84.07789395,110.7557561,115.7740195,119.7577123
31.98557193,60.50131551,61.3953839,120.6441178,156.7737064,206.5179034,215.8750806,223.3031722
26.00010756,49.17969622,49.90645747,98.06796784,127.4366217,167.8721804,175.4783478,181.5164196
15.33140764,28.99964812,29.42819531,57.82745275,75.14518124,98.9886993,103.4738059,107.034258
33.10400582,62.61685441,63.54218553,124.8626595,162.2555851,213.7391787,223.4235467,231.1113751
37.48539186,70.90432915,71.95212983,141.3884998,183.7304592,242.0280167,252.9941315,261.6994604
25.95415282,49.09277196,49.81824867,97.8946344,127.2113796,167.5754692,175.1681929,181.1955924
10.93329316,20.68053122,20.98614126,41.23851562,53.58831461,70.59185264,73.79031856,76.32938532
15.32199005,28.98183458,29.41011853,57.79193123,75.09902201,98.92789377,103.4102453,106.9685104
98.96339509,187.1911374,189.957386,373.2730345,485.0580218,638.9666226,667.9177393,690.9002628
12.71745305,24.05530348,24.41078479,47.96806222,62.33317496,82.1114516,85.83186225,88.78526904
48.83499083,92.37231071,93.7373581,184.1972499,239.3592502,315.3077876,329.594156,340.9352313
7.355399126,13.91287685,14.11847673,27.74331004,36.05166684,47.49083773,49.64261333,51.35077657
75.64263138,143.0794709,145.1938519,285.3110944,370.7539046,488.393882,510.5226564,528.0893391
24.6576882,46.64048455,47.32972217,93.00459114,120.8569032,159.2047214,166.4181725,172.1444908
27.78704049,52.55971373,53.33642376,104.8079739,136.1950738,179.4096838,187.5386071,193.9916629
16.23914338,30.71664748,31.17056792,61.25127703,79.59434654,104.8495819,109.6002408,113.3714988
42.00843169,79.45974471,80.63397449,158.4486341,205.8996334,271.2314558,283.5207574,293.2764834
28.31915294,53.56621451,54.35779828,106.8150112,138.8031635,182.8453187,191.1299082,197.7065378
16.1500706,30.54816463,30.99959529,60.91530971,79.15776627,104.274475,108.9990763,112.7496486
19.13869759,36.20120923,36.7361787,72.1879006,93.80618748,123.5708309,129.1697361,133.614365
30.80275845,58.2640014,59.1250075,116.1827472,150.9762783,198.8809551,207.8921077,215.0455114
22.92290391,43.3591072,43.99985371,86.46128092,112.3540519,148.0039208,154.7098717,160.0333166
25.71326381,48.63712584,49.35586917,96.9860422,126.0306891,166.0201463,173.5423994,179.5138567
25.00179312,47.29136554,47.99022167,94.30249619,122.543495,161.4264678,168.7405846,174.5468153
42.28208793,79.97737067,81.15924975,159.4808187,207.2409289,272.9983434,285.3677014,295.1869793
17.15172327,32.44280963,32.92223872,64.69337259,84.06725487,110.7417412,115.7593696,119.7425584
22.62859108,42.8024089,43.43492872,85.35118316,110.9115104,146.1036619,152.7235134,157.9786093
17.18738257,32.51025987,32.99068572,64.82787338,84.24203494,110.9719789,116.0000392,119.9915092
29.12541455,55.09127363,55.90539422,109.8560924,142.7549646,188.0510238,196.5714801,203.3353499
16.77998613,31.73966178,32.20869999,63.29124355,82.24522682,108.3415848,113.2504639,117.1473232
28.31583688,53.55994212,54.35143319,106.8025036,138.7869101,182.8239082,191.1075276,197.6833871
19.72492598,37.31007133,37.8614272,74.39905402,96.67952041,127.3558706,133.1262732,137.7070434
34.02357533,64.35623757,65.30727272,128.3311188,166.7627523,219.6764672,229.6298495,237.5312318
15.06119044,28.48852716,28.90952118,56.80823959,73.82074183,97.24401611,101.6500723,105.1477713
51.76543867,97.91530834,99.36226831,195.250399,253.7225128,334.2285042,349.3721567,361.3937775
51.11518436,96.68533999,98.1141239,192.7977507,250.535364,330.0300751,344.9834997,356.8541103
20.58422198,38.93544601,39.51082112,77.64017187,100.8912637,132.9039974,138.9257816,143.7061084
11.13102844,21.05455126,21.36568844,41.98433936,54.557492,71.8685494,75.12486154,77.70984887
27.95927364,52.88549599,53.66702032,105.4576079,137.0392553,180.5217235,188.7010326,195.1940865
46.30811459,87.59267641,88.88709195,174.6663041,226.9740487,298.9927695,312.5399162,323.2941687
42.18759449,79.79863454,80.97787231,159.1244056,206.7777799,272.3882375,284.7299521,294.5272855
15.03989455,28.44824559,28.86864434,56.72791515,73.71636243,97.1065172,101.5063434,104.9990968
109.7073025,207.5134419,210.5800068,413.7972195,537.7180834,708.3356881,740.4298672,765.9074759
21.52346848,40.71204855,41.31367771,81.18284932,105.4948755,138.9683321,145.264887,150.2633374
21.19995489,40.10011648,40.69270271,79.96261131,103.9092098,136.8795358,143.0814488,148.0047688
33.91268942,64.14649478,65.09443042,127.9128761,166.2192574,218.9605218,228.8814651,236.7570961
30.16432476,57.05639198,57.89955243,113.7746844,147.8470669,194.7588469,203.5832298,210.5883684
22.43573269,42.4376136,43.06474259,84.62375423,109.9662366,144.8584533,151.4218853,156.6321931
22.24819429,42.08288116,42.70476803,83.91639138,109.047038,143.6475936,150.1561625,155.3229178
29.92079933,56.59575901,57.43211238,112.856148,146.6534542,193.1865017,201.9396427,208.8882268
37.54024224,71.00807969,72.05741355,141.5953861,183.9993022,242.3821634,253.3643244,262.0823913
13.10951623,24.79689841,25.16333876,49.4468576,64.2548288,84.64284499,88.47795124,91.52240787
40.569484,76.73794789,77.87195585,153.021169,198.8467921,261.9407524,273.809099,283.2306545
85.16608177,161.0932578,163.4738406,321.2319237,417.4320324,549.8829499,574.7977497,594.5760877
57.22545557,108.2430338,109.8426135,215.8446508,280.4841755,369.4816254,386.2225713,399.5121859
21.29206686,40.274348,40.86950897,80.31004191,104.3606863,137.4742655,143.7031253,148.6478367
34.99073876,66.18564554,67.16371507,131.9790942,171.5031958,225.9210504,236.1573702,244.2833594
26.31161323,49.7689151,50.50438363,99.24291406,128.9634319,169.8834466,177.580743,183.6911565
32.83389222,62.10592942,63.02371026,123.8438371,160.9316535,211.9951645,221.6005124,229.2256116
15.72360575,29.74149828,30.18100829,59.30675709,77.06749646,101.5209639,106.1208056,109.7723389
