ic-1,ic-2,ic-3,ic-4,ic-5
22.4,12,58,55,15
4.8,10,5.8,30,14
7.1,1.2,13.8,45.5,27.8
2,14,5.5,30,11
50.1,12.1,12,30.3,32.5
12,27,39.4,25,31.6
0.1,9,12.5,16,20
0,23,16,5,20.1
56,10,70,11.1,14.5
2,1,3.1,28,11
0.6,26.2,19.4,5.5,25
2,8,2.4,25.1,19.2
8,5,41.4,20.2,22
25.9,12,1.5,20,7.5
8.5,1,11.7,12,53.1
9,6.7,23.1,23,10
2.8,2.5,37.1,54.1,29.5
10.1,5,3,13.2,39
5,7,18.8,23.8,15.7
7,16.2,8,23,19.5
4.5,30.5,189,18,37
13,15,4.4,49.2,22
1.4,4.4,22,10,10
11.5,0.5,24.5,30.1,14.6
15,18,16.1,25,10.5
4.7,18,24.6,20.1,59
2.1,4,12,13,12.8
12.4,8,60,44,25.5
28.7,23.8,33.9,8.8,5
9.6,25.6,39.5,6,21
33.6,12.2,42,31.3,51.5
0.5,2.7,45,19.2,2
7,12,12.1,18,21
4,10.4,15,12,9.3
8,78,20,18,50.5
7.2,17,7.8,15.5,22
12,1,44.5,7,22.5
1,14.2,14.4,1.4,25
20,14,24.1,19.2,10
3,1.8,22,10,28.1
3.4,34.5,7.1,49.5,16.2
1.1,15,29.6,47.3,18
46,21,59.9,5,31.7
5,20,12.4,9.8,27
5,15.2,14.3,30,8
6,3,31.1,18,14
7,10,0.2,64.2,9
9.6,9.5,23.2,23,12.2
40,2,17.3,28.7,17
17,6.5,20,18,25
30.1,14.4,0.9,10,3.5
15,15.9,24.7,7,37.4
31.1,7,8,28.7,29.3
28.4,12.5,32.7,13,20.4
18.3,7.3,12,0.5,2
10,15,29.6,21.1,31
12.4,29.1,1,20,7.3
1.8,3.4,12,10.5,20
7,6.4,13,6,51.1
12,41.1,24.2,11.8,12
0.3,5.1,7.2,15,25
10,8.5,13,34,25
5,14.9,27,7.7,31.8
84.5,6,9.4,15,20
1.3,4.7,17,1.8,17
3.6,23.1,3.5,31,24.6
3.6,13.6,24.5,12,26.5
3.9,5.5,50.4,15.4,14.5
5,42.9,30,38.5,17
5,7.5,29,6.3,17
4.5,18.7,9.3,14.6,28.5
10,30,32.9,37,28.2
13.1,50,15,2,15
5.2,15,12,21.2,17
0.7,11.5,24.6,31.6,8
1.8,43,36,9,11
5,9.4,66.8,8.8,20.3
5.4,10.2,12.5,11,15
2.3,17.6,15,4,23.3
25,3.2,12.4,8,30
11.7,15,5,27,7
0.4,18,27.2,21.5,24.5
12,3,115,31.4,10.4
2.6,16.6,25,19,35.8
9.9,10,22,22.3,20.7
5.5,13,44.8,42.5,27.1
4,3,5,9.1,14.8
42,17,6.8,10,25
1.8,18,24,24.3,2
10,6.7,21.3,17,2
2.9,10,52.4,13,24.9
26,7,17.8,12.4,29
4.1,15.1,22.4,18.3,9.8
10.5,3.5,24.5,20,47.8
32.3,15.9,12.2,19.5,24
38.2,5.5,13.5,4.5,31
7,17.5,5.8,19.8,22.7
0.9,21,11.3,10.1,21.8
2.5,10,10,32,20
15.2,28.9,21,22.7,25
1.8,28.7,32.2,33.5,22
2,10,60.4,36.2,45.4
7.2,22.9,8.5,49.3,19.2
28.4,4.2,3,1.6,53.3
15,27.2,18,17.1,35.9
6,1.2,3,10.5,25.7
1.4,29.7,13,2.6,8.5
15,10,16.6,34,39
73,20,13,48.9,27
0.8,34,23,12,13
7.1,15.3,15.9,20,5.3
9.2,6,24.2,3.5,20.2
2,3.5,8.7,23.4,23.6
5,12.6,46.2,37,25
4,19,7.6,27.5,85.2
8.5,13.3,7.9,11.3,31.8
0,212,16,7.5,7.4
131.7,75.2,4.1,23.7,36
7.7,6.1,19.1,14,54.3
8,8,2,26.3,22.6
30.2,25.9,20.5,50.7,5
1,10,18.2,7.4,66.3
3,3,11.7,14.5,8.3
4.3,32,5,21.7,23.9
2.6,12,8.1,10,28.5
4.5,30,5,25.8,24.5
19.7,7.5,37.4,18.3,22.1
30,13,20,46.1,61.1
12.2,48.3,10,124,29.9
0.5,1.5,16.6,15.1,62
2.7,10,25,15.4,28.1
12.1,15,14,10.2,9.3
7.5,15,5,36.5,4.4
224,1.5,20.7,18.9,44.2
1.1,12.8,22,17.4,7.1
0.2,15,11,33.2,15.2
15,96,4.2,20,45.9
0.4,6.3,1.8,12.5,31.5
0.4,0.5,44.6,3,26
45.7,30,32.2,7.8,13.5
7,25.1,24,23,21
10.9,15,10.8,12.3,58
12,17,3,20,37.5
34,23.6,7.5,36.3,20
1,10,21,35,28
4.3,26.9,55.3,17.7,17
3,79.8,24,30,57.4
26.3,4.5,9.3,9,76.4
1.2,57,24.3,13.2,22
9.2,25,27,20.8,68.7
12,21.9,10,45,8.4
4,0.1,14.3,7.1,8.7
5,12,25,16,18.4
2.9,5,7.7,25,15.5
51.5,18.1,12,34,12
0.3,31.6,5.5,11.5,9.4
5,18,5.5,13,21
3,6,32.2,56.7,27
10,1.1,17,26.2,42
1.6,2,9,22.8,7.6
3,16,20,31.4,17.5
0.2,5,14,15,15.5
3,0.5,38,37,9.1
30.5,4.4,18,24,14
5.5,1.4,23.2,53.1,10.5
21.9,5.8,39.7,15.3,37.2
12,8.8,4,9.6,19
13.1,29.3,23.5,1.2,30.4
10.5,12,13,12,4.1
29.9,6.6,6,16.5,64.2
15.3,4,96.6,24.8,10
4.2,25,70.1,25.5,26
20,13.5,15,26.7,40.1
4,93,18,25,28.2
8.6,12.9,6.1,10.2,20
12.9,2.4,12.4,2.7,5
7.2,4,34,5.8,22
23.6,22.2,46.4,45.3,38
4.9,6.2,22.7,6,17.6
18,2.5,23,32,9.4
2.4,8,7.7,3,11.2
25.1,13.7,1.8,24,4
9,10.2,7.9,9.6,52.5
12.5,32,41.6,8,8.1
12,25,9,41.9,19.4
5.3,37.9,0.7,17,9
10,61.5,9,27,27
7.2,19.3,1.5,15,16
7.5,21.5,13,21,25.7
26,7.2,29.5,49.2,29.7
13.8,6,2.4,10,9.9
24.1,20,8,38.4,34.1
46,14,2.1,12,45
17,10,41,11,14.5
14.4,17,20.5,18.4,26.6
1.6,11,10,25.5,19.7
8.5,2,21.7,18,18
26,22.9,5.3,17,14
7,15,10,64.3,6.6
1.9,21.8,6,61,22
23.1,46.1,7,16,34.5
12,33.8,5.5,5,20.6
2.8,15,5,29.8,23.4
12.8,8,13.5,16,63.4
14,7.8,10.5,32.6,38.6
100.5,4.5,15.8,9,30.1
9,49.5,25.5,30.2,12
1,8,23.1,1.5,10.3
0.7,6.7,32.3,28,36.3
4,17.6,3.8,15.8,42
15.3,13.5,11.4,10,4.8
50.4,7,7.4,1.2,16
10,5,14.3,0.4,79
12,50,12.5,8,12.2
0.1,44,7,12,40.8
2,1.8,31.1,12,42
18.4,25.6,16.2,30.4,32.7
4.8,16,25.5,10,25.5
1,6,14,18.7,64
10,15,51.6,25.9,25.4
15,1.5,12,9,9
12,4,7.2,15,0.9
16,8.9,10.8,23.5,28.3
0.8,14,28.6,22.6,25
1,10.1,15.9,24.2,22
10,6,35.5,11.9,22.5
10,0.8,9,8.6,8.9
10.7,5.3,27,0.5,13.8
17.8,10.5,38.6,23,80.2
6,19.8,25,17,22
6.9,17,7.5,12.6,17
7.6,1.6,19.8,12,8.8
17.4,15,9,20,20.4
20,27,180.9,7,40.5
3.8,12.5,12,11.3,10.5
6,23.5,3,15,14.4
1.5,1.8,22,28,8
10,0.4,14,2,17
5.5,10,24.5,12,15.2
7.9,15,7.6,22,29
18.6,2.8,12.2,16,30
21.9,13.5,6.8,39,16.7
13.3,0.4,7,16.7,26
5.5,17,3,18,6.5
6.5,7,15,36.5,21.8
11.4,4.9,27,38.5,17.4
13,33.5,20,31,1
1.6,10,17,17.9,22.3
4.2,9.9,22.4,8.8,20
12,17,5,6,16
12,8,17.3,18,33
8.2,16.6,3.2,12.6,10
50.3,2,11.5,12,85
3,10,0.3,7.5,24
4,28.8,70,10,27.5
22,12.5,30,20,36
0.5,19,33.1,29.8,17
2.3,5.5,5,20,101.7
0.5,6.8,24.5,10.1,26.3
15,1.1,33.7,29.3,2
3,44.7,36,15.1,19
0.5,8,7.5,16,8
3.7,44.1,41,0.7,7.5
11.2,10,20,34,68
10,52,23.5,3,49.6
6,5.2,7.2,18,35.4
4.5,11,2,10,19
11.9,1.9,13,5,57
12,49.6,44.6,15.6,33.5
0.2,2.7,54.2,14.5,37.2
12.9,37.6,25,10.8,1.5
4,16.5,12.2,5,23.7
2,7.3,20,40,25
2.4,34.2,13,14.4,34
20.7,1,10.8,25,19.5
0.5,4.7,14,16.9,14.7
57,33.5,7,10.7,16.5
9.9,17,20.3,17.4,6.7
35.7,17,31,36,9
5.3,10,72,9.5,62
15,8.1,15,29.8,31.1
3.4,10,9.2,23.3,19
76.1,17.5,10,20,10.1
4,20.1,18,8.5,53
23,29.1,9,57.5,8.1
4,10,21,19.2,42
12.5,10.3,4,22,58.6
26,8.2,9.2,3.5,15
1,34.3,5.3,25,27
7,5.7,34.3,6.2,16
1.2,15,15,39.2,68
7.2,10.2,45,13.5,12.5
1.5,40.5,22,35,10
2.1,8.4,24.3,46.1,66
15.7,2,4.7,7.2,7.4
0.6,12.5,21.5,35.7,13.2
4,21,12,22,25
10,3,40.9,34.9,19
10,23.7,36.6,24.1,1.7
20,1.9,1.2,10,27.8
28,14,7,24.8,31
5.8,16,7,21.1,33.3
5,15,12.2,33.4,4
17.9,3.6,14.7,11.5,26.9
0.2,24.7,26.2,45.7,45
14.1,42,12,5,38
7.7,0.7,12,3.6,13.5
0,5,8,15.2,8
6,2.4,27.5,13.3,15.7
14,5.1,29.8,6.4,60
5,9,10,7.5,0.2
35.3,8.6,10,20,14
8,25,61,25,32.4
24,14.2,30,35.5,3.9
0.9,11.6,32,13.5,7
13,1,44,10,16.5
7.5,24.1,99.6,13,22
13,3.5,6,18,3
4.1,1.5,23.1,17.5,56
3.9,14.7,6,15,19
7,3,4,6,30
2.4,12,3,58,13
7.6,12,12,22.5,15.8
0.5,18,33,34,5
8.2,4.5,10,15.3,26.5
6,29,3,7.5,22
6,23.4,21.9,16,20.5
0.6,1.4,2,27,22
13.3,12.3,16,34.8,77.8
35,14.1,6.3,25.2,42
7,4.7,12,11.5,35.3
12,28,15,28.4,21.1
10,13,10,23.8,12.8
8,10,23.5,131,21
10,12,19.6,13.3,24
1.8,5.2,6,34.8,48.9
20,6,5.3,16.5,25
8.2,26,16,20.1,36.1
13.4,14,40,56.9,40
2.7,14.1,65.5,19.7,5.5
27,8,40.7,21.7,38.1
11.5,6.2,14.4,41,5.2
14.4,10,18,25,17
3.8,31.4,12,26.4,33
14,33.7,7.5,9.5,18.2
5.1,6.5,22.3,12,30.3
6.7,7.6,4.5,15,16
13.1,16,26.3,17,42.2
15,40,2.3,13,24.5
12,15,31.3,24,10
3,21,13.6,29.7,11
10.1,5.7,12,31.9,31.6
11,5,28,20.2,18
2,10,43,18,13.2
6,4,21,30.4,21
8.1,7,5,45,5
2,163.5,7.5,41.9,15
3,12.5,19,6.9,0.2
2,10.4,23,32.8,11.1
9,10.6,35.8,7,20
2.8,10,5.5,33,31.3
6.5,7,34.1,38,195.3
1,19.7,8,36.9,37.9
10,1,20,34.4,12
0.1,5,2.4,3.5,38.9
12,10,13.1,13,20
15.7,19,2.4,22.4,40
2.2,5,21,53.3,52.5
4.5,17.2,18.7,0.5,11.3
12.4,28.5,24.5,16,25
12,36.5,10.1,27.5,14.5
1.9,8.5,22.8,34.8,78.5
36.3,30.1,3,22,13.9
3.8,5,15,18,5
6,30.9,22.1,20.2,20
9,7.2,43,7.5,11.4
23.5,15,12.2,6,35.6
0.7,20.1,30,3.2,15
1,15,20,16.2,20
13.2,21.8,24.2,11,1
6,11.2,11.4,20.1,52
7.2,12,29,16.2,16.5
0.9,15,22.2,7.3,12
39.3,8.5,11,10,95
10,11.1,7,20,31
6.6,16,10,23.4,23.1
13,12.5,1.5,12,32.2
6.2,18,15,7.1,27.3
2,14,12.4,34.4,22
7,7,6,29,57.1
0.5,6,18,5.5,27.5
7,7.4,11,5,14.2
12,7.5,21,2,28.5
17.3,20,13,26.1,32.2
15.2,5.5,10.9,20,24.6
10.7,4.4,11.2,13,25.4
1.5,4,25,12.3,20
22.3,10.6,15,14.7,21
17,15,13,42,26
5.1,4.5,5.8,48.5,17
12,12,24,18.8,11.4
10,3,13,16.8,6.5
7.2,1,30,11.5,42.5
16.7,22.9,4,5.3,16
14,4.3,11.5,19,1.6
6.3,2,12,39,35.5
8,5,4,33.2,50
10,22,33.8,15.1,24.3
21.3,8,39.5,22,23.8
9,69.4,11,20.5,42.5
32.9,17.7,22,120,22.5
4.5,12.5,10,3.6,18.2
1.9,7.8,3.6,16,55.6
23,25,7.9,11.2,54.2
7.6,11.4,24.8,14,37
12.1,11,5.4,22.5,69.7
22.5,27.1,27.5,22,10
12,13.6,12.3,23,25
2.9,25,5.8,25,47
24,55,5.8,23.9,26.6
19.3,6,8.9,114.4,26
28.5,8,22,20,32
3.5,21.8,19,4.7,43.7
10,6.5,16.2,33.6,3
12,3,1.3,19.6,8.1
5.3,6,14,9.2,45
20.2,1,2,62.5,11
23.2,7,10,6,14.6
8.1,12,51,7.2,19.5
11.7,10,26,8.4,12.5
12.8,20,36,35.7,5.5
10,59.6,16,20.9,13.6
20,14,37,13,39.5
1.7,23.2,37.9,34,7.5
10.7,23.2,15,22.6,17.6
5.5,7.5,22,36.7,20.3
12,7,8,8.4,20
13,15,10,29,25
12.6,12.5,33.3,28.3,4
11.5,4,62.9,32,15
16.7,37,18,23.9,11
12,18.5,36.4,60,16
21.1,12,29,21,19
0.6,24.5,16.7,13.5,8.3
18.6,29,7,15,13.8
12.3,8,4.5,30.7,93.5
12,18.2,20.1,9,19.8
11,9.3,15.5,8.7,11.9
3.1,5,8,23.2,19
9.1,7,19,23,17.8
1,11.5,33,16,56
4.1,18,12,14,14.6
1.7,22.2,20.5,19,35.4
18,17,0.3,28.6,35.5
5,37,42.7,6.5,32
7,10.8,8,23.6,21.7
3.8,23.3,8,22,40
9.4,11.5,14.8,8,15.3
3.6,0,7,10.7,7.6
9.5,9.8,35,8,15.5
33.9,28,1,20.9,19.2
1.7,10,2.5,29.1,39.8
5,6.6,21,14.5,44.3
0.5,6,33.6,21.2,31.8
9.5,18,13,6,22
4.5,2.5,4.9,9,39.5
10.7,10.2,32,8.2,57.5
15.9,10.1,24,12.3,11.3
4,43.3,15,20.7,13
0.1,26.4,45,25,57.6
1.4,15,10,4.5,47.3
27.6,3,26,32.5,15
9.6,20,17.8,20.4,37
1,6.5,35.3,14.5,32
2.3,17.5,6.5,21.4,22
26.2,15.5,7,24.4,7
3.3,16.5,9.6,18,50
8,1.6,5.4,35,3
50,30.1,6.4,27.1,31.5
5.3,6.1,20,20.8,41.4
36,15,9.7,19.4,20
4,5.6,25,13,25.9
1.5,15,7,41,22
8,18.2,13.5,44,22.2
38.7,122.8,15.6,24,50.4
6.8,16,16.9,57.9,39.6
2.2,25,15,22,14.2
51,23.5,11,13,29.7
5.2,1.3,8.8,18,13.2
5,15.4,16.1,15,9.8
8.2,3,20,12,43.3
61.5,4.5,21,35,38.7
8.1,26.8,13.5,21.1,27.2
20,0.5,19.2,33,24.7
15,39.9,16.7,6.6,11.8
4,11.1,20.6,25,18.2
1.2,28.3,6.5,3.9,9
7.5,8.7,1.2,16.6,20
18,8,29.9,19.3,33.5
4.5,40.4,79.4,13,15.6
2,6.4,3.4,11,12
5.6,22.1,14,12,15.3
5.5,12,7.5,13,30
0.4,12,12.9,16,16.6
0.1,12.6,11,12,11
66,18,14.4,6.2,40.7
6,3.5,29,18.5,7.2
5.6,28.3,13.2,40,16
16.9,5.7,7.5,0.3,29
5,1,12.1,16.8,23.5
0.9,20,20,29.2,26.9
30,8,22,16.6,21
4,17,15,26,24.2
0.1,32.3,36.5,20,14
5,24,58.2,31.5,47.8
7,4.3,7.3,20,11.5
6.7,2.5,47.4,13,31
8,8.9,6,54.2,11.6
5,24,62.5,55.2,29.7
7.4,10,9.3,26.2,5
15.6,5.2,28.3,18,4
2.6,4,10,32.2,25
18,8,20,26.5,33.1
4,18,15,12.8,10.6
1.2,15.2,38,15,33
32.4,12.4,11,29.5,7.1
161.1,50,10.1,45.1,24.1
0,22.8,12,24,183
5,2.4,32.9,30,18
8.9,13,11.7,17,27.6
10.2,43.5,3,69,30.5
16.4,1.2,13.5,22.5,13
4,1.5,6,63.2,28.1
3,2.5,11.8,30,5
8,8.4,21.5,45.7,19.1
5.9,6.4,28.5,0.5,28
13.7,9,7.5,28,32.6
5,5,4,20,124.5
9,0.6,9,43,24.5
0.4,6.2,15.4,36.7,17
21.3,0.7,32.9,17,32.2
2.2,10,12,21.3,33.5
11.7,3.7,13.8,39.7,16.2
12,7.6,13,27.8,9
10,23.7,12,20.6,9.7
1,12,21,18.4,0.6
23.1,8.1,6.1,26,25
11.2,11.7,52.5,25,30
24,21.2,10.2,48.5,14.6
11.4,2.7,19.3,18.5,10.1
33.1,5,15,17.7,19.9
14.2,35,23.5,26.1,36.2
90.6,13,25,16.9,18
5,23,55,28,16.6
10.6,8,24.7,16,18.9
16.5,12.1,28.6,19.8,17
41.3,2.5,7,14,20.1
0.3,25,20.2,26,47.6
2,12,25,32.3,15.3
1,9,15,13.7,33
0.1,18,34.5,5.4,5
1,24.2,20.4,35.9,3
21.2,55.9,8,14,37
0.1,22.6,19.6,24.3,65.3
1.6,10,25.1,16.2,25
10,1.8,25.2,21.7,15
20,18,11.3,8,48
8.5,25.8,11.3,22,19
2.3,33,23.8,22.1,95.5
0.3,10.8,30.5,6.2,29
0.8,10.9,0.5,16,30.2
10,10,17.3,9,40.1
42.9,20,28.6,11.8,16.3
0.1,12.2,12.6,23,49
32.5,5.5,13.5,8,19
18.8,35.4,18.4,20,18
10,10,9,21.5,11
2.6,1.5,12,16.5,20.5
5.7,18,15.4,27,31.6
2,30.7,55,25.2,9.3
95,63,26.3,24,42
7.9,23.4,25,16,32.8
0.2,3.9,24.1,12.5,22.8
22.7,9,9.5,17,21.5
7,6,5.8,16,11
3,26,20,27,22
11,3,47,16.2,23.9
12,32.9,16,21.7,73.3
4.5,15.5,6,14.5,33
3,6,1.2,12.8,16.6
12,3.1,7,20,11
4.1,9.1,7.5,68,40.7
10,12,21.3,24.3,22
37.6,14,8.1,9,22
2.2,14.6,22.8,11.6,24.2
8.2,0.5,5.4,18.8,9.2
16.8,12,7,14,5
2.4,14.1,8,18,25.8
0.9,12,15,28,34.4
12.7,1.6,9.8,19.7,45
20,25.9,15,20,13.5
3.1,20,19.5,27,22.8
7,10,15.3,14,10
10,11.7,7.6,11,13.2
12,3.4,19.8,39.5,64
2.1,9.2,5.5,21,28
10,20,13,24,10.4
24,28,18,37.2,8
0.9,17,10.4,29.5,20.5
0.2,14,13.8,3.4,22.6
50,12.1,18,28.5,22
7.3,22.3,16.5,35,12
7.2,9.7,27.2,74.3,32
1,13,16,23,5
202.8,17.1,0.1,14,22
5,10,4,9.8,27
17.7,27.5,32.3,33.6,10.5
4,14,10.3,12,30
12,6,9,89.7,44.4
6,11.4,10,14.5,11.1
6,8,82.5,8.4,34.5
14.1,15.1,15.7,20.7,12
10.1,15,13,15,3.5
6,7,9,0,31
1,1.2,12,5.2,27
13.1,1,20,35,27.7
18.2,14.2,17,26.3,11
13.7,21,10,8,16
9.5,12.3,27.5,8.2,36.7
174.8,29.4,11,16.5,14
13,3,0.5,14.5,9.5
4,10.2,12,20.1,5
5.2,40,11,4,12
9,3,25.5,12.5,6
9.3,12.5,30,43,30
0.1,10,20.1,49.3,13.8
0.3,14,10,81.8,14.2
5.6,15.3,15,6.5,25.5
3,7,12.2,30.2,17
18.5,38.9,1.4,5.5,29
46,11,28.5,35.8,26.3
0.4,15,15.2,64,22
25.9,14.4,23,0.1,12
17.5,9,4,33.9,18.9
20.1,11,25,16.4,53.7
7,4.1,13,29.5,10.8
5.2,18.9,9.3,28.1,30.2
13.3,13,5,6,29.9
11.4,7.6,2,48,24.2
1,1.2,17,40.9,8.6
10,53,26.1,13,9.5
5.7,0.6,15.7,30,82.3
0.6,26.3,11.8,38,21.9
10,8.3,20,12,14.3
0.1,5,17.6,26.4,17
10,10.6,34.3,18,18.8
20,68,10.6,49,35
20,17.1,8.9,31.8,23.3
9.7,3,15.1,25,18.5
5,36.5,9,6,11.3
18,22.2,24.5,23.5,20
7.1,6.3,50,24.2,10.1
8.6,16,10,3.3,15
6.8,18,22,30,0.5
7.4,22,20.5,11.1,19
13.6,3.3,20,14,25
14.1,20,26.4,33,33.6
24.3,11,9,74.4,31.2
4,42.1,7.3,1.2,35.6
8.4,12,51.4,14,1.5
11.6,15,20.9,28.8,7
15,20,12,12,14
8,19.7,5.8,23.6,40.1
3,16.7,19.6,34,23.6
20,8.6,24.1,36,1.8
0.8,10.1,3.1,41.3,12
4,19.6,8,4,26
4.2,18,39.3,6,22.5
5.1,41.8,37,42,28.6
13.8,14,33.5,22.1,28
16,1.3,0.3,29.5,12.4
18,12,24.5,18.6,56
4,11,7,8.8,22.3
1,32.7,18,15,40
19.3,2,23.5,2.4,41.7
2.5,17.4,12,53,21
12,12.6,36,19,27.3
10,4.7,7.6,18,30
31,14.1,14.5,9,19
1.6,15.3,42,39,9.6
11.4,4.4,15.6,17.3,24.4
10,12,40.8,26,1.3
4.2,28.5,21,21,5.4
25,16.5,29,10,30
22.8,0.6,15.5,24.1,38
3,8.7,2.5,12,22.2
1,17.6,8,20.2,15.3
17.8,16.4,12,93,34
68.7,5,30.1,4.4,28.3
1,7.4,15,25,35.7
26.7,7,23.4,12.5,31.7
2.4,13.7,12,39.5,1
20.3,29,14,1.3,6.1
2.5,12.2,20,22,33
10.2,22.3,43.6,25,38
37,4.5,17.2,12.4,5
5,6.2,50.4,6.8,24.5
8,15.3,12.3,82,23.5
28.3,10,21,13.5,29.9
5,7,20,20.5,12.8
14,8.8,35,44.6,24.5
12.9,16.8,26.6,23,33.5
11.2,22.6,22.5,5,63.8
7,19,20,15,8.5
18.9,35,44.6,8,17.1
10,11.6,43,11.4,34.9
10,12,14.5,43,24
3.2,1,26.6,14.2,90
18,5.8,20.9,8,18
11,2.8,118,20,67.7
5,5.7,40,26.2,34
14,10,37.9,19.6,21.8
24.3,3.3,21.5,20.2,38.4
0.1,16,24.6,15,46
0,6,7.7,32.9,3.4
0.1,56.8,5,15,39.6
9,2.3,5,35.7,17.3
46.6,17.5,7.7,0.8,15.5
7.7,4.7,19,29,45.9
6,32,14.7,17.9,25
2.2,2,9.3,28.1,10.5
3,3,15.2,10,29
0.3,90,200,20.5,6.4
3.2,20,8.4,18.9,13.5
14.3,20,8.6,21,28.6
4.8,12,18.5,18,21.6
11,17.2,8,28,15
2,15,6,15,13.5
36.2,12,12,13,6.2
14,20,13.5,15,24
11.9,7.6,0.5,41.3,24.6
2,3,18,27.2,26.2
8,6,16,41.3,34.3
5,15,28.9,23.6,2.7
0.5,8,36,43,5
7.3,7.2,12,24,38
3,19.2,39.9,39.8,20.4
1.5,8.5,31,12.3,19.4
2.1,8.5,21,16,44
3.2,7,52.4,21,12.5
12.3,26.3,7.5,9.8,40
3.5,1.2,6,50,13
14,33.5,17.8,35.8,14.6
47,13,26.6,26,20
12,3.9,19.9,29.4,67.8
10,17.3,22,48,7.5
7,25,12,8,60.9
6.7,15,41,8.5,25
3.5,18,7.1,31,57
0.4,5.2,15.4,21,59.2
2.5,3.7,17,29,14.4
11,6,5.3,26,23.3
18.4,12,10,8.5,23.9
4.8,4.5,23,4,34
6.3,62,19.2,40,27.5
1.5,51.5,12,42,11.3
11,10,13,17.9,49
0,9.9,21.4,30.1,14.1
5,10.8,3.2,18.4,18.5
1.5,27.3,5,52,106
12,6,15,2.4,40
3.6,8,5.6,11.2,10
21.2,19,33.2,39,17
39,5,3.8,15,22.4
14,10.3,17.7,6.1,20
11,6.1,18.4,8.7,9
0.2,18.3,22.8,15.7,7.5
5.9,36.6,28.5,20.1,13.8
0.1,20,2.1,20,9.2
7,13.3,2,29.2,25.8
5.5,20.9,12,23.3,24.7
2.6,5.7,17.6,19.4,14.1
0,5.3,7.1,19,26
7.6,14,19,39.9,15
5,20,29.6,7,15.1
3.5,1.5,1,18.5,60.1
4.6,3,9.4,30,67.9
12.5,4.3,7.2,13.2,24
0.2,42,0.8,20,30
3,20.4,33.6,12,16.8
2,4,12,30,7.5
35.6,16.8,9.6,17,16.4
8.6,11.7,7.3,49.7,24.2
22.7,20.6,3.5,27.1,2.5
4.7,7,20,200,18
6,6,26,20,19
12,8,13.2,15.1,18.4
8.5,6,8,0.6,46.5
4,0.7,15,8.4,22.5
2,8.4,14,37.8,19.8
11,12,4,0.9,2.9
3,10,5,15,55
12,23.1,21,21,110.4
11.4,19,38.7,1.6,26
1.8,9.2,10,15,22.2
1.5,6.1,31.5,13.3,1.6
2.2,4,8,18.1,52
1,0.6,10.6,25,59.5
85,6.4,14.5,36,40
20,12,5.4,11.8,41.7
6.1,2,11,13,15.4
9,15,36.3,41.6,26.4
26,8,14.8,50,37.1
30,12.8,12,39.5,43
4.5,8,20,30,25.1
12.7,20,10,34.7,35.1
4.6,20.1,13.9,40,15
0.9,40,14,8.5,9.2
4,12.2,11.8,54,10.6
21.6,11,12.4,10.8,40.9
1.5,25.6,19,39.9,23
7,4.5,2.1,27.6,18
139.7,6,62,24,27
18,5.2,10,49,70
4.8,14.8,10,16.7,44.2
13.9,15,12.8,20.3,47.6
2.1,1,13.5,23,33.2
1.3,13,16.5,36,120.2
5.4,2,12,27,25.9
12.2,40.9,25,12.6,20
2.5,8,25.9,14.3,30
13,40,50.8,11,23
0,0.3,31,19,24.1
40,27,16.7,6.9,13.1
6.6,31.7,25.6,15,37
11,5,10,20,33
5.1,12,13.5,19,15.8
14.5,8.8,0,44.3,25.5
12,28.4,26,28.1,51
42.7,8.5,55,63,10.6
5,3,11,8,28.3
67.7,7.6,25,46.6,19.2
20,15,40,96,16.8
1.4,8.5,20,19.7,15
18.9,44,26.4,15.3,21.6
33.2,20,9,15,32
2,2,10,24,65
4.4,8.5,7,13,28.3
20.7,16,4.7,26.8,29
3.2,11.8,26.9,14.9,50.3
7.5,14.6,21.6,33.5,37.2
7.6,13.4,12.6,40.2,21.3
0.6,11.1,18,47.1,25
10,11.1,10,10,97.9
19.4,12,8.3,19,100
20.5,16.2,12.8,20.8,2
32,21,6.9,10.3,45
12.4,17,38.7,18.8,26
14.2,17,9.1,30,8
24.1,7,3.4,5,21.5
9.5,5.5,15,12,31.8
4,50.5,23.5,26,85.5
27,13.5,28.9,13.8,18
1.5,4,1.5,50,10
1.5,10,17,38.6,20.2
15.2,9,10,10,38.3
11,36,51.5,37.1,27
10.1,5.3,13.6,22.5,36.2
0.8,3,9.2,26.1,31.4
10,10.2,25.3,6,19
5,5,31,8.7,54.3
13,14.7,10.1,39.2,19.3
10,11.9,9.2,10.2,25.1
8.8,17.7,6,26,39
2.8,6,42.1,26.7,11.3
6.2,32.2,13,20,29.9
10.5,12.2,23.6,23,10
16.2,21,18,20,25.4
14.7,10,5.1,12,14.4
3,5,8,18.5,9.5
40,19.5,1,9.5,51.5
36.2,2.8,28,2.4,21
16.4,30.2,24.1,20.9,25.2
30,15.5,8.6,18,7.8
8.3,6,14.8,43,25.2
6,15.3,41.2,12,13.8
2.3,15,25.5,9.4,20
70,0.9,16.8,29.3,65.3
3.9,6.9,13,10.5,17
39.4,13.1,4.8,16.5,20
2.8,6,9,110.6,6
15.4,44.4,24.9,1.6,21.8
5,7.1,15.4,14,8.4
7.5,4,14.5,22.4,39.1
3.6,46.9,11,35.5,31
8.5,40,8,13.1,15.7
8.5,3.6,17.7,8,20.4
8,10.8,12,12.8,21.5
1,30,28,25,21
