MARKAL-NETL,REGEN-EPRI,IPM-NRDC,Haiku-RFF,NEMS-RHG,ReEDS-NREL,RIO-REPEAT,EPS-EI,GCAM-CGS
35.82218194,67.75833606,68.75964629,135.1151559,175.5784216,222.7342113,231.2893427,250.0879734,272.3973904
7.931018844,15.00167246,15.2233622,29.91444936,38.87300256,49.31327829,51.20738148,55.36939187,60.30868918
24.31917877,46.00018756,46.67996308,91.72779137,119.1977371,151.2111437,157.019103,169.7812306,184.9267821
23.80146334,45.020919,45.68622322,89.77505711,116.6602127,147.9921065,153.6764238,166.1668666,180.9899942
11.13335645,21.05895474,21.37015699,41.99312023,54.56890249,69.22468801,71.88358044,77.72610159,84.65975773
21.84623793,41.32257308,41.93322437,82.4002806,107.0768939,135.8349579,141.052324,152.516711,166.1221589
15.42925253,29.18472359,29.61600576,58.19650698,75.62475705,95.93559653,99.62044421,107.7173496,117.3264134
14.70371064,27.81234735,28.223349,55.4598868,72.06859453,91.42434141,94.9359136,102.6520719,111.809281
93.90385297,177.6209176,180.2457407,354.1893053,460.2592415,583.8728825,606.2992051,655.5777178,714.0593652
18.82786264,35.61325903,36.13953996,71.01548422,92.28266471,117.0673842,121.5638953,131.4443107,143.1699682
30.29609457,57.30563708,58.15248079,114.2716976,148.4929219,188.374252,195.6096313,211.5083025,230.3761707
17.19548889,32.52559313,33.00624557,64.85844904,84.28176716,106.917654,111.0243181,120.0481024,130.7571467
52.61056857,99.51388757,100.9844708,198.4380847,257.8648226,327.1205957,339.6851663,367.2939436,400.0588689
54.98522029,104.0055863,105.5425464,207.3948657,269.5039126,341.8856421,355.0173321,383.8722703,418.1160864
41.99644494,79.43707154,80.61096626,158.4034221,205.8408817,261.1243797,271.1540621,293.1927994,319.3474375
16.65819359,31.50928889,31.97492272,62.83186289,81.64827431,103.5768736,107.5552197,116.2970442,126.6714705
28.8546806,54.57917522,55.38572818,108.8349301,141.4279924,179.4118665,186.3030042,201.4452555,219.4154367
33.73747181,63.81506735,64.75810526,127.2519851,165.3604479,209.771956,217.8292125,235.5338367,256.5449334
11.33265464,21.43593103,21.75270411,42.74483895,55.54574026,70.46387895,73.1703682,79.11747631,86.17525181
40.95985352,77.47633924,78.6212589,154.4935762,200.7601447,254.6790892,264.4612106,285.9559693,311.4650367
14.61033665,27.63572869,28.04412032,55.10769607,71.61093239,90.84376314,94.33303555,102.0001934,111.0992509
23.42339815,44.30580153,44.96053798,88.34905975,114.8071684,145.6413828,151.2354097,163.527453,178.1151282
21.33698013,40.35930231,40.95571871,80.47944712,104.5808237,132.6685083,137.7642523,148.9613929,162.2496842
27.40565221,51.83831056,52.60435993,103.3694423,134.3257417,170.4021363,176.9472138,191.3290494,208.3968016
9.298553,17.58838923,17.84830462,35.07255478,45.5758184,57.81629584,60.03699651,64.91665636,70.70762959
16.39970207,31.02034729,31.4787557,61.85687701,80.38130702,101.9696319,105.8862445,114.4924188,124.7058612
12.02516719,22.74583165,23.08196201,45.3568781,58.94001315,74.76976511,77.64164171,83.95216396,91.44122395
25.44964301,48.13848209,48.84985662,95.99170951,124.7385812,158.2401142,164.3180534,177.6734218,193.5230063
71.44971622,135.1484924,137.145672,269.4961341,350.2027995,444.2581476,461.3219243,498.8170391,543.3146501
27.55905971,52.12848375,52.89882121,103.9480693,135.0776514,171.3559894,177.937704,192.4000443,209.5633359
24.33848818,46.03671167,46.71702693,91.80062315,119.29238,151.3312053,157.143776,169.9160368,185.0736138
3.185949642,6.02628413,6.115338559,12.01685825,15.61557614,19.80951305,20.57038848,22.24229922,24.22645192
51.41059068,97.24410664,98.68114782,193.911973,251.983265,319.6594051,331.9373943,358.9164517,390.9340521
17.44411075,32.9958661,33.48346807,65.79620828,85.50035945,108.4635284,112.6295689,121.7838241,132.6477057
26.44838349,50.02761864,50.76691021,99.75878815,129.633796,164.4500563,170.7665168,184.6460006,201.1175828
22.31567135,42.2105153,42.8342883,84.17090334,109.3777693,138.7537885,144.0832657,155.7940003,169.691803
48.92390139,92.54048673,93.90801937,184.5326054,239.7950354,304.1977345,315.8818471,341.5559491,372.0248837
34.22423433,64.73578787,65.69243189,129.0879703,167.74626,212.7985351,220.9720412,238.9321069,260.2463506
18.55485022,35.09685086,35.61550049,69.98572797,90.94452483,115.3698548,119.8011645,129.5383094,141.0939397
13.07766571,24.73665255,25.1022026,49.32672288,64.09871704,81.31396246,84.43719906,91.30004754,99.44458487
29.70192005,56.18174471,57.01197992,112.0305727,145.5806419,184.6798095,191.7732867,207.3601492,225.8579761
79.66066892,150.679665,152.9063592,300.4664462,390.4478666,495.3119911,514.3367255,556.1407533,605.7519994
12.41449489,23.48225237,23.82926532,46.82535574,60.84825938,77.19051656,80.15537326,86.67020544,94.40173179
23.13610519,43.76238146,44.40908743,87.26543975,113.3990341,143.8550603,149.3804753,161.521754,175.9305083
26.55311306,50.22571661,50.96793561,100.1538102,130.1471163,165.101241,171.4427133,185.3771567,201.9139626
53.71067815,101.5947657,103.0960995,202.5875103,263.2568867,333.9608279,346.788129,374.9742177,408.4242716
77.87462094,147.3013214,149.4780915,293.729778,381.693752,484.2067494,502.8049359,543.6716882,592.1706153
11.20670275,21.19769064,21.51094309,42.26976993,54.92840115,69.68073865,72.35714779,78.23815934,85.21749425
34.44816918,65.1593649,66.1222684,129.9326143,168.8438516,214.1909113,222.417898,240.4954794,261.9491857
21.10378793,39.91821484,40.50811299,79.59988594,103.4378582,131.218572,136.2586246,147.3333914,160.4764548
28.99106895,54.83715638,55.6475217,109.3493637,142.0964847,180.2598984,187.1836086,202.3974333,220.4525548
18.73213329,35.43218515,35.95579024,70.65440946,91.81345801,116.4721608,120.9458097,130.7759885,142.4420275
13.28764161,25.13382594,25.50524529,50.11871614,65.12789045,82.61954504,85.79292854,92.76596739,101.041274
32.10663113,60.73030129,61.62775355,121.1007324,157.3670645,199.6317582,207.2995337,224.1483315,244.1437696
16.98332941,32.12428945,32.59901155,64.05821969,83.24189118,105.5984944,109.6544901,118.5669382,129.1438533
23.71356803,44.85466337,45.51751072,89.44353103,116.2294037,147.4455934,153.1089193,165.5532369,180.3216247
24.75197626,46.81883221,47.51070539,93.36022962,121.3190456,153.9021805,159.8135013,172.8027508,188.2178409
45.94891275,86.91323932,88.19761436,173.311456,225.213461,285.6999291,296.6735485,320.786447,349.4026116
73.33508041,138.7146945,140.7645743,276.607406,359.4437014,455.9809149,473.4949585,511.9794676,557.6512498
46.33135647,87.63663887,88.93170407,174.7539685,227.0879662,288.0778775,299.142833,323.4564289,352.3107726
60.6257133,114.6746857,116.3693102,228.6698426,297.1501588,376.9569497,391.4357145,423.2506496,461.0072642
20.83981563,39.41890624,40.00142578,78.6042275,102.1440275,129.5772521,134.5542622,145.4905027,158.4691688
23.76072042,44.94385301,45.60801838,89.6213818,116.4605159,147.7387763,153.4133633,165.8824252,180.6801788
16.48476442,31.18124433,31.64203042,62.17771766,80.79823061,102.4985303,106.4354576,115.0862706,125.3526884
38.96433921,73.70178609,74.79092666,146.9668368,190.9793543,242.2714333,251.5769816,272.0245418,296.2908384
30.83564591,58.32620866,59.18813404,116.3067931,151.1374725,191.72906,199.0932961,215.275111,234.4790022
14.59475125,27.6062486,28.01420459,55.04891059,71.53454228,90.74685664,94.23240691,101.8913859,110.9807371
6.627471019,12.53598704,12.7212397,24.99768946,32.48380857,41.20811325,42.79090031,46.26883975,50.39631069
8.877545285,16.79204516,17.04019244,33.48458554,43.51229614,55.19856525,57.31871995,61.97744495,67.50622207
20.53259433,38.83779133,39.41172334,77.44544118,100.6382166,127.6670196,132.5706585,143.3456765,156.1330107
9.869444677,18.66824166,18.94411475,37.22586074,48.37398016,61.36597094,63.72301321,68.90226346,75.04877786
31.32485983,59.25156606,60.12716607,118.1520246,153.5352999,194.7708814,202.2519526,218.6904953,238.1990602
28.98960778,54.83439255,55.64471703,109.3438524,142.0893229,180.2508132,187.1741744,202.3872324,220.4414439
68.34269458,129.2715021,131.1818335,257.7769788,334.9740801,424.9393909,441.261142,477.1257656,519.6883788
2.976662887,5.630414266,5.713618662,11.22746433,14.5897805,18.50821543,19.21910854,20.78119055,22.63500319
21.28927457,40.26906635,40.86414926,80.2995099,104.3470002,132.3718859,137.4562368,148.6283427,161.8869238
62.55809173,118.3298162,120.078455,235.9584442,306.6214957,388.972041,403.9123007,436.741302,475.7013675
35.85921553,67.82838581,68.83073121,135.2548403,175.7599376,222.9644778,231.5284537,250.3465187,272.6789995
22.37701111,42.32654062,42.95202821,84.40226645,109.6784193,139.1351853,144.4793118,156.2222359,170.15824
41.20315094,77.93654092,79.08826129,155.4112525,201.9526398,256.1918574,266.0320836,287.654519,313.3151077
5.846582507,11.05892162,11.2223467,22.05231128,28.6563708,36.3527254,37.74901897,40.81716666,44.45831413
21.3165892,40.32073248,40.9165789,80.40253602,104.4808798,132.5417221,137.6325963,148.8190363,162.0946284
22.11812522,41.83685305,42.45510419,83.42579305,108.409519,137.5254914,142.8077903,154.4148573,168.1896318
17.15389389,32.44691541,32.92640517,64.70155983,84.07789395,106.6590258,110.7557561,119.7577123,130.440852
31.98557193,60.50131551,61.3953839,120.6441178,156.7737064,198.8790395,206.5179034,223.3031722,243.2232168
26.00010756,49.17969622,49.90645747,98.06796784,127.4366217,161.6627781,167.8721804,181.5164196,197.7088236
15.33140764,28.99964812,29.42819531,57.82745275,75.14518124,95.32721915,98.9886993,107.034258,116.5823857
33.10400582,62.61685441,63.54218553,124.8626595,162.2555851,205.833208,213.7391787,231.1113751,251.7279604
37.48539186,70.90432915,71.95212983,141.3884998,183.7304592,233.0756738,242.0280167,261.6994604,285.0446949
25.95415282,49.09277196,49.81824867,97.8946344,127.2113796,161.3770419,167.5754692,181.1955924,197.3593766
10.93329316,20.68053122,20.98614126,41.23851562,53.58831461,67.98073977,70.59185264,76.32938532,83.13844561
15.32199005,28.98183458,29.41011853,57.79193123,75.09902201,95.26866275,98.92789377,106.9685104,116.510773
98.96339509,187.1911374,189.957386,373.2730345,485.0580218,615.3319691,638.9666226,690.9002628,752.532903
12.71745305,24.05530348,24.41078479,47.96806222,62.33317496,79.07424178,82.1114516,88.78526904,96.70547234
48.83499083,92.37231071,93.7373581,184.1972499,239.3592502,303.6449087,315.3077876,340.9352313,371.348794
7.355399126,13.91287685,14.11847673,27.74331004,36.05166684,45.7342053,47.49083773,51.35077657,55.93158816
75.64263138,143.0794709,145.1938519,285.3110944,370.7539046,470.328744,488.393882,528.0893391,575.1982229
24.6576882,46.64048455,47.32972217,93.00459114,120.8569032,153.3159187,159.2047214,172.1444908,187.5008599
27.78704049,52.55971373,53.33642376,104.8079739,136.1950738,172.7735223,179.4096838,193.9916629,211.2969369
16.23914338,30.71664748,31.17056792,61.25127703,79.59434654,100.9713143,104.8495819,113.3714988,123.4849482
42.00843169,79.45974471,80.63397449,158.4486341,205.8996334,261.1989107,271.2314558,293.2764834,319.4385866
28.31915294,53.56621451,54.35779828,106.8150112,138.8031635,176.0820769,182.8453187,197.7065378,215.343202
16.1500706,30.54816463,30.99959529,60.91530971,79.15776627,100.41748,104.274475,112.7496486,122.807625
19.13869759,36.20120923,36.7361787,72.1879006,93.80618748,119.0000855,123.5708309,133.614365,145.5336051
30.80275845,58.2640014,59.1250075,116.1827472,150.9762783,191.5245732,198.8809551,215.0455114,234.2289209
22.92290391,43.3591072,43.99985371,86.46128092,112.3540519,142.529423,148.0039208,160.0333166,174.309293
25.71326381,48.63712584,49.35586917,96.9860422,126.0306891,159.8792487,166.0201463,179.5138567,195.5276196
25.00179312,47.29136554,47.99022167,94.30249619,122.543495,155.4554851,161.4264678,174.5468153,190.1174868
42.28208793,79.97737067,81.15924975,159.4808187,207.2409289,262.9004431,272.9983434,295.1869793,321.5195108
17.15172327,32.44280963,32.92223872,64.69337259,84.06725487,106.6455293,110.7417412,119.7425584,130.4243462
22.62859108,42.8024089,43.43492872,85.35118316,110.9115104,140.6994525,146.1036619,157.9786093,172.0712929
17.18738257,32.51025987,32.99068572,64.82787338,84.24203494,106.8672508,110.9719789,119.9915092,130.695505
